orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Hidar 2018,51.0,43.0,269.0,15.925925925925927
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Meskerem 2018,37.0,48.0,259.0,18.461538461538463
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Nehase 2017,17.0,45.0,229.0,19.565217391304348
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Tahesas 2018,35.0,42.0,211.0,19.81132075471698
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Tikemet 2018,60.0,87.0,300.0,28.903654485049834
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Tir 2018,36.0,30.0,211.0,14.150943396226415
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Hamle 2017,5.0,69.0,301.0,22.8476821192053
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Hidar 2018,212.0,110.0,581.0,18.900343642611684
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Meskerem 2018,52.0,78.0,437.0,17.80821917808219
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Nehase 2017,38.0,61.0,441.0,13.800904977375566
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tahesas 2018,51.0,67.0,389.0,17.17948717948718
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tikemet 2018,235.0,113.0,560.0,20.14260249554367
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tir 2018,12.0,59.0,314.0,18.73015873015873
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Hamle 2017,45.0,39.0,129.0,30.0
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Hidar 2018,10.0,51.0,189.0,26.842105263157894
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Meskerem 2018,34.0,36.0,164.0,21.818181818181817
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Nehase 2017,36.0,31.0,158.0,19.49685534591195
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tahesas 2018,24.0,31.0,149.0,20.666666666666668
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tikemet 2018,73.0,77.0,207.0,37.019230769230774
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tir 2018,23.0,23.0,114.0,20.0
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Hamle 2017,0.0,55.0,377.0,14.550264550264549
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Hidar 2018,18.0,54.0,501.0,10.756972111553784
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Meskerem 2018,16.0,61.0,464.0,13.118279569892474
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Nehase 2017,7.0,48.0,503.0,9.523809523809524
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tahesas 2018,1.0,45.0,389.0,11.538461538461538
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tikemet 2018,4.0,79.0,516.0,15.28046421663443
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tir 2018,14.0,31.0,331.0,9.33734939759036
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Hamle 2017,25.0,68.0,395.0,17.17171717171717
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Hidar 2018,28.0,71.0,476.0,14.884696016771489
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Meskerem 2018,4.0,58.0,493.0,11.740890688259109
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Nehase 2017,0.0,57.0,552.0,10.30741410488246
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tahesas 2018,61.0,53.0,388.0,13.624678663239074
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tikemet 2018,24.0,115.0,602.0,19.071310116086234
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tir 2018,48.0,30.0,299.0,10.0
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Hamle 2017,24.0,93.0,634.0,14.645669291338583
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Hidar 2018,68.0,98.0,753.0,12.9973474801061
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Meskerem 2018,44.0,59.0,647.0,9.104938271604938
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Nehase 2017,19.0,68.0,768.0,8.84265279583875
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tahesas 2018,70.0,96.0,507.0,18.89763779527559
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tikemet 2018,47.0,120.0,670.0,17.883755588673623
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tir 2018,124.0,83.0,621.0,13.344051446945338
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hamle 2017,14.0,27.0,190.0,14.136125654450263
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hidar 2018,9.0,49.0,274.0,17.81818181818182
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Meskerem 2018,21.0,31.0,229.0,13.478260869565217
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Nehase 2017,0.0,19.0,176.0,10.734463276836157
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tahesas 2018,20.0,35.0,246.0,14.17004048582996
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tikemet 2018,10.0,56.0,260.0,21.455938697318008
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tir 2018,26.0,29.0,275.0,10.507246376811594
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hamle 2017,27.0,72.0,380.0,18.89763779527559
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hidar 2018,62.0,116.0,529.0,21.88679245283019
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Meskerem 2018,37.0,75.0,477.0,15.690376569037657
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Nehase 2017,55.0,80.0,496.0,16.096579476861166
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tahesas 2018,54.0,99.0,420.0,23.51543942992874
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tikemet 2018,60.0,143.0,492.0,29.006085192697768
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tir 2018,80.0,65.0,346.0,18.73198847262248
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hamle 2017,75.0,64.0,296.0,21.548821548821547
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hidar 2018,20.0,78.0,328.0,23.70820668693009
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Meskerem 2018,12.0,32.0,268.0,11.895910780669144
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Nehase 2017,14.0,50.0,414.0,12.048192771084338
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tahesas 2018,14.0,54.0,216.0,24.88479262672811
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tikemet 2018,21.0,92.0,303.0,30.263157894736842
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tir 2018,31.0,34.0,153.0,22.07792207792208
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hamle 2017,11.0,69.0,232.0,29.613733905579398
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hidar 2018,25.0,93.0,144.0,64.13793103448275
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Meskerem 2018,21.0,91.0,143.0,63.19444444444444
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Nehase 2017,18.0,93.0,194.0,47.69230769230769
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tahesas 2018,4.0,94.0,143.0,65.27777777777779
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tikemet 2018,21.0,103.0,153.0,66.88311688311688
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tir 2018,0.0,130.0,185.0,69.89247311827957
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hamle 2017,0.0,22.0,125.0,17.46031746031746
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hidar 2018,0.0,23.0,130.0,17.557251908396946
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Meskerem 2018,0.0,23.0,222.0,10.31390134529148
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Nehase 2017,0.0,23.0,151.0,15.131578947368421
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Tahesas 2018,0.0,100.0,347.0,28.735632183908045
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Tikemet 2018,0.0,28.0,157.0,17.72151898734177
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Tir 2018,0.0,180.0,319.0,56.25
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Hamle 2017,0.0,90.0,355.0,25.280898876404496
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Hidar 2018,0.0,51.0,228.0,22.270742358078603
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Meskerem 2018,0.0,67.0,313.0,21.337579617834397
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Nehase 2017,12.0,105.0,367.0,28.532608695652172
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Tahesas 2018,0.0,105.0,296.0,35.35353535353536
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Tikemet 2018,0.0,18.0,147.0,12.162162162162163
Afar Region,Zone 1 Zone,Aysita City Admin Woreda,kxhExY8eMtK,Tir 2018,0.0,190.0,562.0,33.747779751332146
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Hamle 2017,1.0,3.0,173.0,1.7241379310344827
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Hidar 2018,0.0,0.0,184.0,0.0
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Meskerem 2018,0.0,34.0,249.0,13.600000000000001
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Nehase 2017,0.0,0.0,245.0,0.0
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Tahesas 2018,0.0,23.0,171.0,13.372093023255813
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Tikemet 2018,0.0,0.0,162.0,0.0
Afar Region,Zone 1 Zone,Ayssaita Woreda,OuwClj9SXEs,Tir 2018,206.0,441.0,986.0,44.680851063829785
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Hamle 2017,0.0,3.0,20.0,14.285714285714285
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Hidar 2018,0.0,0.0,0.0,0.0
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Meskerem 2018,0.0,3.0,9.0,30.0
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Nehase 2017,1.0,4.0,14.0,26.666666666666668
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Tahesas 2018,0.0,0.0,10.0,0.0
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Tikemet 2018,0.0,2.0,6.0,28.57142857142857
Afar Region,Zone 1 Zone,Chifra City Administration,mig269T7pP6,Tir 2018,0.0,0.0,16.0,0.0
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Hamle 2017,1.0,73.0,233.0,31.196581196581196
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Hidar 2018,0.0,274.0,635.0,43.08176100628931
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Meskerem 2018,0.0,165.0,591.0,27.87162162162162
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Nehase 2017,6.0,108.0,294.0,36.610169491525426
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Tahesas 2018,0.0,128.0,427.0,29.906542056074763
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Tikemet 2018,0.0,267.0,627.0,42.51592356687898
Afar Region,Zone 1 Zone,Chifra Woreda,Xr2Im99CCXn,Tir 2018,0.0,109.0,489.0,22.244897959183675
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Hamle 2017,3.0,10.0,109.0,9.090909090909092
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Hidar 2018,1.0,12.0,224.0,5.333333333333334
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Meskerem 2018,3.0,5.0,62.0,7.936507936507936
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Nehase 2017,0.0,3.0,96.0,3.0927835051546393
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Tahesas 2018,6.0,18.0,211.0,8.49056603773585
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Tikemet 2018,0.0,7.0,176.0,3.954802259887006
Afar Region,Zone 1 Zone,Dubti City Administration,xRv6KTauqi0,Tir 2018,2.0,19.0,140.0,13.47517730496454
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Hamle 2017,0.0,3.0,43.0,6.8181818181818175
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Hidar 2018,0.0,5.0,38.0,12.82051282051282
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Meskerem 2018,0.0,1.0,32.0,3.0303030303030303
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Nehase 2017,0.0,0.0,67.0,0.0
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Tahesas 2018,0.0,8.0,51.0,15.384615384615385
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Tikemet 2018,3.0,18.0,62.0,28.57142857142857
Afar Region,Zone 1 Zone,Dubti Woreda,pWRK8ddfSYZ,Tir 2018,0.0,4.0,41.0,9.523809523809524
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Hamle 2017,8.0,12.0,127.0,9.375
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Hidar 2018,1.0,32.0,247.0,12.903225806451612
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Meskerem 2018,0.0,20.0,224.0,8.88888888888889
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Nehase 2017,17.0,12.0,96.0,12.371134020618557
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Tahesas 2018,0.0,38.0,267.0,14.17910447761194
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Tikemet 2018,3.0,29.0,335.0,8.630952380952381
Afar Region,Zone 1 Zone,Elidar Woreda,FPE3cGQRcp6,Tir 2018,3.0,66.0,357.0,18.435754189944134
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Hamle 2017,0.0,30.0,253.0,11.811023622047244
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Hidar 2018,0.0,83.0,415.0,19.951923076923077
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Meskerem 2018,0.0,38.0,243.0,15.573770491803279
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Nehase 2017,0.0,35.0,247.0,14.112903225806454
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Tahesas 2018,0.0,58.0,311.0,18.58974358974359
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Tikemet 2018,0.0,50.0,352.0,14.164305949008499
Afar Region,Zone 1 Zone,Kori Woreda,EqmEjkeYA0s,Tir 2018,0.0,93.0,428.0,21.678321678321677
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Hamle 2017,0.0,54.0,224.0,24.0
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Hidar 2018,0.0,64.0,265.0,24.06015037593985
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Meskerem 2018,0.0,191.0,586.0,32.538330494037474
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Nehase 2017,0.0,83.0,277.0,29.856115107913666
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Tahesas 2018,4.0,119.0,472.0,25.158562367864697
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Tikemet 2018,0.0,136.0,364.0,37.26027397260274
Afar Region,Zone 1 Zone,Mille City Administration,Kf60wUDDQsI,Tir 2018,0.0,143.0,318.0,44.827586206896555
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Hamle 2017,7.0,88.0,389.0,22.564102564102566
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Hidar 2018,4.0,122.0,379.0,32.10526315789474
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Meskerem 2018,8.0,53.0,250.0,21.115537848605577
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Nehase 2017,7.0,72.0,316.0,22.71293375394322
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Tahesas 2018,10.0,187.0,621.0,30.064308681672024
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Tikemet 2018,0.0,105.0,343.0,30.523255813953487
Afar Region,Zone 1 Zone,Mille Woreda,FoM7Vu35Z8M,Tir 2018,3.0,149.0,423.0,35.14150943396226
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Hamle 2017,3.0,102.0,975.0,10.450819672131148
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Hidar 2018,24.0,266.0,2221.0,11.97119711971197
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Meskerem 2018,0.0,285.0,2144.0,13.286713286713287
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Nehase 2017,14.0,143.0,1378.0,10.369833212472807
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Tahesas 2018,31.0,346.0,2639.0,13.106060606060607
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Tikemet 2018,110.0,303.0,1992.0,15.203211239337683
Afar Region,Zone 1 Zone,Semera-Logia Kentiba,GcFG6txQ5vf,Tir 2018,0.0,459.0,3173.0,14.46124763705104
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Hamle 2017,0.0,17.0,105.0,16.037735849056602
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Hidar 2018,0.0,112.0,220.0,50.678733031674206
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Meskerem 2018,0.0,41.0,147.0,27.7027027027027
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Nehase 2017,0.0,15.0,99.0,15.0
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Tahesas 2018,0.0,115.0,516.0,22.243713733075435
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Tikemet 2018,0.0,144.0,379.0,37.89473684210527
Afar Region,Zone 2 Zone,Abala City Administration,bkknwaPumBA,Tir 2018,3.0,40.0,245.0,16.260162601626014
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Hamle 2017,1.0,22.0,83.0,26.190476190476193
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Hidar 2018,3.0,92.0,236.0,38.81856540084388
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Meskerem 2018,18.0,60.0,152.0,39.21568627450981
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Nehase 2017,4.0,16.0,61.0,25.806451612903224
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Tahesas 2018,17.0,92.0,271.0,33.82352941176471
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Tikemet 2018,26.0,63.0,207.0,30.288461538461537
Afar Region,Zone 2 Zone,Abala Woreda,OjhqxmqziA8,Tir 2018,6.0,57.0,174.0,32.57142857142858
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Hamle 2017,0.0,4.0,47.0,8.333333333333332
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Hidar 2018,0.0,11.0,65.0,16.666666666666664
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Meskerem 2018,0.0,12.0,48.0,24.489795918367346
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Nehase 2017,0.0,8.0,51.0,15.384615384615385
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Tahesas 2018,0.0,14.0,87.0,15.909090909090908
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Tikemet 2018,0.0,11.0,46.0,23.404255319148938
Afar Region,Zone 2 Zone,Afdera Woreda,A7uZRhg6aCO,Tir 2018,0.0,12.0,73.0,16.216216216216218
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Hamle 2017,0.0,40.0,260.0,15.32567049808429
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Hidar 2018,0.0,203.0,718.0,28.2336578581363
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Meskerem 2018,0.0,96.0,580.0,16.523235800344235
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Nehase 2017,0.0,34.0,351.0,9.659090909090908
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Tahesas 2018,0.0,176.0,1148.0,15.317667536988685
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Tikemet 2018,0.0,201.0,963.0,20.850622406639005
Afar Region,Zone 2 Zone,Berahle Woreda,oJDFUV6C3An,Tir 2018,0.0,191.0,1085.0,17.587476979742174
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Hamle 2017,17.0,59.0,88.0,66.29213483146067
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Hidar 2018,0.0,185.0,265.0,69.54887218045113
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Meskerem 2018,6.0,230.0,348.0,65.90257879656161
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Nehase 2017,8.0,79.0,262.0,30.038022813688215
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Tahesas 2018,12.0,121.0,189.0,63.68421052631579
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Tikemet 2018,18.0,166.0,219.0,75.45454545454545
Afar Region,Zone 2 Zone,Bidu Woreda,l7AC9iGWseW,Tir 2018,0.0,81.0,176.0,45.76271186440678
Afar Region,Zone 2 Zone,Dalol Woreda,CQcYIiEM3wL,Hamle 2017,1.0,7.0,51.0,13.461538461538462
