orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Hamle 2017,0.0,77.0,298.0,25.75250836120401
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Hidar 2018,0.0,636.0,1705.0,37.28018757327081
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Meskerem 2018,5.0,224.0,746.0,29.98661311914324
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Nehase 2017,3.0,61.0,260.0,23.371647509578544
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Tahesas 2018,0.0,413.0,1265.0,32.62243285939969
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Tikemet 2018,92.0,640.0,1794.0,35.65459610027855
Central Ethiopian Region,Gurage Zone,Enor Ener Meger Woreda,wDY0odqlzFJ,Tir 2018,6.0,234.0,753.0,31.03448275862069
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Hamle 2017,0.0,168.0,1105.0,15.18987341772152
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Hidar 2018,76.0,1343.0,3713.0,36.160473882606354
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Meskerem 2018,0.0,275.0,1453.0,18.91334250343879
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Nehase 2017,1.0,197.0,947.0,20.780590717299578
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Tahesas 2018,0.0,627.0,3168.0,19.785421268538972
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Tikemet 2018,0.0,1044.0,2834.0,36.82539682539683
Central Ethiopian Region,Gurage Zone,Enor Woreda,XbReGepztfc,Tir 2018,0.0,386.0,1881.0,20.51009564293305
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Hamle 2017,3.0,66.0,228.0,28.82096069868996
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Hidar 2018,13.0,304.0,945.0,32.1353065539112
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Meskerem 2018,3.0,66.0,257.0,25.581395348837212
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Nehase 2017,11.0,46.0,210.0,21.80094786729858
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Tahesas 2018,32.0,227.0,546.0,41.49908592321755
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Tikemet 2018,10.0,236.0,749.0,31.466666666666665
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Tir 2018,13.0,102.0,332.0,30.630630630630627
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Hamle 2017,4.0,14.0,94.0,14.736842105263156
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Hidar 2018,0.0,1.0,74.0,1.3333333333333335
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Meskerem 2018,5.0,10.0,86.0,11.494252873563218
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Nehase 2017,5.0,7.0,84.0,8.235294117647058
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Tahesas 2018,0.0,7.0,95.0,7.291666666666667
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Tikemet 2018,12.0,11.0,104.0,10.476190476190476
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Tir 2018,7.0,11.0,182.0,6.0109289617486334
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Hamle 2017,0.0,4.0,19.0,20.0
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Hidar 2018,9.0,15.0,89.0,16.666666666666664
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Meskerem 2018,0.0,3.0,24.0,12.0
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Nehase 2017,0.0,2.0,24.0,8.0
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Tahesas 2018,10.0,12.0,45.0,26.08695652173913
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Tikemet 2018,3.0,6.0,66.0,8.955223880597014
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Tir 2018,4.0,8.0,42.0,18.6046511627907
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Hamle 2017,1.0,4.0,9.0,40.0
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Hidar 2018,12.0,13.0,68.0,18.84057971014493
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Meskerem 2018,6.0,8.0,15.0,50.0
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Nehase 2017,1.0,4.0,11.0,33.33333333333333
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Tahesas 2018,14.0,11.0,43.0,25.0
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Tikemet 2018,43.0,22.0,64.0,33.84615384615385
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Tir 2018,6.0,4.0,28.0,13.793103448275861
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Hamle 2017,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Hidar 2018,0.0,8.0,21.0,36.36363636363637
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Meskerem 2018,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Nehase 2017,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Tahesas 2018,38.0,22.0,88.0,24.719101123595504
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Tikemet 2018,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Tir 2018,34.0,30.0,108.0,27.522935779816514
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Hamle 2017,12.0,14.0,121.0,11.475409836065573
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Hidar 2018,35.0,149.0,657.0,22.64437689969605
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Meskerem 2018,12.0,14.0,148.0,9.395973154362416
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Nehase 2017,5.0,6.0,124.0,4.8
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Tahesas 2018,20.0,134.0,424.0,31.529411764705884
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Tikemet 2018,7.0,57.0,346.0,16.42651296829971
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Tir 2018,3.0,48.0,201.0,23.762376237623762
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Hamle 2017,284.0,256.0,1969.0,12.99492385786802
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Hidar 2018,1257.0,1482.0,5231.0,28.325688073394495
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Meskerem 2018,250.0,363.0,2816.0,12.88604898828541
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Nehase 2017,182.0,191.0,1782.0,10.71228266965788
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Tahesas 2018,708.0,1047.0,5486.0,19.08146528157463
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Tikemet 2018,740.0,1255.0,4398.0,28.529211184360083
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Tir 2018,341.0,359.0,4638.0,7.7387367967234315
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Hamle 2017,3.0,1.0,3.0,25.0
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Hidar 2018,68.0,185.0,339.0,54.41176470588235
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Meskerem 2018,0.0,127.0,213.0,59.345794392523366
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Nehase 2017,0.0,10.0,26.0,37.03703703703704
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Tahesas 2018,13.0,18.0,67.0,26.47058823529412
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Tikemet 2018,20.0,195.0,386.0,50.3875968992248
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Tir 2018,10.0,80.0,123.0,64.51612903225806
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Hamle 2017,0.0,25.0,150.0,16.55629139072848
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Hidar 2018,1.0,81.0,404.0,20.0
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Meskerem 2018,1.0,25.0,154.0,16.129032258064516
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Nehase 2017,0.0,8.0,22.0,34.78260869565217
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Tahesas 2018,0.0,91.0,337.0,26.923076923076923
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Tikemet 2018,6.0,71.0,478.0,14.822546972860126
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Tir 2018,0.0,28.0,392.0,7.124681933842239
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Hamle 2017,11.0,133.0,382.0,34.72584856396867
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Hidar 2018,0.0,247.0,516.0,47.77562862669246
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Meskerem 2018,0.0,114.0,300.0,37.87375415282392
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Nehase 2017,0.0,108.0,345.0,31.213872832369944
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Tahesas 2018,103.0,130.0,455.0,28.50877192982456
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Tikemet 2018,0.0,184.0,467.0,39.31623931623932
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Tir 2018,0.0,117.0,283.0,41.19718309859155
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Hamle 2017,0.0,0.0,2.0,0.0
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Hidar 2018,52.0,46.0,293.0,15.646258503401361
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Meskerem 2018,7.0,16.0,34.0,45.714285714285715
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Nehase 2017,0.0,0.0,0.0,0.0
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Tahesas 2018,10.0,22.0,88.0,24.719101123595504
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Tikemet 2018,0.0,18.0,67.0,26.47058823529412
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Tir 2018,17.0,5.0,26.0,18.51851851851852
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Hamle 2017,0.0,292.0,750.0,38.8814913448735
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Hidar 2018,0.0,535.0,1235.0,43.284789644012946
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Meskerem 2018,73.0,319.0,752.0,42.363877822045154
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Nehase 2017,0.0,164.0,418.0,39.140811455847256
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Tahesas 2018,0.0,464.0,736.0,62.95793758480326
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Tikemet 2018,0.0,891.0,1933.0,46.07032057911065
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Tir 2018,0.0,202.0,381.0,52.879581151832454
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Hamle 2017,0.0,15.0,56.0,26.31578947368421
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Hidar 2018,0.0,49.0,182.0,26.775956284153008
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Meskerem 2018,1.0,27.0,152.0,17.647058823529413
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Nehase 2017,0.0,24.0,101.0,23.52941176470588
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Tahesas 2018,0.0,14.0,76.0,18.181818181818183
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Tikemet 2018,16.0,42.0,225.0,18.58407079646018
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Tir 2018,0.0,12.0,60.0,19.672131147540984
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Hamle 2017,0.0,883.0,1268.0,69.58234830575256
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Hidar 2018,0.0,451.0,696.0,64.70588235294117
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Meskerem 2018,0.0,709.0,1185.0,59.78077571669477
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Nehase 2017,0.0,528.0,907.0,58.14977973568281
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Tahesas 2018,0.0,882.0,1156.0,76.23163353500432
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Tikemet 2018,0.0,855.0,1474.0,57.96610169491525
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Tir 2018,0.0,105.0,168.0,62.1301775147929
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Hamle 2017,0.0,109.0,211.0,51.41509433962265
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Hidar 2018,0.0,273.0,1291.0,21.13003095975232
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Meskerem 2018,0.0,84.0,359.0,23.333333333333332
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Nehase 2017,0.0,238.0,1040.0,22.862632084534102
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Tahesas 2018,0.0,226.0,525.0,42.96577946768061
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Tikemet 2018,0.0,351.0,1031.0,34.01162790697674
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Tir 2018,142.0,223.0,925.0,24.08207343412527
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Hamle 2017,0.0,45.0,296.0,15.151515151515152
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Hidar 2018,0.0,862.0,1504.0,57.27574750830565
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Meskerem 2018,0.0,102.0,271.0,37.5
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Nehase 2017,0.0,34.0,206.0,16.425120772946862
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Tahesas 2018,34.0,808.0,1111.0,72.66187050359713
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Tikemet 2018,0.0,847.0,2079.0,40.72115384615385
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Tir 2018,0.0,219.0,516.0,42.359767891682786
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Hamle 2017,13.0,34.0,93.0,36.17021276595745
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Hidar 2018,0.0,170.0,411.0,41.262135922330096
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Meskerem 2018,0.0,58.0,160.0,36.024844720496894
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Nehase 2017,0.0,18.0,82.0,21.686746987951807
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Tahesas 2018,0.0,2.0,8.0,22.22222222222222
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Tikemet 2018,0.0,178.0,397.0,44.72361809045226
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Tir 2018,0.0,62.0,177.0,34.831460674157306
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Hamle 2017,179.0,191.0,540.0,35.304990757855826
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Hidar 2018,693.0,430.0,1671.0,25.717703349282296
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Meskerem 2018,270.0,234.0,834.0,28.023952095808387
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Nehase 2017,179.0,132.0,555.0,23.741007194244602
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Tahesas 2018,115.0,276.0,1113.0,24.775583482944345
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Tikemet 2018,927.0,479.0,1737.0,27.56041426927503
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Tir 2018,43.0,67.0,394.0,16.962025316455694
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Hamle 2017,0.0,76.0,260.0,29.118773946360154
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Hidar 2018,0.0,105.0,284.0,36.84210526315789
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Meskerem 2018,0.0,82.0,329.0,24.848484848484848
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Nehase 2017,0.0,46.0,298.0,15.384615384615385
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Tahesas 2018,4.0,229.0,480.0,47.60914760914761
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Tikemet 2018,0.0,243.0,461.0,52.5974025974026
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Tir 2018,0.0,159.0,352.0,45.04249291784703
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Hamle 2017,0.0,56.0,313.0,17.8343949044586
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Hidar 2018,0.0,213.0,679.0,31.323529411764707
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Meskerem 2018,4.0,74.0,440.0,16.780045351473923
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Nehase 2017,8.0,52.0,293.0,17.687074829931973
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Tahesas 2018,9.0,129.0,591.0,21.79054054054054
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Tikemet 2018,29.0,251.0,1184.0,21.18143459915612
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Tir 2018,4.0,120.0,344.0,34.78260869565217
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Hamle 2017,0.0,34.0,92.0,36.55913978494624
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Hidar 2018,120.0,323.0,433.0,74.42396313364056
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Meskerem 2018,14.0,97.0,180.0,53.591160220994475
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Nehase 2017,0.0,86.0,216.0,39.63133640552996
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Tahesas 2018,1.0,161.0,268.0,59.85130111524164
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Tikemet 2018,1.0,237.0,368.0,64.22764227642277
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Tir 2018,0.0,145.0,327.0,44.207317073170735
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Hamle 2017,0.0,0.0,6.0,0.0
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Hidar 2018,0.0,8.0,23.0,33.33333333333333
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Meskerem 2018,0.0,1.0,4.0,20.0
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Nehase 2017,0.0,3.0,4.0,60.0
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Tahesas 2018,3.0,3.0,25.0,11.538461538461538
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Tikemet 2018,10.0,12.0,42.0,27.906976744186046
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Tir 2018,4.0,3.0,12.0,23.076923076923077
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Hamle 2017,0.0,372.0,898.0,41.37931034482759
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Hidar 2018,3.0,385.0,1283.0,29.98442367601246
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Meskerem 2018,0.0,220.0,615.0,35.714285714285715
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Nehase 2017,1.0,255.0,808.0,31.520395550061803
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Tahesas 2018,38.0,480.0,1154.0,41.55844155844156
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Tikemet 2018,0.0,544.0,1828.0,29.74302897758338
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Tir 2018,0.0,144.0,425.0,33.80281690140845
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Hamle 2017,0.0,357.0,901.0,39.57871396895787
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Hidar 2018,0.0,619.0,1582.0,39.10296904611497
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Meskerem 2018,0.0,206.0,911.0,22.587719298245617
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Nehase 2017,0.0,210.0,878.0,23.890784982935152
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Tahesas 2018,0.0,538.0,1018.0,52.79685966633954
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Tikemet 2018,0.0,467.0,1134.0,41.14537444933921
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Tir 2018,0.0,314.0,797.0,39.34837092731829
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Hamle 2017,0.0,10.0,145.0,6.8493150684931505
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Hidar 2018,11.0,60.0,239.0,25.0
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Meskerem 2018,0.0,45.0,214.0,20.930232558139537
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Nehase 2017,0.0,11.0,88.0,12.359550561797752
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Tahesas 2018,0.0,35.0,210.0,16.587677725118482
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Tikemet 2018,0.0,119.0,368.0,32.24932249322493
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Tir 2018,0.0,0.0,26.0,0.0
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Hamle 2017,0.0,220.0,590.0,37.22504230118444
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Hidar 2018,0.0,401.0,778.0,51.47625160462132
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Meskerem 2018,0.0,258.0,562.0,45.825932504440495
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Nehase 2017,0.0,221.0,515.0,42.82945736434108
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Tahesas 2018,0.0,342.0,760.0,44.940867279894874
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Tikemet 2018,12.0,305.0,991.0,30.74596774193548
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Tir 2018,0.0,132.0,353.0,37.28813559322034
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Hamle 2017,0.0,424.0,866.0,48.904267589388695
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Hidar 2018,115.0,556.0,1246.0,44.58700882117081
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Meskerem 2018,0.0,380.0,546.0,69.46983546617916
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Nehase 2017,0.0,167.0,443.0,37.61261261261261
