orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Megabit 2017,10.0,129.0,682.0,18.887262079062957
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Meskerem 2017,2.0,182.0,580.0,31.32530120481928
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Miazia 2017,2.0,214.0,763.0,28.01047120418848
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Nehase 2016,8.0,138.0,464.0,29.677419354838708
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Sene 2017,4.0,257.0,905.0,28.36644591611479
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Tahesas 2017,23.0,613.0,1408.0,43.50603264726757
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Tikemet 2017,7.0,637.0,1599.0,39.8125
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Tir 2017,9.0,267.0,849.0,31.411764705882355
Central Ethiopian Region,Gurage Zone,Ezha Woreda,Zmnvr7150Zf,Yekatit 2017,9.0,177.0,728.0,24.279835390946502
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Ginbot 2017,0.0,36.0,268.0,13.382899628252787
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Hamle 2016,3.0,35.0,201.0,17.326732673267326
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Hidar 2017,0.0,3.0,164.0,1.8181818181818181
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Megabit 2017,3.0,17.0,250.0,6.772908366533864
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Meskerem 2017,4.0,29.0,203.0,14.215686274509803
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Miazia 2017,3.0,20.0,169.0,11.76470588235294
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Nehase 2016,4.0,19.0,209.0,9.047619047619047
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Sene 2017,4.0,50.0,324.0,15.384615384615385
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Tahesas 2017,0.0,21.0,220.0,9.502262443438914
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Tikemet 2017,8.0,31.0,228.0,13.537117903930133
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Tir 2017,5.0,33.0,449.0,7.333333333333333
Central Ethiopian Region,Gurage Zone,Gedebano Gutazer Welene Woreda,s5w8iKLcwQy,Yekatit 2017,0.0,13.0,267.0,4.850746268656716
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Ginbot 2017,5.0,31.0,105.0,29.245283018867923
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Hamle 2016,0.0,10.0,43.0,22.727272727272727
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Hidar 2017,6.0,40.0,196.0,20.304568527918782
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Megabit 2017,0.0,21.0,115.0,18.103448275862068
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Meskerem 2017,0.0,7.0,57.0,12.068965517241379
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Miazia 2017,0.0,20.0,135.0,14.705882352941178
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Nehase 2016,0.0,5.0,54.0,9.090909090909092
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Sene 2017,0.0,27.0,137.0,19.565217391304348
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Tahesas 2017,7.0,33.0,104.0,31.428571428571427
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Tikemet 2017,2.0,18.0,148.0,12.080536912751679
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Tir 2017,3.0,23.0,93.0,24.46808510638298
Central Ethiopian Region,Gurage Zone,Geta Woreda,VihS2rObiZa,Yekatit 2017,0.0,27.0,103.0,25.961538461538463
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Ginbot 2017,1.0,5.0,51.0,9.615384615384617
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Hamle 2016,1.0,11.0,21.0,50.0
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Hidar 2017,8.0,35.0,144.0,24.137931034482758
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Megabit 2017,1.0,5.0,41.0,11.904761904761903
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Meskerem 2017,4.0,21.0,33.0,61.76470588235294
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Miazia 2017,1.0,9.0,16.0,52.94117647058824
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Nehase 2016,1.0,10.0,24.0,40.0
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Sene 2017,4.0,14.0,100.0,13.861386138613863
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Tahesas 2017,11.0,29.0,94.0,30.526315789473685
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Tikemet 2017,36.0,56.0,154.0,36.12903225806451
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Tir 2017,5.0,13.0,63.0,20.3125
Central Ethiopian Region,Gurage Zone,Gumer Woreda,LAR8dhGbbnn,Yekatit 2017,1.0,8.0,47.0,16.666666666666664
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Ginbot 2017,8.0,88.0,240.0,36.51452282157676
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Hamle 2016,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Hidar 2017,0.0,23.0,46.0,48.93617021276596
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Megabit 2017,3.0,51.0,215.0,23.61111111111111
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Meskerem 2017,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Miazia 2017,21.0,86.0,221.0,38.73873873873874
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Nehase 2016,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Sene 2017,6.0,133.0,241.0,54.958677685950406
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Tahesas 2017,26.0,63.0,214.0,29.30232558139535
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Tikemet 2017,0.0,0.0,0.0,0.0
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Tir 2017,25.0,79.0,224.0,35.11111111111111
Central Ethiopian Region,Gurage Zone,Gunchire Town,A23tT2CDaeD,Yekatit 2017,8.0,50.0,150.0,33.11258278145696
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Ginbot 2017,10.0,49.0,312.0,15.654952076677317
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Hamle 2016,10.0,39.0,275.0,14.130434782608695
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Hidar 2017,27.0,400.0,1493.0,26.77376171352075
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Megabit 2017,6.0,40.0,281.0,14.184397163120568
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Meskerem 2017,9.0,40.0,333.0,11.976047904191617
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Miazia 2017,3.0,80.0,366.0,21.798365122615802
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Nehase 2016,4.0,17.0,294.0,5.762711864406779
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Sene 2017,5.0,78.0,322.0,24.148606811145513
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Tahesas 2017,15.0,355.0,1070.0,33.14659197012138
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Tikemet 2017,5.0,160.0,726.0,22.00825309491059
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Tir 2017,2.0,136.0,583.0,23.28767123287671
Central Ethiopian Region,Gurage Zone,Mihurna Aklil Woreda,TqRUolJSGkd,Yekatit 2017,2.0,98.0,555.0,17.62589928057554
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Ginbot 2017,3.0,890.0,6407.0,13.88888888888889
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Hamle 2016,209.0,745.0,4457.0,16.71152983400628
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Hidar 2017,970.0,4299.0,12199.0,35.23770491803278
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Megabit 2017,162.0,679.0,6689.0,10.149476831091182
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Meskerem 2017,187.0,947.0,6578.0,14.394284845721234
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Miazia 2017,232.0,944.0,6241.0,15.12335789810958
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Nehase 2016,129.0,564.0,4594.0,12.274211099020675
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Sene 2017,0.0,990.0,6499.0,15.230769230769232
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Tahesas 2017,526.0,2917.0,12858.0,22.6845011276149
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Tikemet 2017,587.0,3028.0,10317.0,29.346772630354717
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Tir 2017,271.0,1029.0,10995.0,9.357948344852673
Central Ethiopian Region,Gurage Zone,Wolkite Town,PsI7ByZKleF,Yekatit 2017,152.0,774.0,6953.0,11.130284728213978
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Ginbot 2017,15.0,70.0,184.0,37.83783783783784
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Hamle 2016,2.0,4.0,6.0,57.14285714285714
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Hidar 2017,51.0,507.0,753.0,67.24137931034483
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Megabit 2017,0.0,73.0,70.0,102.8169014084507
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Meskerem 2017,0.0,358.0,468.0,76.33262260127933
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Miazia 2017,25.0,95.0,201.0,47.02970297029702
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Nehase 2016,0.0,26.0,60.0,42.62295081967213
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Sene 2017,0.0,123.0,256.0,47.85992217898833
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Tahesas 2017,9.0,56.0,145.0,38.35616438356164
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Tikemet 2017,14.0,537.0,871.0,61.582568807339456
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Tir 2017,8.0,220.0,288.0,76.12456747404845
Central Ethiopian Region,Hadiya Zone,Ameka Woreda,QZQAbYazSIW,Yekatit 2017,0.0,77.0,141.0,54.22535211267606
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Ginbot 2017,0.0,107.0,739.0,14.45945945945946
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Hamle 2016,0.0,74.0,337.0,21.893491124260358
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Hidar 2017,1.0,220.0,898.0,24.47163515016685
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Megabit 2017,5.0,48.0,246.0,19.4331983805668
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Meskerem 2017,1.0,65.0,349.0,18.571428571428573
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Miazia 2017,4.0,60.0,421.0,14.218009478672986
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Nehase 2016,0.0,21.0,53.0,38.88888888888889
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Sene 2017,1.0,31.0,334.0,9.253731343283581
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Tahesas 2017,0.0,236.0,761.0,30.971128608923888
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Tikemet 2017,5.0,211.0,1238.0,17.029862792574658
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Tir 2017,0.0,76.0,869.0,8.735632183908045
Central Ethiopian Region,Hadiya Zone,Ann Lemo Woreda,GmmAH4hFjwV,Yekatit 2017,8.0,64.0,412.0,15.49636803874092
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Ginbot 2017,0.0,213.0,1106.0,19.241192411924118
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Hamle 2016,8.0,380.0,895.0,42.410714285714285
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Hidar 2017,0.0,602.0,1159.0,51.89655172413793
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Megabit 2017,0.0,406.0,1653.0,24.546553808948005
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Meskerem 2017,0.0,325.0,712.0,45.5820476858345
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Miazia 2017,1.0,234.0,1295.0,18.055555555555554
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Nehase 2016,0.0,321.0,758.0,42.29249011857708
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Sene 2017,0.0,492.0,1620.0,30.351634793337446
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Tahesas 2017,74.0,359.0,1000.0,35.86413586413587
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Tikemet 2017,0.0,551.0,1075.0,51.20817843866171
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Tir 2017,0.0,323.0,729.0,44.24657534246575
Central Ethiopian Region,Hadiya Zone,Bonosha Town Administration,D5MqqvaptCq,Yekatit 2017,86.0,358.0,1036.0,34.52266152362584
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Ginbot 2017,11.0,20.0,23.0,83.33333333333334
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Hamle 2016,0.0,0.0,5.0,0.0
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Hidar 2017,42.0,131.0,695.0,18.82183908045977
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Megabit 2017,0.0,14.0,66.0,20.8955223880597
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Meskerem 2017,6.0,45.0,93.0,47.87234042553192
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Miazia 2017,0.0,18.0,58.0,30.508474576271187
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Nehase 2016,0.0,0.0,0.0,0.0
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Sene 2017,0.0,26.0,85.0,30.23255813953488
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Tahesas 2017,7.0,54.0,220.0,24.43438914027149
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Tikemet 2017,0.0,43.0,145.0,29.45205479452055
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Tir 2017,14.0,14.0,56.0,24.561403508771928
Central Ethiopian Region,Hadiya Zone,Duna Woreda,Bmud302Vb9P,Yekatit 2017,5.0,5.0,56.0,8.771929824561402
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Ginbot 2017,0.0,814.0,1770.0,45.962732919254655
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Hamle 2016,0.0,875.0,1709.0,51.16959064327485
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Hidar 2017,0.0,1485.0,2701.0,54.959289415247966
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Megabit 2017,0.0,536.0,1253.0,42.74322169059011
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Meskerem 2017,50.0,808.0,1584.0,50.97791798107255
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Miazia 2017,16.0,547.0,1165.0,46.912521440823326
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Nehase 2016,0.0,423.0,939.0,45.0
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Sene 2017,0.0,1083.0,1814.0,59.6694214876033
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Tahesas 2017,0.0,1198.0,1945.0,61.56217882836587
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Tikemet 2017,0.0,2323.0,4122.0,56.34246907591559
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Tir 2017,0.0,460.0,831.0,55.28846153846154
Central Ethiopian Region,Hadiya Zone,East Badawacho Woreda,tY8nm2dNCHv,Yekatit 2017,0.0,596.0,1099.0,54.18181818181819
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Ginbot 2017,0.0,36.0,286.0,12.543554006968641
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Hamle 2016,0.0,38.0,147.0,25.675675675675674
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Hidar 2017,0.0,141.0,445.0,31.614349775784756
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Megabit 2017,0.0,18.0,177.0,10.112359550561797
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Meskerem 2017,1.0,69.0,344.0,20.0
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Miazia 2017,0.0,23.0,266.0,8.614232209737828
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Nehase 2016,0.0,66.0,230.0,28.57142857142857
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Sene 2017,0.0,13.0,152.0,8.49673202614379
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Tahesas 2017,0.0,38.0,168.0,22.485207100591715
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Tikemet 2017,11.0,110.0,508.0,21.611001964636543
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Tir 2017,0.0,33.0,132.0,24.81203007518797
Central Ethiopian Region,Hadiya Zone,Fonko Town Administration,Y0wswfIYENu,Yekatit 2017,0.0,33.0,175.0,18.75
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Ginbot 2017,0.0,283.0,339.0,83.23529411764706
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Hamle 2016,0.0,2591.0,2892.0,89.56100933287246
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Hidar 2017,0.0,1195.0,1574.0,75.87301587301587
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Megabit 2017,0.0,172.0,271.0,63.23529411764706
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Meskerem 2017,0.0,1931.0,2416.0,79.89242863053371
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Miazia 2017,0.0,187.0,256.0,72.76264591439688
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Nehase 2016,0.0,1527.0,1961.0,77.82874617737004
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Sene 2017,0.0,306.0,370.0,82.47978436657682
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Tahesas 2017,0.0,2386.0,2714.0,87.88213627992634
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Tikemet 2017,0.0,2322.0,3245.0,71.53419593345656
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Tir 2017,0.0,313.0,383.0,81.51041666666666
Central Ethiopian Region,Hadiya Zone,Gibe Woreda,Zf3pz5ChgnZ,Yekatit 2017,0.0,70.0,131.0,53.03030303030303
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Ginbot 2017,0.0,352.0,1498.0,23.482321547698465
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Hamle 2016,0.0,295.0,531.0,55.45112781954887
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Hidar 2017,0.0,785.0,3109.0,25.241157556270092
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Megabit 2017,0.0,380.0,1332.0,28.507126781695426
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Meskerem 2017,0.0,224.0,810.0,27.62022194821208
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Miazia 2017,0.0,765.0,1533.0,49.869621903520205
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Nehase 2016,0.0,643.0,2279.0,28.20175438596491
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Sene 2017,93.0,174.0,682.0,25.47584187408492
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Tahesas 2017,0.0,598.0,1232.0,48.499594484995946
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Tikemet 2017,0.0,973.0,2466.0,39.44061613295501
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Tir 2017,98.0,665.0,2306.0,28.82531426094495
Central Ethiopian Region,Hadiya Zone,Gimbichau Town Administration,vnsgJhvJHMH,Yekatit 2017,0.0,379.0,1662.0,22.79013830426939
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Ginbot 2017,0.0,205.0,326.0,62.69113149847095
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Hamle 2016,0.0,134.0,627.0,21.337579617834397
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Hidar 2017,0.0,2160.0,3357.0,64.32400238237047
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Megabit 2017,0.0,616.0,1079.0,57.03703703703704
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Meskerem 2017,0.0,279.0,605.0,46.03960396039604
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Miazia 2017,0.0,429.0,698.0,61.37339055793991
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Nehase 2016,0.0,96.0,439.0,21.818181818181817
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Sene 2017,0.0,399.0,551.0,72.28260869565217
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Tahesas 2017,25.0,2047.0,2686.0,76.18161518422032
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Tikemet 2017,0.0,2476.0,4823.0,51.326699834162525
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Tir 2017,0.0,621.0,1176.0,52.76125743415463
Central Ethiopian Region,Hadiya Zone,Gombora Woreda,QP1epuSNQmU,Yekatit 2017,0.0,345.0,729.0,47.26027397260274
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Ginbot 2017,0.0,115.0,400.0,28.6783042394015
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Hamle 2016,10.0,92.0,196.0,46.7005076142132
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Hidar 2017,0.0,440.0,901.0,48.78048780487805
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Megabit 2017,0.0,109.0,496.0,21.93158953722334
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Meskerem 2017,0.0,148.0,363.0,40.65934065934066
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Miazia 2017,1.0,62.0,208.0,29.665071770334926
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Nehase 2016,0.0,52.0,220.0,23.52941176470588
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Sene 2017,0.0,97.0,328.0,29.48328267477204
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Tahesas 2017,0.0,5.0,18.0,26.31578947368421
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Tikemet 2017,0.0,502.0,1132.0,44.3071491615181
