orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate
Benishangul Gumuz Region,Assosa Zone,Bambasi Woreda,ZLD6FogwiZ7,Tir 2015,20.0,422.0,1561.0,27.01664532650448
Benishangul Gumuz Region,Assosa Zone,Bambasi Woreda,ZLD6FogwiZ7,Yekatit 2015,19.0,558.0,2235.0,24.955277280858677
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Ginbot 2015,0.0,825.0,1584.0,52.05047318611987
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Hamle 2014,0.0,353.0,732.0,48.158253751705324
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Hidar 2015,0.0,870.0,1310.0,66.36155606407323
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Megabit 2015,0.0,563.0,1040.0,54.082612872238236
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Meskerem 2015,0.0,508.0,1101.0,46.098003629764065
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Miazia 2015,4.0,436.0,995.0,43.77510040160642
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Nehase 2014,4.0,759.0,1560.0,48.622677770659834
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Sene 2015,40.0,1325.0,2058.0,64.35162700339971
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Tahesas 2015,6.0,881.0,1593.0,55.269761606022584
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Tikemet 2015,0.0,874.0,1969.0,44.36548223350254
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Tir 2015,0.0,539.0,1125.0,47.86856127886323
Benishangul Gumuz Region,Assosa Zone,Buldigilu Woreda,xuTQbyb8xRz,Yekatit 2015,0.0,528.0,1074.0,49.116279069767444
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Ginbot 2015,0.0,61.0,355.0,17.134831460674157
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Hamle 2014,0.0,170.0,577.0,29.411764705882355
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Hidar 2015,0.0,314.0,974.0,32.205128205128204
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Megabit 2015,0.0,57.0,451.0,12.610619469026549
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Meskerem 2015,0.0,204.0,696.0,29.268292682926827
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Miazia 2015,0.0,71.0,486.0,14.579055441478438
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Nehase 2014,0.0,189.0,561.0,33.629893238434164
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Sene 2015,0.0,202.0,447.0,45.089285714285715
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Tahesas 2015,0.0,309.0,858.0,35.9720605355064
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Tikemet 2015,0.0,281.0,701.0,40.028490028490026
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Tir 2015,11.0,113.0,685.0,16.472303206997086
Benishangul Gumuz Region,Assosa Zone,Homosha Woreda,kgBlG4fKlZo,Yekatit 2015,1.0,72.0,717.0,10.027855153203342
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Ginbot 2015,1.0,133.0,507.0,26.181102362204722
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Hamle 2014,69.0,166.0,625.0,26.517571884984026
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Hidar 2015,39.0,630.0,1354.0,46.494464944649444
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Megabit 2015,8.0,120.0,285.0,41.95804195804196
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Meskerem 2015,333.0,353.0,636.0,55.416012558869696
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Miazia 2015,0.0,157.0,271.0,57.720588235294116
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Nehase 2014,31.0,208.0,871.0,23.853211009174313
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Sene 2015,0.0,129.0,178.0,72.06703910614524
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Tahesas 2015,0.0,538.0,833.0,64.5083932853717
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Tikemet 2015,1018.0,510.0,948.0,53.74077976817703
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Tir 2015,1.0,239.0,633.0,37.69716088328076
Benishangul Gumuz Region,Assosa Zone,Kurmuk Woreda,nJaiZthgQA5,Yekatit 2015,541.0,207.0,608.0,33.99014778325123
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Ginbot 2015,0.0,512.0,1548.0,33.05358295674628
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Hamle 2014,0.0,195.0,1136.0,17.150395778364118
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Hidar 2015,0.0,560.0,1908.0,29.334730225248823
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Megabit 2015,0.0,138.0,1240.0,11.120064464141821
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Meskerem 2015,0.0,305.0,1542.0,19.766688269604664
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Miazia 2015,0.0,210.0,1101.0,19.056261343012704
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Nehase 2014,0.0,238.0,1062.0,22.389463781749765
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Sene 2015,0.0,1726.0,2563.0,67.31669266770672
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Tahesas 2015,0.0,772.0,2007.0,38.44621513944223
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Tikemet 2015,0.0,407.0,1583.0,25.694444444444443
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Tir 2015,0.0,330.0,1402.0,23.521026372059872
Benishangul Gumuz Region,Assosa Zone,Menge Woreda,Ykrele0s8yJ,Yekatit 2015,0.0,251.0,1343.0,18.675595238095237
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Ginbot 2015,1.0,344.0,741.0,46.36118598382749
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Hamle 2014,0.0,1228.0,2483.0,49.43639291465378
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Hidar 2015,0.0,939.0,2913.0,32.22374742621826
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Megabit 2015,0.0,597.0,1517.0,39.32806324110672
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Meskerem 2015,0.0,486.0,1244.0,39.036144578313255
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Miazia 2015,18.0,525.0,1026.0,51.11976630963972
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Nehase 2014,0.0,1208.0,3099.0,38.96774193548387
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Sene 2015,1.0,830.0,1769.0,46.89265536723164
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Tahesas 2015,0.0,1475.0,2479.0,59.4758064516129
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Tikemet 2015,0.0,1175.0,2764.0,42.495479204339965
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Tir 2015,60.0,679.0,1513.0,44.84808454425363
Benishangul Gumuz Region,Assosa Zone,Sherkole Woreda,tnCzWp7vVqL,Yekatit 2015,0.0,535.0,1139.0,46.92982456140351
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Ginbot 2015,0.0,265.0,579.0,45.689655172413794
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Hamle 2014,0.0,119.0,327.0,36.28048780487805
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Hidar 2015,0.0,221.0,393.0,56.09137055837563
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Megabit 2015,0.0,292.0,508.0,57.36738703339882
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Meskerem 2015,0.0,158.0,545.0,28.93772893772894
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Miazia 2015,0.0,232.0,542.0,42.7255985267035
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Nehase 2014,0.0,153.0,390.0,39.130434782608695
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Sene 2015,0.0,390.0,744.0,52.348993288590606
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Tahesas 2015,0.0,200.0,302.0,66.006600660066
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Tikemet 2015,0.0,205.0,585.0,34.98293515358362
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Tir 2015,0.0,177.0,404.0,43.7037037037037
Benishangul Gumuz Region,Assosa Zone,Undulu Woreda,PljKsV82lUT,Yekatit 2015,0.0,252.0,436.0,57.66590389016019
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Ginbot 2015,15.0,367.0,1008.0,36.37264618434094
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Hamle 2014,1.0,308.0,987.0,31.17408906882591
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Hidar 2015,27.0,512.0,1457.0,35.11659807956104
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Megabit 2015,1.0,145.0,875.0,16.552511415525114
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Meskerem 2015,1.0,265.0,1068.0,24.78952291861553
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Miazia 2015,1.0,217.0,923.0,23.484848484848484
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Nehase 2014,0.0,343.0,1090.0,31.439046746104495
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Sene 2015,0.0,709.0,1735.0,40.84101382488479
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Tahesas 2015,10.0,673.0,1358.0,49.521707137601176
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Tikemet 2015,2.0,350.0,1157.0,30.22452504317789
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Tir 2015,0.0,327.0,838.0,38.97497020262217
Benishangul Gumuz Region,Assosa Zone,Ura Woreda,U6OI91JNxpU,Yekatit 2015,0.0,202.0,919.0,21.956521739130437
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Ginbot 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Hamle 2014,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Hidar 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Megabit 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Meskerem 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Miazia 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Nehase 2014,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Sene 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Tahesas 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Tikemet 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Tir 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Gilgelbeles Town,Gilgelbeles Town,Z64erTlWVQ0,Yekatit 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Ginbot 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Hamle 2014,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Hidar 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Megabit 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Meskerem 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Miazia 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Nehase 2014,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Sene 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Tahesas 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Tikemet 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Tir 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Town,Kamashi Town,WbUGWR4WLqA,Yekatit 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Ginbot 2015,8.0,52.0,62.0,82.53968253968253
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Hamle 2014,0.0,159.0,227.0,69.73684210526315
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Hidar 2015,0.0,391.0,865.0,45.15011547344111
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Megabit 2015,0.0,163.0,298.0,54.515050167224075
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Meskerem 2015,0.0,377.0,572.0,65.79406631762653
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Miazia 2015,0.0,69.0,107.0,63.888888888888886
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Nehase 2014,0.0,287.0,412.0,69.49152542372882
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Sene 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Tahesas 2015,0.0,0.0,675.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Tikemet 2015,0.0,51.0,68.0,73.91304347826086
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Tir 2015,0.0,363.0,417.0,86.8421052631579
Benishangul Gumuz Region,Kamashi Zone,Dambe Woreda,dMUGR7n4B85,Yekatit 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Ginbot 2015,3.0,374.0,571.0,65.38461538461539
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Hamle 2014,0.0,368.0,618.0,59.45072697899838
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Hidar 2015,91.0,534.0,1081.0,49.35304990757856
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Megabit 2015,0.0,377.0,831.0,45.3125
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Meskerem 2015,82.0,637.0,1335.0,47.67964071856288
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Miazia 2015,0.0,468.0,935.0,50.0
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Nehase 2014,72.0,560.0,1091.0,51.28205128205128
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Sene 2015,0.0,113.0,181.0,62.08791208791209
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Tahesas 2015,0.0,374.0,877.0,42.59681093394077
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Tikemet 2015,0.0,502.0,1054.0,47.58293838862559
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Tir 2015,0.0,814.0,1635.0,49.75550122249388
Benishangul Gumuz Region,Kamashi Zone,Kamashi Woreda,AFud7NpW9jF,Yekatit 2015,0.0,225.0,424.0,52.94117647058824
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Ginbot 2015,0.0,33.0,38.0,84.61538461538461
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Hamle 2014,0.0,198.0,254.0,77.64705882352942
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Hidar 2015,0.0,94.0,123.0,75.80645161290323
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Megabit 2015,0.0,96.0,97.0,97.95918367346938
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Meskerem 2015,0.0,259.0,394.0,65.56962025316456
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Miazia 2015,0.0,146.0,420.0,34.679334916864605
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Nehase 2014,0.0,181.0,299.0,60.333333333333336
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Sene 2015,0.0,366.0,564.0,64.7787610619469
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Tahesas 2015,0.0,276.0,451.0,61.06194690265486
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Tikemet 2015,0.0,205.0,452.0,45.253863134657834
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Tir 2015,0.0,116.0,136.0,84.67153284671532
Benishangul Gumuz Region,Kamashi Zone,Mizhiga Woreda,ohu7LTt8Gss,Yekatit 2015,0.0,115.0,279.0,41.07142857142857
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Ginbot 2015,12.0,106.0,202.0,52.21674876847291
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Hamle 2014,577.0,379.0,446.0,84.78747203579418
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Hidar 2015,4005.0,2632.0,2955.0,89.03924221921515
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Megabit 2015,0.0,0.0,361.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Meskerem 2015,357.0,233.0,278.0,83.51254480286738
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Miazia 2015,323.0,249.0,764.0,32.549019607843135
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Nehase 2014,0.0,331.0,385.0,85.75129533678756
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Sene 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Tahesas 2015,1269.0,833.0,951.0,87.5
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Tikemet 2015,1029.0,689.0,2090.0,32.950741272118606
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Tir 2015,0.0,0.0,689.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Sedal Woreda,auZvxxqRqfh,Yekatit 2015,220.0,389.0,505.0,76.87747035573122
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Ginbot 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Hamle 2014,0.0,163.0,211.0,76.88679245283019
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Hidar 2015,0.0,53.0,78.0,67.08860759493672
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Megabit 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Meskerem 2015,0.0,351.0,515.0,68.02325581395348
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Miazia 2015,0.0,0.0,0.0,0.0
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Nehase 2014,0.0,236.0,457.0,51.52838427947598
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Sene 2015,80.0,79.0,107.0,73.14814814814815
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Tahesas 2015,0.0,136.0,201.0,67.32673267326733
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Tikemet 2015,0.0,123.0,180.0,67.95580110497238
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Tir 2015,0.0,22.0,25.0,84.61538461538461
Benishangul Gumuz Region,Kamashi Zone,Zay Woreda,sAHGGCqecSH,Yekatit 2015,0.0,83.0,97.0,84.6938775510204
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Ginbot 2015,0.0,480.0,1048.0,45.7578646329838
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Hamle 2014,1.0,267.0,627.0,42.51592356687898
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Hidar 2015,0.0,1000.0,1410.0,70.87172218284904
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Megabit 2015,0.0,510.0,1016.0,50.14749262536873
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Meskerem 2015,0.0,562.0,746.0,75.2342704149933
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Miazia 2015,0.0,398.0,942.0,42.20572640509014
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Nehase 2014,0.0,293.0,480.0,60.91476091476091
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Sene 2015,0.0,782.0,1129.0,69.20353982300885
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Tahesas 2015,0.0,1121.0,2070.0,54.12844036697248
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Tikemet 2015,1.0,1307.0,2213.0,59.033423667570005
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Tir 2015,1.0,618.0,1218.0,50.69729286300246
Benishangul Gumuz Region,Mao Komo Zone,Mao Komo Zone,OUK781pCgYt,Yekatit 2015,0.0,503.0,842.0,59.66785290628707
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Ginbot 2015,0.0,184.0,875.0,21.00456621004566
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Hamle 2014,0.0,812.0,1509.0,53.77483443708609
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Hidar 2015,0.0,243.0,744.0,32.61744966442953
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Megabit 2015,22.0,142.0,887.0,15.99099099099099
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Meskerem 2015,0.0,419.0,1173.0,35.689948892674614
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Miazia 2015,0.0,121.0,735.0,16.440217391304348
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Nehase 2014,0.0,466.0,1172.0,39.727195225916454
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Sene 2015,0.0,1438.0,2887.0,49.792243767313025
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Tahesas 2015,0.0,271.0,876.0,30.90079817559863
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Tikemet 2015,0.0,364.0,1020.0,35.6513222331048
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Tir 2015,19.0,217.0,670.0,32.3397913561848
Benishangul Gumuz Region,Metekel Zone,Bulen Woreda,gu95lkxSNlc,Yekatit 2015,0.0,132.0,595.0,22.14765100671141
Benishangul Gumuz Region,Metekel Zone,Dangur Woreda,Z17gUWoHCBW,Ginbot 2015,0.0,270.0,621.0,43.40836012861736
Benishangul Gumuz Region,Metekel Zone,Dangur Woreda,Z17gUWoHCBW,Hamle 2014,0.0,652.0,2126.0,30.6535025858016
Benishangul Gumuz Region,Metekel Zone,Dangur Woreda,Z17gUWoHCBW,Hidar 2015,0.0,528.0,1477.0,35.72395128552097
Benishangul Gumuz Region,Metekel Zone,Dangur Woreda,Z17gUWoHCBW,Megabit 2015,0.0,105.0,562.0,18.650088809946713
