orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate,Period_Gregorian_start,Period_Gregorian_end,Period
Addis Ababa City Administration,Arada Sub City,Arada Sub City,ZDlhLE4uVcy,Yekatit 2016,1.0,42.0,253.0,16.535433070866144,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Ginbot 2016,12.0,82.0,875.0,9.360730593607306,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Hamle 2015,15.0,72.0,450.0,15.96452328159645,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Hidar 2016,4.0,93.0,680.0,13.656387665198238,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Megabit 2016,15.0,65.0,475.0,13.655462184873947,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Meskerem 2016,4.0,63.0,567.0,11.091549295774648,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Miazia 2016,18.0,77.0,485.0,15.843621399176955,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Nehase 2015,14.0,52.0,467.0,11.11111111111111,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Sene 2016,10.0,147.0,643.0,22.82608695652174,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tahesas 2016,9.0,57.0,459.0,12.391304347826088,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tikemet 2016,17.0,74.0,629.0,11.746031746031743,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tir 2016,13.0,73.0,442.0,16.478555304740404,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Yekatit 2016,23.0,77.0,461.0,16.666666666666664,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Ginbot 2016,10.0,45.0,226.0,19.823788546255507,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Hamle 2015,7.0,40.0,184.0,21.62162162162162,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Hidar 2016,5.0,44.0,205.0,21.35922330097087,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Megabit 2016,11.0,35.0,160.0,21.73913043478261,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Meskerem 2016,4.0,36.0,170.0,21.052631578947366,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Miazia 2016,0.0,25.0,147.0,16.89189189189189,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Nehase 2015,35.0,41.0,199.0,20.5,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Sene 2016,24.0,76.0,237.0,31.932773109243698,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tahesas 2016,8.0,31.0,162.0,19.018404907975462,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tikemet 2016,4.0,39.0,203.0,19.11764705882353,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tir 2016,15.0,49.0,134.0,36.2962962962963,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Yekatit 2016,17.0,42.0,190.0,21.98952879581152,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Ginbot 2016,0.0,70.0,712.0,9.817671809256662,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Hamle 2015,3.0,111.0,643.0,17.236024844720497,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Hidar 2016,1.0,57.0,641.0,8.878504672897195,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Megabit 2016,0.0,59.0,886.0,6.6516347237880495,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Meskerem 2016,42.0,70.0,431.0,16.203703703703702,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Miazia 2016,0.0,58.0,781.0,7.41687979539642,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Nehase 2015,4.0,87.0,733.0,11.852861035422343,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Sene 2016,3.0,106.0,992.0,10.67472306143001,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tahesas 2016,0.0,56.0,715.0,7.82122905027933,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tikemet 2016,4.0,50.0,567.0,8.80281690140845,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tir 2016,1.0,74.0,687.0,10.755813953488373,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Yekatit 2016,0.0,78.0,705.0,11.048158640226628,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Ginbot 2016,2.0,82.0,526.0,15.55977229601518,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Hamle 2015,0.0,30.0,276.0,10.830324909747292,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Hidar 2016,0.0,48.0,378.0,12.66490765171504,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Megabit 2016,2.0,35.0,430.0,8.120649651972158,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Meskerem 2016,0.0,50.0,367.0,13.586956521739127,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Miazia 2016,5.0,47.0,435.0,10.77981651376147,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Nehase 2015,7.0,49.0,372.0,13.136729222520108,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Sene 2016,6.0,133.0,585.0,22.696245733788395,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tahesas 2016,3.0,31.0,418.0,7.398568019093078,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tikemet 2016,3.0,36.0,341.0,10.526315789473683,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tir 2016,3.0,53.0,422.0,12.529550827423169,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Yekatit 2016,2.0,48.0,406.0,11.793611793611792,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Ginbot 2016,12.0,98.0,646.0,15.146831530139105,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Hamle 2015,2.0,169.0,556.0,30.341113105924595,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Hidar 2016,2.0,74.0,575.0,12.84722222222222,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Megabit 2016,18.0,69.0,579.0,11.89655172413793,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Meskerem 2016,0.0,107.0,717.0,14.9025069637883,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Miazia 2016,7.0,80.0,567.0,14.084507042253522,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Nehase 2015,10.0,106.0,554.0,19.0990990990991,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Sene 2016,57.0,155.0,742.0,20.861372812920592,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tahesas 2016,2.0,87.0,562.0,15.452930728241562,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tikemet 2016,2.0,67.0,626.0,10.685805422647528,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tir 2016,2.0,98.0,550.0,17.78584392014519,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Yekatit 2016,15.0,115.0,588.0,19.524617996604416,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Ginbot 2016,1.0,36.0,275.0,13.043478260869565,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hamle 2015,0.0,35.0,313.0,11.146496815286625,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hidar 2016,0.0,22.0,208.0,10.526315789473683,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Megabit 2016,0.0,23.0,215.0,10.648148148148149,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Meskerem 2016,2.0,14.0,163.0,8.536585365853659,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Miazia 2016,37.0,23.0,231.0,9.913793103448276,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Nehase 2015,2.0,14.0,176.0,7.909604519774012,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Sene 2016,0.0,71.0,337.0,21.00591715976331,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tahesas 2016,20.0,16.0,138.0,11.510791366906476,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tikemet 2016,0.0,8.0,156.0,5.095541401273886,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tir 2016,47.0,24.0,226.0,10.572687224669604,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Yekatit 2016,44.0,38.0,237.0,15.966386554621849,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Ginbot 2016,0.0,108.0,505.0,21.34387351778656,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hamle 2015,3.0,40.0,194.0,20.51282051282051,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hidar 2016,0.0,41.0,344.0,11.884057971014492,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Megabit 2016,2.0,46.0,377.0,12.16931216931217,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Meskerem 2016,11.0,55.0,329.0,16.666666666666664,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Miazia 2016,4.0,39.0,364.0,10.684931506849315,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Nehase 2015,0.0,38.0,227.0,16.666666666666664,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Sene 2016,15.0,138.0,493.0,27.93522267206478,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tahesas 2016,0.0,51.0,362.0,14.049586776859504,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tikemet 2016,4.0,58.0,381.0,15.18324607329843,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tir 2016,0.0,55.0,333.0,16.46706586826347,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Yekatit 2016,4.0,83.0,401.0,20.64676616915423,2024-02-09,2024-03-09,2024 Feb
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Ginbot 2016,6.0,55.0,378.0,14.511873350923482,2024-05-09,2024-06-07,2024 May
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hamle 2015,1.0,57.0,360.0,15.789473684210526,2023-07-08,2023-08-06,2023 Jul
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hidar 2016,7.0,70.0,547.0,12.773722627737229,2023-11-11,2023-12-10,2023 Nov
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Megabit 2016,2.0,60.0,508.0,11.787819253438114,2024-03-10,2024-04-08,2024 Mar
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Meskerem 2016,3.0,57.0,419.0,13.571428571428571,2023-09-12,2023-10-11,2023 Sept
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Miazia 2016,1.0,42.0,283.0,14.788732394366196,2024-04-09,2024-05-08,2024 Apr
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Nehase 2015,6.0,53.0,370.0,14.285714285714285,2023-08-07,2023-09-05,2023 Aug
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Sene 2016,7.0,116.0,540.0,21.441774491682068,2024-06-08,2024-07-07,2024 Jun
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tahesas 2016,0.0,82.0,483.0,16.94214876033058,2023-12-11,2024-01-09,2023 Dec
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tikemet 2016,2.0,65.0,503.0,12.8968253968254,2023-10-12,2023-11-10,2023 Oct
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tir 2016,0.0,73.0,451.0,16.150442477876105,2024-01-10,2024-02-08,2024 Jan
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Yekatit 2016,0.0,71.0,460.0,15.40130151843818,2024-02-09,2024-03-09,2024 Feb
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Ginbot 2016,0.0,621.0,1437.0,43.18497913769123,2024-05-09,2024-06-07,2024 May
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hamle 2015,0.0,159.0,297.0,53.355704697986575,2023-07-08,2023-08-06,2023 Jul
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hidar 2016,0.0,180.0,597.0,30.100334448160535,2023-11-11,2023-12-10,2023 Nov
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Megabit 2016,0.0,344.0,823.0,41.74757281553398,2024-03-10,2024-04-08,2024 Mar
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Meskerem 2016,0.0,332.0,1107.0,29.96389891696751,2023-09-12,2023-10-11,2023 Sept
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Miazia 2016,0.0,464.0,1089.0,42.56880733944954,2024-04-09,2024-05-08,2024 Apr
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Nehase 2015,0.0,239.0,804.0,29.689440993788818,2023-08-07,2023-09-05,2023 Aug
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Sene 2016,8.0,363.0,902.0,40.19933554817276,2024-06-08,2024-07-07,2024 Jun
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tahesas 2016,0.0,240.0,813.0,29.484029484029485,2023-12-11,2024-01-09,2023 Dec
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tikemet 2016,1.0,157.0,658.0,23.823975720789075,2023-10-12,2023-11-10,2023 Oct
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tir 2016,0.0,224.0,991.0,22.58064516129032,2024-01-10,2024-02-08,2024 Jan
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Yekatit 2016,2.0,254.0,721.0,35.18005540166205,2024-02-09,2024-03-09,2024 Feb
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Ginbot 2016,2.0,403.0,747.0,53.87700534759359,2024-05-09,2024-06-07,2024 May
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hamle 2015,34.0,400.0,824.0,48.48484848484848,2023-07-08,2023-08-06,2023 Jul
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hidar 2016,30.0,464.0,1061.0,43.69114877589454,2023-11-11,2023-12-10,2023 Nov
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Megabit 2016,10.0,710.0,1170.0,60.63193851409052,2024-03-10,2024-04-08,2024 Mar
