ADM3_PCODE,Eth_Month_Year,Latitude,Longitude,Elevation_m,MaxTemp_C,MinTemp_C,AvgTemp_C,Rainfall_mm,Humidity_pct
ET041402,Tir 2015,6.3655,38.6185,2555.7,19.13,9.13,14.13,19.93934500089256,44.1
ET041402,Yekatit 2015,6.3655,38.6185,2555.7,19.71,9.71,14.71,83.14432264758695,47.6
ET041402,Ginbot 2016,6.3655,38.6185,2555.7,19.15,9.15,14.15,174.06818532198562,85.1
ET041402,Hamle 2015,6.3655,38.6185,2555.7,17.65,7.65,12.65,60.25786605342741,85.3
ET041402,Hidar 2016,6.3655,38.6185,2555.7,18.4,8.4,13.4,114.48840152644767,79.3
ET041402,Megabit 2016,6.3655,38.6185,2555.7,20.48,10.48,15.48,120.91608405437948,65.5
ET041402,Meskerem 2016,6.3655,38.6185,2555.7,18.2,8.2,13.2,182.20070093736,86.9
ET041402,Miazia 2016,6.3655,38.6185,2555.7,19.65,9.65,14.65,244.07823245687723,84.0
ET041402,Nehase 2015,6.3655,38.6185,2555.7,17.88,7.88,12.88,83.07265056213598,81.1
ET041402,Sene 2016,6.3655,38.6185,2555.7,18.27,8.27,13.27,82.23793565100667,84.5
ET041402,Tahesas 2016,6.3655,38.6185,2555.7,18.89,8.89,13.89,25.36950978925151,67.2
ET041402,Tikemet 2016,6.3655,38.6185,2555.7,18.22,8.22,13.22,194.01763727878583,86.6
ET041402,Tir 2016,6.3655,38.6185,2555.7,19.89,9.89,14.89,43.64738108713095,61.1
ET041402,Yekatit 2016,6.3655,38.6185,2555.7,20.85,10.85,15.85,54.91697464413585,55.0
ET041402,Ginbot 2017,6.3655,38.6185,2555.7,18.34,8.34,13.34,164.61216268341173,84.7
ET041402,Hamle 2016,6.3655,38.6185,2555.7,18.08,8.08,13.08,163.62669795866935,88.1
ET041402,Hidar 2017,6.3655,38.6185,2555.7,18.06,8.06,13.06,28.367150022445184,71.2
ET041402,Megabit 2017,6.3655,38.6185,2555.7,19.73,9.73,14.73,118.10161258820564,66.5
ET041402,Meskerem 2017,6.3655,38.6185,2555.7,17.89,7.89,12.89,148.46202046931003,86.3
ET041402,Miazia 2017,6.3655,38.6185,2555.7,19.0,9.0,14.0,156.33889742943546,78.8
ET041402,Nehase 2016,6.3655,38.6185,2555.7,17.78,7.78,12.78,166.5746351891521,87.9
ET041402,Sene 2017,6.3655,38.6185,2555.7,17.72,7.72,12.72,106.14980493251568,84.9
ET041402,Tahesas 2017,6.3655,38.6185,2555.7,18.65,8.65,13.65,8.593485547137517,54.2
ET041402,Tikemet 2017,6.3655,38.6185,2555.7,17.83,7.83,12.83,144.460505843624,86.3
ET041402,Tir 2017,6.3655,38.6185,2555.7,19.48,9.48,14.48,14.525970926592429,47.1
ET041402,Yekatit 2017,6.3655,38.6185,2555.7,20.14,10.14,15.14,43.565799368581466,47.9
ET041402,Hamle 2017,6.3655,38.6185,2555.7,17.49,7.49,12.49,107.48946572580644,88.4
ET041402,Hidar 2018,6.3655,38.6185,2555.7,18.1,8.1,13.1,42.254963208270325,66.3
ET041402,Meskerem 2018,6.3655,38.6185,2555.7,17.64,7.64,12.64,179.26207297267024,86.3
ET041402,Nehase 2017,6.3655,38.6185,2555.7,17.37,7.37,12.37,206.98215078265008,87.9
ET041402,Tahesas 2018,6.3655,38.6185,2555.7,18.84,8.84,13.84,36.29801274781587,58.4
ET041402,Tikemet 2018,6.3655,38.6185,2555.7,17.54,7.54,12.54,132.39416956747732,81.5
ET041402,Tir 2018,6.3655,38.6185,2555.7,19.46,9.46,14.46,21.572520971810945,48.5
ET041403,Ginbot 2014,5.9533,38.9983,1769.0,23.35,13.35,18.35,83.67966286279822,77.1
ET041403,Hamle 2013,5.9533,38.9983,1769.0,21.75,11.75,16.75,41.70448903729839,76.7
ET041403,Hidar 2014,5.9533,38.9983,1769.0,24.39,14.39,19.39,38.08470729704826,57.2
ET041403,Megabit 2014,5.9533,38.9983,1769.0,26.7,16.7,21.7,84.44948832850302,46.8
ET041403,Meskerem 2014,5.9533,38.9983,1769.0,23.62,13.62,18.62,94.86383752310148,72.0
ET041403,Miazia 2014,5.9533,38.9983,1769.0,24.69,14.69,19.69,160.50324525894658,69.5
ET041403,Nehase 2013,5.9533,38.9983,1769.0,23.17,13.17,18.17,62.9641362015919,69.3
ET041403,Sene 2014,5.9533,38.9983,1769.0,22.02,12.02,17.02,28.765103717106648,74.8
ET041403,Tahesas 2014,5.9533,38.9983,1769.0,25.43,15.43,20.43,14.335301060830393,42.6
ET041403,Tikemet 2014,5.9533,38.9983,1769.0,23.66,13.66,18.66,108.01681941863028,71.0
ET041403,Tir 2014,5.9533,38.9983,1769.0,26.62,16.62,21.62,25.581764713410408,35.7
ET041403,Yekatit 2014,5.9533,38.9983,1769.0,27.63,17.63,22.63,23.63116932530557,34.5
ET041403,Ginbot 2015,5.9533,38.9983,1769.0,23.56,13.56,18.56,136.48520235779466,80.7
ET041403,Hamle 2014,5.9533,38.9983,1769.0,21.73,11.73,16.73,26.560042448966733,74.1
ET041403,Hidar 2015,5.9533,38.9983,1769.0,23.68,13.68,18.68,35.69927755048197,62.9
ET041403,Megabit 2015,5.9533,38.9983,1769.0,24.79,14.79,19.79,186.6906863764281,65.0
ET041403,Meskerem 2015,5.9533,38.9983,1769.0,23.73,13.73,18.73,124.84292648479504,68.8
ET041403,Miazia 2015,5.9533,38.9983,1769.0,23.99,13.99,18.99,222.0583520245295,78.1
ET041403,Nehase 2014,5.9533,38.9983,1769.0,22.93,12.93,17.93,50.43100750010501,68.4
ET041403,Sene 2015,5.9533,38.9983,1769.0,23.16,13.16,18.16,33.284092627084384,77.0
ET041403,Tahesas 2015,5.9533,38.9983,1769.0,25.0,15.0,20.0,11.308544134324595,45.4
ET041403,Tikemet 2015,5.9533,38.9983,1769.0,22.92,12.92,17.92,129.3101599613313,76.7
ET041403,Tir 2015,5.9533,38.9983,1769.0,25.81,15.81,20.81,9.53823368933893,35.8
ET041403,Yekatit 2015,5.9533,38.9983,1769.0,26.34,16.34,21.34,56.43378823803317,38.5
ET041403,Ginbot 2016,5.9533,38.9983,1769.0,24.0,14.0,19.0,169.6291336092385,81.7
ET041403,Hamle 2015,5.9533,38.9983,1769.0,22.41,12.41,17.41,22.00351838142641,75.8
ET041403,Hidar 2016,5.9533,38.9983,1769.0,23.53,13.53,18.53,79.55442800214213,75.7
ET041403,Megabit 2016,5.9533,38.9983,1769.0,27.17,17.17,22.17,156.2543885721186,55.9
ET041403,Meskerem 2016,5.9533,38.9983,1769.0,24.18,14.18,19.18,143.6278134188088,74.6
ET041403,Miazia 2016,5.9533,38.9983,1769.0,24.71,14.71,19.71,323.01123524655577,81.9
ET041403,Nehase 2015,5.9533,38.9983,1769.0,23.67,13.67,18.67,43.888735732211856,66.8
ET041403,Sene 2016,5.9533,38.9983,1769.0,23.31,13.31,18.31,32.188193287182884,76.4
ET041403,Tahesas 2016,5.9533,38.9983,1769.0,24.69,14.69,19.69,12.22852049796812,60.4
ET041403,Tikemet 2016,5.9533,38.9983,1769.0,23.21,13.21,18.21,145.47461252520162,85.0
ET041403,Tir 2016,5.9533,38.9983,1769.0,26.63,16.63,21.63,16.387043617935944,50.0
ET041403,Yekatit 2016,5.9533,38.9983,1769.0,27.98,17.98,22.98,37.85445679355914,43.6
ET041403,Ginbot 2017,5.9533,38.9983,1769.0,23.44,13.44,18.44,132.0366041384461,80.4
ET041403,Hamle 2016,5.9533,38.9983,1769.0,23.35,13.35,18.35,71.11538558467743,77.6
ET041403,Hidar 2017,5.9533,38.9983,1769.0,23.02,13.02,18.02,21.34594566591324,70.4
ET041403,Megabit 2017,5.9533,38.9983,1769.0,25.62,15.62,20.62,128.77735267557125,61.2
ET041403,Meskerem 2017,5.9533,38.9983,1769.0,23.38,13.38,18.38,110.47679141465052,77.4
ET041403,Miazia 2017,5.9533,38.9983,1769.0,24.15,14.15,19.15,196.0653798093078,77.2
ET041403,Nehase 2016,5.9533,38.9983,1769.0,22.96,12.96,17.96,106.2402620705225,78.3
ET041403,Sene 2017,5.9533,38.9983,1769.0,22.92,12.92,17.92,32.05262896465999,76.3
ET041403,Tahesas 2017,5.9533,38.9983,1769.0,23.72,13.72,18.72,6.9060320946478075,52.3
ET041403,Tikemet 2017,5.9533,38.9983,1769.0,22.85,12.85,17.85,128.48368628717236,83.4
ET041403,Tir 2017,5.9533,38.9983,1769.0,25.16,15.16,20.16,6.918425147764145,43.9
ET041403,Yekatit 2017,5.9533,38.9983,1769.0,25.95,15.95,20.95,35.253853964036516,44.0
ET041403,Hamle 2017,5.9533,38.9983,1769.0,22.78,12.78,17.78,30.75776130922379,75.0
ET041403,Hidar 2018,5.9533,38.9983,1769.0,23.48,13.48,18.48,31.44365445044733,63.9
ET041403,Meskerem 2018,5.9533,38.9983,1769.0,23.77,13.77,18.77,111.5666757234963,72.9
ET041403,Nehase 2017,5.9533,38.9983,1769.0,23.13,13.13,18.13,64.8304683890394,72.4
ET041403,Tahesas 2018,5.9533,38.9983,1769.0,24.71,14.71,19.71,17.431255906628024,53.4
ET041403,Tikemet 2018,5.9533,38.9983,1769.0,22.65,12.65,17.65,138.82162973711564,79.2
ET041403,Tir 2018,5.9533,38.9983,1769.0,25.71,15.71,20.71,9.85929076902328,40.7
ET041404,Ginbot 2014,5.8456,39.2871,1684.0,23.75,13.75,18.75,72.48701544377289,70.0
ET041404,Hamle 2013,5.8456,39.2871,1684.0,22.45,12.45,17.45,27.664711550159897,65.0
ET041404,Hidar 2014,5.8456,39.2871,1684.0,25.69,15.69,20.69,29.227612443866665,43.7
ET041404,Megabit 2014,5.8456,39.2871,1684.0,26.97,16.97,21.97,76.92861498308305,41.3
ET041404,Meskerem 2014,5.8456,39.2871,1684.0,24.83,14.83,19.83,91.50488570923712,57.2
ET041404,Miazia 2014,5.8456,39.2871,1684.0,25.07,15.07,20.07,156.94536391708377,63.9
ET041404,Nehase 2013,5.8456,39.2871,1684.0,24.06,14.06,19.06,41.091192271650215,55.9
ET041404,Sene 2014,5.8456,39.2871,1684.0,22.54,12.54,17.54,20.445748526828133,65.3
ET041404,Tahesas 2014,5.8456,39.2871,1684.0,26.04,16.04,21.04,9.839915274512911,34.7
ET041404,Tikemet 2014,5.8456,39.2871,1684.0,25.09,15.09,20.09,96.26529391652616,55.6
ET041404,Tir 2014,5.8456,39.2871,1684.0,26.87,16.87,21.87,19.56947326660156,29.8
ET041404,Yekatit 2014,5.8456,39.2871,1684.0,27.74,17.74,22.74,19.084885186692897,29.3
ET041404,Ginbot 2015,5.8456,39.2871,1684.0,23.66,13.66,18.66,132.4725389434622,76.3
ET041404,Hamle 2014,5.8456,39.2871,1684.0,22.58,12.58,17.58,20.016235215777947,62.0
ET041404,Hidar 2015,5.8456,39.2871,1684.0,24.43,14.43,19.43,26.211822102411965,53.0
ET041404,Megabit 2015,5.8456,39.2871,1684.0,24.94,14.94,19.94,168.0562460894049,60.7
ET041404,Meskerem 2015,5.8456,39.2871,1684.0,24.44,14.44,19.44,121.2101137403828,58.2
ET041404,Miazia 2015,5.8456,39.2871,1684.0,24.22,14.22,19.22,223.7856279112208,73.9
ET041404,Nehase 2014,5.8456,39.2871,1684.0,23.81,13.81,18.81,39.39352078662344,55.9
ET041404,Sene 2015,5.8456,39.2871,1684.0,23.49,13.49,18.49,18.609052907726618,68.5
ET041404,Tahesas 2015,5.8456,39.2871,1684.0,25.57,15.57,20.57,8.165783433415601,36.6
ET041404,Tikemet 2015,5.8456,39.2871,1684.0,23.59,13.59,18.59,118.70704085675706,67.8
ET041404,Tir 2015,5.8456,39.2871,1684.0,26.03,16.03,21.03,8.795288646048778,30.3
ET041404,Yekatit 2015,5.8456,39.2871,1684.0,26.47,16.47,21.47,47.508198722185895,34.5
ET041404,Ginbot 2016,5.8456,39.2871,1684.0,24.24,14.24,19.24,155.11716004662662,75.8
ET041404,Hamle 2015,5.8456,39.2871,1684.0,23.24,13.24,18.24,15.455392058884872,64.0
ET041404,Hidar 2016,5.8456,39.2871,1684.0,23.44,13.44,18.44,71.34628779065135,72.1
ET041404,Megabit 2016,5.8456,39.2871,1684.0,27.3,17.3,22.3,143.00864820865775,51.8
ET041404,Meskerem 2016,5.8456,39.2871,1684.0,24.79,14.79,19.79,137.72580302078987,65.8
ET041404,Miazia 2016,5.8456,39.2871,1684.0,25.01,15.01,20.01,289.02677200651186,77.7
ET041404,Nehase 2015,5.8456,39.2871,1684.0,24.38,14.38,19.38,38.551231737882944,56.2
ET041404,Sene 2016,5.8456,39.2871,1684.0,23.6,13.6,18.6,22.083856694522417,67.3
ET041404,Tahesas 2016,5.8456,39.2871,1684.0,24.77,14.77,19.77,8.009702077829534,53.1
ET041404,Tikemet 2016,5.8456,39.2871,1684.0,23.54,13.54,18.54,135.02491845685017,79.6
ET041404,Tir 2016,5.8456,39.2871,1684.0,26.57,16.57,21.57,13.17778567580852,43.8
ET041404,Yekatit 2016,5.8456,39.2871,1684.0,27.92,17.92,22.92,33.39263694546338,39.4
ET041404,Ginbot 2017,5.8456,39.2871,1684.0,23.87,13.87,18.87,113.22420236759376,73.4
ET041404,Hamle 2016,5.8456,39.2871,1684.0,23.93,13.93,18.93,47.42282549186597,66.1
ET041404,Hidar 2017,5.8456,39.2871,1684.0,23.53,13.53,18.53,18.358167305035103,61.8
ET041404,Megabit 2017,5.8456,39.2871,1684.0,25.98,15.98,20.98,120.57377413706205,55.4
ET041404,Meskerem 2017,5.8456,39.2871,1684.0,24.36,14.36,19.36,77.91538015329533,64.3
ET041404,Miazia 2017,5.8456,39.2871,1684.0,24.53,14.53,19.53,190.1895126529477,71.4
ET041404,Nehase 2016,5.8456,39.2871,1684.0,23.78,13.78,18.78,64.58650453629032,64.9
ET041404,Sene 2017,5.8456,39.2871,1684.0,23.46,13.46,18.46,17.633964353567766,66.1
ET041404,Tahesas 2017,5.8456,39.2871,1684.0,24.78,14.78,19.78,5.414787046370968,38.5
ET041404,Tikemet 2017,5.8456,39.2871,1684.0,23.57,13.57,18.57,97.92621551615508,74.4
ET041404,Tir 2017,5.8456,39.2871,1684.0,26.17,16.17,21.17,6.421799308598638,32.0
ET041404,Yekatit 2017,5.8456,39.2871,1684.0,26.74,16.74,21.74,31.889189782742005,35.7
ET041404,Hamle 2017,5.8456,39.2871,1684.0,23.43,13.43,18.43,16.411887774610676,62.6
ET041404,Hidar 2018,5.8456,39.2871,1684.0,24.6,14.6,19.6,22.296295661629237,49.8
ET041404,Meskerem 2018,5.8456,39.2871,1684.0,24.96,14.96,19.96,91.20287189759456,58.5
ET041404,Nehase 2017,5.8456,39.2871,1684.0,23.9,13.9,18.9,34.059791098182004,59.2
ET041404,Tahesas 2018,5.8456,39.2871,1684.0,25.78,15.78,20.78,10.793712849346496,40.7
ET041404,Tikemet 2018,5.8456,39.2871,1684.0,23.52,13.52,18.52,115.34073498548734,68.2
ET041404,Tir 2018,5.8456,39.2871,1684.0,26.23,16.23,21.23,8.72773798686909,31.7
ET041405,Ginbot 2014,5.7605,38.8178,1812.9,21.35,11.35,16.35,96.26783689601449,82.2
ET041405,Hamle 2013,5.7605,38.8178,1812.9,19.81,9.81,14.81,36.25633584299395,80.5
ET041405,Hidar 2014,5.7605,38.8178,1812.9,21.78,11.78,16.78,31.551799343478297,63.8
ET041405,Megabit 2014,5.7605,38.8178,1812.9,24.44,14.44,19.44,72.73619382140457,49.3
ET041405,Meskerem 2014,5.7605,38.8178,1812.9,21.43,11.43,16.43,96.24476383988576,77.1
ET041405,Miazia 2014,5.7605,38.8178,1812.9,22.59,12.59,17.59,145.92733944472445,74.4
ET041405,Nehase 2013,5.7605,38.8178,1812.9,21.02,11.02,16.02,40.08584325646841,73.5
ET041405,Sene 2014,5.7605,38.8178,1812.9,19.96,9.96,14.96,23.803809960478095,80.0
ET041405,Tahesas 2014,5.7605,38.8178,1812.9,22.67,12.67,17.67,13.010863691760647,48.0
ET041405,Tikemet 2014,5.7605,38.8178,1812.9,21.44,11.44,16.44,113.46839890018586,76.6
ET041405,Tir 2014,5.7605,38.8178,1812.9,23.78,13.78,18.78,29.297261853371896,40.6
ET041405,Yekatit 2014,5.7605,38.8178,1812.9,25.02,15.02,20.02,22.184865354722547,37.6
ET041405,Ginbot 2015,5.7605,38.8178,1812.9,21.76,11.76,16.76,141.70934653005295,84.5
ET041405,Hamle 2014,5.7605,38.8178,1812.9,19.69,9.69,14.69,20.20664298765121,79.1
ET041405,Hidar 2015,5.7605,38.8178,1812.9,21.26,11.26,16.26,34.062958969608424,67.8
ET041405,Megabit 2015,5.7605,38.8178,1812.9,22.8,12.8,17.8,199.70246576780912,68.6
ET041405,Meskerem 2015,5.7605,38.8178,1812.9,21.43,11.43,16.43,116.36798791372648,75.0
ET041405,Miazia 2015,5.7605,38.8178,1812.9,22.09,12.09,17.09,220.0368550487231,82.1
ET041405,Nehase 2014,5.7605,38.8178,1812.9,20.63,10.63,15.63,37.45568184801327,74.4
ET041405,Sene 2015,5.7605,38.8178,1812.9,21.31,11.31,16.31,27.15626365415512,80.5
ET041405,Tahesas 2015,5.7605,38.8178,1812.9,22.22,12.22,17.22,7.789314270019531,50.7
ET041405,Tikemet 2015,5.7605,38.8178,1812.9,21.04,11.04,16.04,136.91864436980217,80.4
ET041405,Tir 2015,5.7605,38.8178,1812.9,23.36,13.36,18.36,9.886050162776824,38.1
ET041405,Yekatit 2015,5.7605,38.8178,1812.9,24.17,14.17,19.17,63.021134708773715,40.4
ET041405,Ginbot 2016,5.7605,38.8178,1812.9,22.32,12.32,17.32,187.51319720196463,84.6
ET041405,Hamle 2015,5.7605,38.8178,1812.9,20.49,10.49,15.49,16.704505772744454,79.9
ET041405,Hidar 2016,5.7605,38.8178,1812.9,21.69,11.69,16.69,85.62721203219506,77.7
ET041405,Megabit 2016,5.7605,38.8178,1812.9,24.82,14.82,19.82,143.5817761886761,59.7
ET041405,Meskerem 2016,5.7605,38.8178,1812.9,22.16,12.16,17.16,133.9669917543473,79.4
ET041405,Miazia 2016,5.7605,38.8178,1812.9,22.95,12.95,17.95,313.29465242775535,85.6
ET041405,Nehase 2015,5.7605,38.8178,1812.9,21.39,11.39,16.39,31.238323285502773,72.7
ET041405,Sene 2016,5.7605,38.8178,1812.9,21.48,11.48,16.48,28.262511494954428,79.1
ET041405,Tahesas 2016,5.7605,38.8178,1812.9,22.42,12.42,17.42,11.31873306766633,63.1
ET041405,Tikemet 2016,5.7605,38.8178,1812.9,21.59,11.59,16.59,164.5417716733871,87.5
ET041405,Tir 2016,5.7605,38.8178,1812.9,24.06,14.06,19.06,19.41293951422805,53.8
ET041405,Yekatit 2016,5.7605,38.8178,1812.9,25.38,15.38,20.38,39.86034800664204,47.5
ET041405,Ginbot 2017,5.7605,38.8178,1812.9,21.63,11.63,16.63,147.9026346514302,84.0
ET041405,Hamle 2016,5.7605,38.8178,1812.9,21.54,11.54,16.54,50.97630378969254,79.5
ET041405,Hidar 2017,5.7605,38.8178,1812.9,21.11,11.11,16.11,21.49437052080708,72.1
ET041405,Megabit 2017,5.7605,38.8178,1812.9,23.7,13.7,18.7,126.3705243248068,63.3
ET041405,Meskerem 2017,5.7605,38.8178,1812.9,21.62,11.62,16.62,96.39414731917844,79.5
ET041405,Miazia 2017,5.7605,38.8178,1812.9,22.38,12.38,17.38,204.68340437037972,80.4
ET041405,Nehase 2016,5.7605,38.8178,1812.9,21.09,11.09,16.09,67.78458183042466,80.6
ET041405,Sene 2017,5.7605,38.8178,1812.9,20.95,10.95,15.95,26.50250687137727,80.5
ET041405,Tahesas 2017,5.7605,38.8178,1812.9,21.73,11.73,16.73,4.194286715599799,51.9
ET041405,Tikemet 2017,5.7605,38.8178,1812.9,21.24,11.24,16.24,111.93726045670049,85.6
ET041405,Tir 2017,5.7605,38.8178,1812.9,23.2,13.2,18.2,7.09352179496519,42.7
ET041405,Yekatit 2017,5.7605,38.8178,1812.9,24.19,14.19,19.19,34.26024306512648,43.0
ET041405,Hamle 2017,5.7605,38.8178,1812.9,20.73,10.73,15.73,22.121065004410283,79.1
ET041405,Hidar 2018,5.7605,38.8178,1812.9,21.38,11.38,16.38,24.803414060531125,66.3
ET041405,Meskerem 2018,5.7605,38.8178,1812.9,21.76,11.76,16.76,112.52061098160284,77.0
ET041405,Nehase 2017,5.7605,38.8178,1812.9,21.01,11.01,16.01,40.93918752362651,76.8
ET041405,Tahesas 2018,5.7605,38.8178,1812.9,22.49,12.49,17.49,12.835931494928175,55.1
ET041405,Tikemet 2018,5.7605,38.8178,1812.9,20.94,10.94,15.94,129.81671873031124,81.8
ET041405,Tir 2018,5.7605,38.8178,1812.9,23.38,13.38,18.38,10.94083152278777,42.1
ET041407,Ginbot 2014,5.2817,39.6398,1358.5,25.03,15.03,20.03,37.53001995791984,71.6
ET041407,Hamle 2013,5.2817,39.6398,1358.5,23.83,13.83,18.83,9.10432949111182,63.9
ET041407,Hidar 2014,5.2817,39.6398,1358.5,27.07,17.07,22.07,25.63526692964447,50.0
ET041407,Megabit 2014,5.2817,39.6398,1358.5,28.81,18.81,23.81,85.15597212916748,43.2
ET041407,Meskerem 2014,5.2817,39.6398,1358.5,26.39,16.39,21.39,45.444905278815895,57.2
ET041407,Miazia 2014,5.2817,39.6398,1358.5,26.61,16.61,21.61,189.2041610321597,66.2
ET041407,Nehase 2013,5.2817,39.6398,1358.5,25.64,15.64,20.64,11.68242154845471,54.2
ET041407,Sene 2014,5.2817,39.6398,1358.5,23.95,13.95,18.95,5.038659179351351,65.7
ET041407,Tahesas 2014,5.2817,39.6398,1358.5,28.01,18.01,23.01,4.633165360997738,36.6
ET041407,Tikemet 2014,5.2817,39.6398,1358.5,26.67,16.67,21.67,69.79262389896611,59.2
ET041407,Tir 2014,5.2817,39.6398,1358.5,28.96,18.96,23.96,6.519119235683294,30.0
ET041407,Yekatit 2014,5.2817,39.6398,1358.5,29.85,19.85,24.85,12.796076623780069,29.6
ET041407,Ginbot 2015,5.2817,39.6398,1358.5,25.03,15.03,20.03,111.85613330487908,75.3
ET041407,Hamle 2014,5.2817,39.6398,1358.5,23.99,13.99,18.99,8.283165716355846,60.8
ET041407,Hidar 2015,5.2817,39.6398,1358.5,26.23,16.23,21.23,23.611479591591724,54.4
ET041407,Megabit 2015,5.2817,39.6398,1358.5,26.58,16.58,21.58,176.59003880638608,61.7
ET041407,Meskerem 2015,5.2817,39.6398,1358.5,25.94,15.94,20.94,69.49335672422059,56.4
ET041407,Miazia 2015,5.2817,39.6398,1358.5,25.48,15.48,20.48,168.8877376737477,75.9
ET041407,Nehase 2014,5.2817,39.6398,1358.5,25.14,15.14,20.14,14.799757842657415,54.8
ET041407,Sene 2015,5.2817,39.6398,1358.5,24.58,14.58,19.58,4.62086314019524,68.8
ET041407,Tahesas 2015,5.2817,39.6398,1358.5,27.56,17.56,22.56,5.238845044848114,36.8
ET041407,Tikemet 2015,5.2817,39.6398,1358.5,25.39,15.39,20.39,96.19889449052786,66.2
ET041407,Tir 2015,5.2817,39.6398,1358.5,28.23,18.23,23.23,5.338750033374849,29.9
ET041407,Yekatit 2015,5.2817,39.6398,1358.5,28.48,18.48,23.48,56.429769322405086,34.4
ET041407,Ginbot 2016,5.2817,39.6398,1358.5,25.57,15.57,20.57,117.28018567125036,74.5
ET041407,Hamle 2015,5.2817,39.6398,1358.5,24.26,14.26,19.26,5.915757222029283,64.8
ET041407,Hidar 2016,5.2817,39.6398,1358.5,25.24,15.24,20.24,102.2986867180841,68.8
ET041407,Megabit 2016,5.2817,39.6398,1358.5,28.81,18.81,23.81,101.02241522115952,53.7
ET041407,Meskerem 2016,5.2817,39.6398,1358.5,26.18,16.18,21.18,89.2025358098528,65.0
ET041407,Miazia 2016,5.2817,39.6398,1358.5,26.27,16.27,21.27,237.3721325481904,78.3
ET041407,Nehase 2015,5.2817,39.6398,1358.5,25.58,15.58,20.58,10.812814243815872,56.6
ET041407,Sene 2016,5.2817,39.6398,1358.5,24.94,14.94,19.94,4.7595456463253285,65.7
ET041407,Tahesas 2016,5.2817,39.6398,1358.5,27.37,17.37,22.37,4.45184556674432,46.5
ET041407,Tikemet 2016,5.2817,39.6398,1358.5,24.97,14.97,19.97,168.8315208148931,78.6
ET041407,Tir 2016,5.2817,39.6398,1358.5,28.96,18.96,23.96,5.789907570064299,39.4
ET041407,Yekatit 2016,5.2817,39.6398,1358.5,29.9,19.9,24.9,18.131719543644152,39.6
ET041407,Ginbot 2017,5.2817,39.6398,1358.5,25.11,15.11,20.11,87.81750567276399,74.2
ET041407,Hamle 2016,5.2817,39.6398,1358.5,25.0,15.0,20.0,8.897913010639998,64.9
ET041407,Hidar 2017,5.2817,39.6398,1358.5,25.67,15.67,20.67,31.699992138902378,59.9
ET041407,Megabit 2017,5.2817,39.6398,1358.5,27.29,17.29,22.29,107.51399142837823,60.1
ET041407,Meskerem 2017,5.2817,39.6398,1358.5,26.05,16.05,21.05,50.63792568700006,62.3
ET041407,Miazia 2017,5.2817,39.6398,1358.5,25.72,15.72,20.72,139.1163047520407,75.2
ET041407,Nehase 2016,5.2817,39.6398,1358.5,25.09,15.09,20.09,13.938262307171804,62.8
ET041407,Sene 2017,5.2817,39.6398,1358.5,24.57,14.57,19.57,3.274869283440543,67.3
ET041407,Tahesas 2017,5.2817,39.6398,1358.5,27.32,17.32,22.32,3.5869304377858233,34.6
ET041407,Tikemet 2017,5.2817,39.6398,1358.5,25.43,15.43,20.43,78.6972164703297,72.6
ET041407,Tir 2017,5.2817,39.6398,1358.5,28.48,18.48,23.48,3.8169193072735466,29.7
ET041407,Yekatit 2017,5.2817,39.6398,1358.5,28.87,18.87,23.87,31.805684054394955,36.2
ET041407,Hamle 2017,5.2817,39.6398,1358.5,24.43,14.43,19.43,4.784058601625504,63.0
ET041407,Hidar 2018,5.2817,39.6398,1358.5,26.48,16.48,21.48,18.267865374405304,51.5
ET041407,Meskerem 2018,5.2817,39.6398,1358.5,26.55,16.55,21.55,59.70072367558353,56.2
ET041407,Nehase 2017,5.2817,39.6398,1358.5,24.9,14.9,19.9,9.326389239711643,59.4
ET041407,Tahesas 2018,5.2817,39.6398,1358.5,27.75,17.75,22.75,6.616525141298068,40.8
ET041407,Tikemet 2018,5.2817,39.6398,1358.5,25.5,15.5,20.5,94.1435793128565,66.0
ET041407,Tir 2018,5.2817,39.6398,1358.5,28.42,18.42,23.42,5.1783368030371015,30.0
ET041408,Ginbot 2014,6.2608,38.5232,2696.2,17.77,7.77,12.77,117.40940578009491,82.2
ET041408,Hamle 2013,6.2608,38.5232,2696.2,16.3,6.3,11.3,95.49318950643612,87.9
ET041408,Hidar 2014,6.2608,38.5232,2696.2,17.43,7.43,12.43,41.325079482009926,67.1
ET041408,Megabit 2014,6.2608,38.5232,2696.2,19.23,9.23,14.23,93.33639381478108,58.0
ET041408,Meskerem 2014,6.2608,38.5232,2696.2,17.09,7.09,12.09,173.44747240746483,86.1
ET041408,Miazia 2014,6.2608,38.5232,2696.2,18.32,8.32,13.32,161.93587901933415,78.1
ET041408,Nehase 2013,6.2608,38.5232,2696.2,16.89,6.89,11.89,130.26695858534944,83.7
ET041408,Sene 2014,6.2608,38.5232,2696.2,16.52,6.52,11.52,68.88601982425914,85.3
ET041408,Tahesas 2014,6.2608,38.5232,2696.2,18.04,8.04,13.04,27.009812878024192,54.5
ET041408,Tikemet 2014,6.2608,38.5232,2696.2,17.27,7.27,12.27,128.77735356408962,79.8
ET041408,Tir 2014,6.2608,38.5232,2696.2,18.48,8.48,13.48,69.83327275884359,51.5
ET041408,Yekatit 2014,6.2608,38.5232,2696.2,19.26,9.26,14.26,47.07424981659163,49.6
ET041408,Ginbot 2015,6.2608,38.5232,2696.2,17.76,7.76,12.76,204.7691625350561,86.4
