ADM3_PCODE,Eth_Month_Year,Latitude,Longitude,Elevation_m,MaxTemp_C,MinTemp_C,AvgTemp_C,Rainfall_mm,Humidity_pct
ET030101,Miazia 2016,13.3766,37.9792,1753.6,32.9,22.9,27.9,29.337973913705476,23.8
ET030101,Nehase 2015,13.3766,37.9792,1753.6,26.15,16.15,21.15,216.82805244035617,80.2
ET030101,Sene 2016,13.3766,37.9792,1753.6,28.6,18.6,23.6,286.5912280325941,60.4
ET030101,Tahesas 2016,13.3766,37.9792,1753.6,27.86,17.86,22.86,5.374723648563508,37.0
ET030101,Tikemet 2016,13.3766,37.9792,1753.6,27.53,17.53,22.53,59.018977759576615,59.4
ET030101,Tir 2016,13.3766,37.9792,1753.6,28.4,18.4,23.4,6.1198249845748744,32.6
ET030101,Yekatit 2016,13.3766,37.9792,1753.6,30.09,20.09,25.09,17.410462057858343,27.7
ET030101,Ginbot 2017,13.3766,37.9792,1753.6,30.96,20.96,25.96,96.38609380250335,39.1
ET030101,Hamle 2016,13.3766,37.9792,1753.6,25.57,15.57,20.57,275.7304233870968,84.3
ET030101,Hidar 2017,13.3766,37.9792,1753.6,26.97,16.97,21.97,24.71254527627268,52.6
ET030101,Megabit 2017,13.3766,37.9792,1753.6,30.77,20.77,25.77,19.537626858618953,31.1
ET030101,Meskerem 2017,13.3766,37.9792,1753.6,25.69,15.69,20.69,128.27967510920698,79.0
ET030101,Miazia 2017,13.3766,37.9792,1753.6,31.25,21.25,26.25,53.540849231350805,37.1
ET030101,Nehase 2016,13.3766,37.9792,1753.6,24.76,14.76,19.76,294.55444656208,87.8
ET030101,Sene 2017,13.3766,37.9792,1753.6,29.65,19.65,24.65,119.4529510563676,46.5
ET030101,Tahesas 2017,13.3766,37.9792,1753.6,27.07,17.07,22.07,5.603335118447581,36.7
ET030101,Tikemet 2017,13.3766,37.9792,1753.6,26.42,16.42,21.42,67.09240928206904,68.1
ET030101,Tir 2017,13.3766,37.9792,1753.6,28.21,18.21,23.21,7.094480689264112,31.2
ET030101,Yekatit 2017,13.3766,37.9792,1753.6,29.82,19.82,24.82,11.836743990990424,33.2
ET030101,Hamle 2017,13.3766,37.9792,1753.6,25.46,15.46,20.46,248.33206149193543,81.8
ET030101,Hidar 2018,13.3766,37.9792,1753.6,27.04,17.04,22.04,13.49329461079259,45.2
ET030101,Meskerem 2018,13.3766,37.9792,1753.6,25.41,15.41,20.41,146.33571971606182,79.9
ET030101,Nehase 2017,13.3766,37.9792,1753.6,24.69,14.69,19.69,309.8089669438844,87.5
ET030101,Tahesas 2018,13.3766,37.9792,1753.6,27.1,17.1,22.1,5.2286562421244955,36.1
ET030101,Tikemet 2018,13.3766,37.9792,1753.6,26.35,16.35,21.35,39.86619499747984,63.0
ET030101,Tir 2018,13.3766,37.9792,1753.6,27.9,17.9,22.9,5.954506117297758,30.9
ET030102,Ginbot 2014,13.2398,38.458,2908.4,23.86,13.86,18.86,54.09975828977248,30.5
ET030102,Hamle 2013,13.2398,38.458,2908.4,20.15,10.15,15.15,283.09011202523413,76.3
ET030102,Hidar 2014,13.2398,38.458,2908.4,20.2,10.2,15.2,21.17931905343555,38.4
ET030102,Megabit 2014,13.2398,38.458,2908.4,22.63,12.63,17.63,36.99794842273131,32.2
ET030102,Meskerem 2014,13.2398,38.458,2908.4,21.04,11.04,16.04,73.04452174858545,53.3
ET030102,Miazia 2014,13.2398,38.458,2908.4,23.33,13.33,18.33,29.03308728734445,31.8
ET030102,Nehase 2013,13.2398,38.458,2908.4,20.4,10.4,15.4,234.9315899423208,72.5
ET030102,Sene 2014,13.2398,38.458,2908.4,21.9,11.9,16.9,168.80162972970595,50.8
ET030102,Tahesas 2014,13.2398,38.458,2908.4,20.15,10.15,15.15,9.435975073775689,35.0
ET030102,Tikemet 2014,13.2398,38.458,2908.4,20.9,10.9,15.9,40.58274679035103,42.0
ET030102,Tir 2014,13.2398,38.458,2908.4,19.86,9.86,14.86,7.731821764768348,42.4
ET030102,Yekatit 2014,13.2398,38.458,2908.4,21.66,11.66,16.66,21.27318769091746,35.8
ET030102,Ginbot 2015,13.2398,38.458,2908.4,22.38,12.38,17.38,107.1028603491914,49.3
ET030102,Hamle 2014,13.2398,38.458,2908.4,19.64,9.64,14.64,331.57331230489075,79.2
ET030102,Hidar 2015,13.2398,38.458,2908.4,19.96,9.96,14.96,13.437818214821394,37.4
ET030102,Megabit 2015,13.2398,38.458,2908.4,21.87,11.87,16.87,30.71087307329605,36.3
ET030102,Meskerem 2015,13.2398,38.458,2908.4,20.62,10.62,15.62,94.6658384685007,53.0
ET030102,Miazia 2015,13.2398,38.458,2908.4,22.27,12.27,17.27,60.16041985074141,47.2
ET030102,Nehase 2014,13.2398,38.458,2908.4,19.64,9.64,14.64,252.3735419308771,79.3
ET030102,Sene 2015,13.2398,38.458,2908.4,21.84,11.84,16.84,190.4389626419962,55.4
ET030102,Tahesas 2015,13.2398,38.458,2908.4,19.1,9.1,14.1,12.55357724446784,42.8
ET030102,Tikemet 2015,13.2398,38.458,2908.4,20.65,10.65,15.65,33.83078464662867,39.2
ET030102,Tir 2015,13.2398,38.458,2908.4,19.59,9.59,14.59,7.35031931358123,38.4
ET030102,Yekatit 2015,13.2398,38.458,2908.4,21.4,11.4,16.4,14.899293611746796,28.1
ET030102,Ginbot 2016,13.2398,38.458,2908.4,23.84,13.84,18.84,86.5960557612784,39.9
ET030102,Hamle 2015,13.2398,38.458,2908.4,21.83,11.83,16.83,220.54852733155568,61.3
ET030102,Hidar 2016,13.2398,38.458,2908.4,21.02,11.02,16.02,22.299172254887218,39.7
ET030102,Megabit 2016,13.2398,38.458,2908.4,22.71,12.71,17.71,63.974612592947885,41.8
ET030102,Meskerem 2016,13.2398,38.458,2908.4,21.93,11.93,16.93,72.3555252588585,47.9
ET030102,Miazia 2016,13.2398,38.458,2908.4,23.57,13.57,18.57,33.349460714276034,38.9
ET030102,Nehase 2015,13.2398,38.458,2908.4,21.4,11.4,16.4,180.7725237298251,64.3
ET030102,Sene 2016,13.2398,38.458,2908.4,22.54,12.54,17.54,192.40382000899672,53.0
ET030102,Tahesas 2016,13.2398,38.458,2908.4,20.52,10.52,15.52,6.406542536867521,39.4
ET030102,Tikemet 2016,13.2398,38.458,2908.4,21.63,11.63,16.63,52.72635714411529,41.6
ET030102,Tir 2016,13.2398,38.458,2908.4,20.93,10.93,15.93,7.395700970405766,39.4
ET030102,Yekatit 2016,13.2398,38.458,2908.4,22.29,12.29,17.29,32.9682802150151,36.3
ET030102,Ginbot 2017,13.2398,38.458,2908.4,22.34,12.34,17.34,92.49163575319626,44.3
ET030102,Hamle 2016,13.2398,38.458,2908.4,20.31,10.31,15.31,264.9882162135796,80.2
ET030102,Hidar 2017,13.2398,38.458,2908.4,20.38,10.38,15.38,20.59995147673322,39.0
ET030102,Megabit 2017,13.2398,38.458,2908.4,20.99,10.99,15.99,35.438586548571365,50.4
ET030102,Meskerem 2017,13.2398,38.458,2908.4,20.72,10.72,15.72,79.03247163463624,57.5
ET030102,Miazia 2017,13.2398,38.458,2908.4,21.69,11.69,16.69,51.710798171324896,46.5
ET030102,Nehase 2016,13.2398,38.458,2908.4,19.65,9.65,14.65,280.017860923341,83.5
ET030102,Sene 2017,13.2398,38.458,2908.4,22.22,12.22,17.22,95.19581813699789,46.5
ET030102,Tahesas 2017,13.2398,38.458,2908.4,20.22,10.22,15.22,6.486406689503935,32.9
ET030102,Tikemet 2017,13.2398,38.458,2908.4,20.97,10.97,15.97,46.528211617841926,46.1
ET030102,Tir 2017,13.2398,38.458,2908.4,20.79,10.79,15.79,8.070846295629654,32.2
ET030102,Yekatit 2017,13.2398,38.458,2908.4,21.14,11.14,16.14,26.484302881977182,42.7
ET030102,Hamle 2017,13.2398,38.458,2908.4,20.28,10.28,15.28,229.6089563280437,74.3
ET030102,Hidar 2018,13.2398,38.458,2908.4,20.11,10.11,15.11,11.375639824366097,39.2
ET030102,Meskerem 2018,13.2398,38.458,2908.4,20.29,10.29,15.29,93.55729530802871,60.5
ET030102,Nehase 2017,13.2398,38.458,2908.4,19.67,9.67,14.67,280.2269072438378,79.2
ET030102,Tahesas 2018,13.2398,38.458,2908.4,20.12,10.12,15.12,6.509035267269203,36.5
ET030102,Tikemet 2018,13.2398,38.458,2908.4,20.36,10.36,15.36,22.52814544455442,44.0
ET030102,Tir 2018,13.2398,38.458,2908.4,20.52,10.52,15.52,5.600323156065052,32.7
ET030103,Ginbot 2014,13.0723,38.2158,2852.0,20.35,10.35,15.35,58.743509200497925,54.8
ET030103,Hamle 2013,13.0723,38.2158,2852.0,17.92,7.92,12.92,301.9548404279692,92.2
ET030103,Hidar 2014,13.0723,38.2158,2852.0,17.61,7.61,12.61,26.734390482524976,57.6
ET030103,Megabit 2014,13.0723,38.2158,2852.0,19.37,9.37,14.37,31.91356892068365,55.3
ET030103,Meskerem 2014,13.0723,38.2158,2852.0,18.01,8.01,13.01,75.01783777798143,77.5
ET030103,Miazia 2014,13.0723,38.2158,2852.0,19.91,9.91,14.91,33.89440176955416,55.9
ET030103,Nehase 2013,13.0723,38.2158,2852.0,18.28,8.28,13.28,242.09607428795897,90.8
ET030103,Sene 2014,13.0723,38.2158,2852.0,18.61,8.61,13.61,181.8433167995479,76.1
ET030103,Tahesas 2014,13.0723,38.2158,2852.0,17.77,7.77,12.77,11.2818648262807,50.3
ET030103,Tikemet 2014,13.0723,38.2158,2852.0,17.82,7.82,12.82,41.69609136944992,65.3
ET030103,Tir 2014,13.0723,38.2158,2852.0,17.24,7.24,12.24,9.525123406015885,59.6
ET030103,Yekatit 2014,13.0723,38.2158,2852.0,18.21,8.21,13.21,18.797079147831084,61.6
ET030103,Ginbot 2015,13.0723,38.2158,2852.0,19.1,9.1,14.1,106.14715188362965,66.6
ET030103,Hamle 2014,13.0723,38.2158,2852.0,17.61,7.61,12.61,352.46700450192446,92.7
ET030103,Hidar 2015,13.0723,38.2158,2852.0,16.8,6.8,11.8,16.791587127059085,56.3
ET030103,Megabit 2015,13.0723,38.2158,2852.0,18.48,8.48,13.48,32.412452818571296,49.7
ET030103,Meskerem 2015,13.0723,38.2158,2852.0,17.22,7.22,12.22,91.78953652181468,78.1
ET030103,Miazia 2015,13.0723,38.2158,2852.0,19.02,9.02,14.02,64.00962264880407,60.6
ET030103,Nehase 2014,13.0723,38.2158,2852.0,17.72,7.72,12.72,256.41945423711667,91.3
ET030103,Sene 2015,13.0723,38.2158,2852.0,18.24,8.24,13.24,181.5820102486559,80.2
ET030103,Tahesas 2015,13.0723,38.2158,2852.0,16.16,6.16,11.16,14.468147792424626,61.3
ET030103,Tikemet 2015,13.0723,38.2158,2852.0,17.1,7.1,12.1,35.45864980926961,62.9
ET030103,Tir 2015,13.0723,38.2158,2852.0,16.91,6.91,11.91,9.296846473671476,52.9
ET030103,Yekatit 2015,13.0723,38.2158,2852.0,18.32,8.32,13.32,14.002580279129342,41.1
ET030103,Ginbot 2016,13.0723,38.2158,2852.0,19.99,9.99,14.99,91.9371327986582,64.5
ET030103,Hamle 2015,13.0723,38.2158,2852.0,18.3,8.3,13.3,233.0361027423937,89.5
ET030103,Hidar 2016,13.0723,38.2158,2852.0,17.47,7.47,12.47,27.97948299941196,63.5
ET030103,Megabit 2016,13.0723,38.2158,2852.0,19.69,9.69,14.69,60.89651465989279,53.1
ET030103,Meskerem 2016,13.0723,38.2158,2852.0,17.98,7.98,12.98,76.1950196625084,75.3
ET030103,Miazia 2016,13.0723,38.2158,2852.0,20.33,10.33,15.33,35.559600525797286,52.3
ET030103,Nehase 2015,13.0723,38.2158,2852.0,18.13,8.13,13.13,185.9568511276767,89.2
ET030103,Sene 2016,13.0723,38.2158,2852.0,19.01,9.01,14.01,201.79113421099865,78.1
ET030103,Tahesas 2016,13.0723,38.2158,2852.0,17.09,7.09,12.09,6.965161276003482,61.3
ET030103,Tikemet 2016,13.0723,38.2158,2852.0,17.92,7.92,12.92,57.30763407210334,66.6
ET030103,Tir 2016,13.0723,38.2158,2852.0,17.62,7.62,12.62,7.380022448395947,56.1
ET030103,Yekatit 2016,13.0723,38.2158,2852.0,18.68,8.68,13.68,29.79036739263343,53.5
ET030103,Ginbot 2017,13.0723,38.2158,2852.0,19.15,9.15,14.15,98.7469685872396,63.8
ET030103,Hamle 2016,13.0723,38.2158,2852.0,18.06,8.06,13.06,277.9537579041422,93.2
ET030103,Hidar 2017,13.0723,38.2158,2852.0,17.32,7.32,12.32,24.57508223637108,60.6
ET030103,Megabit 2017,13.0723,38.2158,2852.0,18.52,8.52,13.52,28.698889363010142,60.9
ET030103,Meskerem 2017,13.0723,38.2158,2852.0,17.91,7.91,12.91,74.40933087331226,75.5
ET030103,Miazia 2017,13.0723,38.2158,2852.0,18.99,8.99,13.99,59.5039854107481,63.0
ET030103,Nehase 2016,13.0723,38.2158,2852.0,17.66,7.66,12.66,286.3536530286802,90.5
ET030103,Sene 2017,13.0723,38.2158,2852.0,18.7,8.7,13.7,107.3431218092276,68.9
ET030103,Tahesas 2017,13.0723,38.2158,2852.0,17.54,7.54,12.54,7.114075333491798,45.9
ET030103,Tikemet 2017,13.0723,38.2158,2852.0,17.63,7.63,12.63,50.06912602846923,69.5
ET030103,Tir 2017,13.0723,38.2158,2852.0,18.22,8.22,13.22,8.079314234669258,42.4
ET030103,Yekatit 2017,13.0723,38.2158,2852.0,18.43,8.43,13.43,20.261927361362492,55.6
ET030103,Hamle 2017,13.0723,38.2158,2852.0,17.69,7.69,12.69,255.2259295958578,92.6
ET030103,Hidar 2018,13.0723,38.2158,2852.0,16.5,6.5,11.5,16.41346743407487,66.8
ET030103,Meskerem 2018,13.0723,38.2158,2852.0,17.39,7.39,12.39,103.80070643271168,83.7
ET030103,Nehase 2017,13.0723,38.2158,2852.0,17.43,7.43,12.43,301.9682040843796,92.8
ET030103,Tahesas 2018,13.0723,38.2158,2852.0,16.65,6.65,11.65,6.72075476324803,58.4
ET030103,Tikemet 2018,13.0723,38.2158,2852.0,16.7,6.7,11.7,33.48656718234512,75.0
ET030103,Tir 2018,13.0723,38.2158,2852.0,17.19,7.19,12.19,6.147538590640966,53.2
ET030104,Ginbot 2014,13.2316,37.8031,2033.1,26.3,16.3,21.3,70.98841834939937,31.4
ET030104,Hamle 2013,13.2316,37.8031,2033.1,20.88,10.88,15.88,345.9899366809476,83.8
ET030104,Hidar 2014,13.2316,37.8031,2033.1,22.67,12.67,17.67,18.079866623417026,38.2
ET030104,Megabit 2014,13.2316,37.8031,2033.1,26.21,16.21,21.21,16.956618514522432,24.6
ET030104,Meskerem 2014,13.2316,37.8031,2033.1,21.36,11.36,16.36,127.900589875252,70.6
ET030104,Miazia 2014,13.2316,37.8031,2033.1,26.68,16.68,21.68,32.046744817918345,26.6
ET030104,Nehase 2013,13.2316,37.8031,2033.1,20.93,10.93,15.93,263.6679782006048,82.8
ET030104,Sene 2014,13.2316,37.8031,2033.1,23.0,13.0,18.0,226.080223953083,57.1
ET030104,Tahesas 2014,13.2316,37.8031,2033.1,22.63,12.63,17.63,5.387230411652596,32.2
ET030104,Tikemet 2014,13.2316,37.8031,2033.1,22.17,12.17,17.17,49.10450869652533,52.4
ET030104,Tir 2014,13.2316,37.8031,2033.1,23.02,13.02,18.02,6.194247073511924,32.4
ET030104,Yekatit 2014,13.2316,37.8031,2033.1,24.75,14.75,19.75,7.3192862172280595,30.3
ET030104,Ginbot 2015,13.2316,37.8031,2033.1,26.11,16.11,21.11,103.35296701738912,36.2
ET030104,Hamle 2014,13.2316,37.8031,2033.1,20.61,10.61,15.61,361.5576014364919,85.2
ET030104,Hidar 2015,13.2316,37.8031,2033.1,21.82,11.82,16.82,10.524626004618984,44.5
ET030104,Megabit 2015,13.2316,37.8031,2033.1,25.1,15.1,20.1,17.60430944955477,22.9
ET030104,Meskerem 2015,13.2316,37.8031,2033.1,21.24,11.24,16.24,143.53138992145497,74.0
ET030104,Miazia 2015,13.2316,37.8031,2033.1,26.55,16.55,21.55,48.131418562037965,26.5
ET030104,Nehase 2014,13.2316,37.8031,2033.1,20.54,10.54,15.54,278.4138612152428,86.5
ET030104,Sene 2015,13.2316,37.8031,2033.1,23.18,13.18,18.18,226.38169228830645,63.0
ET030104,Tahesas 2015,13.2316,37.8031,2033.1,21.59,11.59,16.59,7.225575453235258,41.7
ET030104,Tikemet 2015,13.2316,37.8031,2033.1,21.84,11.84,16.84,40.758493984591574,55.8
ET030104,Tir 2015,13.2316,37.8031,2033.1,22.6,12.6,17.6,7.532847801331552,34.4
ET030104,Yekatit 2015,13.2316,37.8031,2033.1,23.89,13.89,18.89,5.353827916422198,26.2
ET030104,Ginbot 2016,13.2316,37.8031,2033.1,26.67,16.67,21.67,121.1291323294691,36.6
ET030104,Hamle 2015,13.2316,37.8031,2033.1,22.18,12.18,17.18,272.20816689768145,75.6
ET030104,Hidar 2016,13.2316,37.8031,2033.1,23.12,13.12,18.12,26.358574852892147,45.9
ET030104,Megabit 2016,13.2316,37.8031,2033.1,27.05,17.05,22.05,25.598364848475303,23.8
ET030104,Meskerem 2016,13.2316,37.8031,2033.1,22.69,12.69,17.69,127.41537420457408,64.9
ET030104,Miazia 2016,13.2316,37.8031,2033.1,27.72,17.72,22.72,32.93808121219758,23.0
ET030104,Nehase 2015,13.2316,37.8031,2033.1,21.83,11.83,16.83,203.4091361753402,79.2
ET030104,Sene 2016,13.2316,37.8031,2033.1,23.97,13.97,18.97,279.30864095052084,59.2
ET030104,Tahesas 2016,13.2316,37.8031,2033.1,23.48,13.48,18.48,3.2194198792980564,34.3
ET030104,Tikemet 2016,13.2316,37.8031,2033.1,23.03,13.03,18.03,70.33356907342069,55.0
ET030104,Tir 2016,13.2316,37.8031,2033.1,23.95,13.95,18.95,3.808427210246628,30.8
ET030104,Yekatit 2016,13.2316,37.8031,2033.1,25.59,15.59,20.59,11.070893611207822,25.7
ET030104,Ginbot 2017,13.2316,37.8031,2033.1,25.91,15.91,20.91,108.36651300245715,37.4
ET030104,Hamle 2016,13.2316,37.8031,2033.1,21.45,11.45,16.45,276.21006804435484,84.9
ET030104,Hidar 2017,13.2316,37.8031,2033.1,22.77,12.77,17.77,20.59465934753418,46.7
ET030104,Megabit 2017,13.2316,37.8031,2033.1,25.75,15.75,20.75,15.316028570359755,29.7
ET030104,Meskerem 2017,13.2316,37.8031,2033.1,21.74,11.74,16.74,126.9489018922211,75.7
ET030104,Miazia 2017,13.2316,37.8031,2033.1,26.22,16.22,21.22,56.10263494676159,34.6
ET030104,Nehase 2016,13.2316,37.8031,2033.1,20.96,10.96,15.96,280.52556834887434,87.1
ET030104,Sene 2017,13.2316,37.8031,2033.1,24.41,14.41,19.41,125.12933030651462,48.8
ET030104,Tahesas 2017,13.2316,37.8031,2033.1,22.72,12.72,17.72,3.4510339306246856,33.3
ET030104,Tikemet 2017,13.2316,37.8031,2033.1,22.24,12.24,17.24,73.04879779446509,63.1
ET030104,Tir 2017,13.2316,37.8031,2033.1,23.59,13.59,18.59,4.536826749001779,28.4
ET030104,Yekatit 2017,13.2316,37.8031,2033.1,25.08,15.08,20.08,7.636334443861438,30.6
ET030104,Hamle 2017,13.2316,37.8031,2033.1,21.16,11.16,16.16,248.9779044858871,82.8
ET030104,Hidar 2018,13.2316,37.8031,2033.1,22.91,12.91,17.91,14.22714029004497,39.9
ET030104,Meskerem 2018,13.2316,37.8031,2033.1,21.39,11.39,16.39,147.12885479670695,76.4
ET030104,Nehase 2017,13.2316,37.8031,2033.1,20.73,10.73,15.73,299.89588084887436,87.6
ET030104,Tahesas 2018,13.2316,37.8031,2033.1,22.91,12.91,17.91,3.126930199899981,32.5
ET030104,Tikemet 2018,13.2316,37.8031,2033.1,22.16,12.16,17.16,49.50689130721553,57.4
ET030104,Tir 2018,13.2316,37.8031,2033.1,23.51,13.51,18.51,3.7922863406519736,28.1
ET030105,Ginbot 2014,13.0528,37.6838,1905.7,28.25,18.25,23.25,77.8683410352846,31.6
ET030105,Hamle 2013,13.0528,37.6838,1905.7,22.0,12.0,17.0,313.9422568044355,84.7
ET030105,Hidar 2014,13.0528,37.6838,1905.7,24.71,14.71,19.71,16.06081824080491,36.4
ET030105,Megabit 2014,13.0528,37.6838,1905.7,28.28,18.28,23.28,9.893719659256108,23.9
ET030105,Meskerem 2014,13.0528,37.6838,1905.7,22.86,12.86,17.86,114.28226594002015,69.4
ET030105,Miazia 2014,13.0528,37.6838,1905.7,28.75,18.75,23.75,29.3217850588271,26.3
ET030105,Nehase 2013,13.0528,37.6838,1905.7,22.17,12.17,17.17,255.16277135486672,82.2
ET030105,Sene 2014,13.0528,37.6838,1905.7,24.65,14.65,19.65,219.94862798510775,56.5
ET030105,Tahesas 2014,13.0528,37.6838,1905.7,24.51,14.51,19.51,5.480628119574654,31.2
ET030105,Tikemet 2014,13.0528,37.6838,1905.7,24.11,14.11,19.11,48.74381845125587,50.0
ET030105,Tir 2014,13.0528,37.6838,1905.7,24.96,14.96,19.96,7.168567219942702,31.3
ET030105,Yekatit 2014,13.0528,37.6838,1905.7,26.79,16.79,21.79,3.4003764326854418,28.7
ET030105,Ginbot 2015,13.0528,37.6838,1905.7,27.74,17.74,22.74,111.73465668052756,36.8
ET030105,Hamle 2014,13.0528,37.6838,1905.7,21.73,11.73,16.73,347.020266297043,85.9
ET030105,Hidar 2015,13.0528,37.6838,1905.7,23.63,13.63,18.63,9.454784669500098,44.2
ET030105,Megabit 2015,13.0528,37.6838,1905.7,26.75,16.75,21.75,11.550366061448766,23.7
ET030105,Meskerem 2015,13.0528,37.6838,1905.7,22.62,12.62,17.62,121.69581799068474,73.0
ET030105,Miazia 2015,13.0528,37.6838,1905.7,28.25,18.25,23.25,45.823057032941776,27.3
ET030105,Nehase 2014,13.0528,37.6838,1905.7,21.65,11.65,16.65,252.8957175342555,86.7
ET030105,Sene 2015,13.0528,37.6838,1905.7,24.62,14.62,19.62,202.73899582073255,61.9
ET030105,Tahesas 2015,13.0528,37.6838,1905.7,23.18,13.18,18.18,6.277550427289847,42.6
ET030105,Tikemet 2015,13.0528,37.6838,1905.7,23.56,13.56,18.56,46.185253085884995,55.0
ET030105,Tir 2015,13.0528,37.6838,1905.7,24.08,14.08,19.08,7.7582567789221315,35.4
ET030105,Yekatit 2015,13.0528,37.6838,1905.7,25.3,15.3,20.3,2.5302963974655315,27.5
ET030105,Ginbot 2016,13.0528,37.6838,1905.7,28.63,18.63,23.63,128.53749227033862,35.1
ET030105,Hamle 2015,13.0528,37.6838,1905.7,23.31,13.31,18.31,236.88186743951613,76.6
ET030105,Hidar 2016,13.0528,37.6838,1905.7,25.21,15.21,20.21,29.135579449871248,41.8
ET030105,Megabit 2016,13.0528,37.6838,1905.7,28.99,18.99,23.99,12.288900782358404,23.0
ET030105,Meskerem 2016,13.0528,37.6838,1905.7,24.1,14.1,19.1,127.62734570429174,64.4
ET030105,Miazia 2016,13.0528,37.6838,1905.7,29.73,19.73,24.73,32.752095810173515,22.4
ET030105,Nehase 2015,13.0528,37.6838,1905.7,22.9,12.9,17.9,188.57380543188097,79.9
ET030105,Sene 2016,13.0528,37.6838,1905.7,25.48,15.48,20.48,259.40473040691273,57.9
ET030105,Tahesas 2016,13.0528,37.6838,1905.7,25.62,15.62,20.62,3.306212743123372,31.6
ET030105,Tikemet 2016,13.0528,37.6838,1905.7,24.86,14.86,19.86,90.48232678558094,52.3
ET030105,Tir 2016,13.0528,37.6838,1905.7,25.86,15.86,20.86,3.973994533117792,29.2
ET030105,Yekatit 2016,13.0528,37.6838,1905.7,27.51,17.51,22.51,4.882218684450008,24.6
ET030105,Ginbot 2017,13.0528,37.6838,1905.7,27.84,17.84,22.84,113.65771484375,36.6
ET030105,Hamle 2016,13.0528,37.6838,1905.7,22.48,12.48,17.48,265.7261739751344,85.3
ET030105,Hidar 2017,13.0528,37.6838,1905.7,24.83,14.83,19.83,19.091070564844276,42.8
ET030105,Megabit 2017,13.0528,37.6838,1905.7,27.58,17.58,22.58,8.37786361530263,29.5
ET030105,Meskerem 2017,13.0528,37.6838,1905.7,23.11,13.11,18.11,120.4386329058393,74.0
ET030105,Miazia 2017,13.0528,37.6838,1905.7,28.19,18.19,23.19,48.21213209364149,33.7
ET030105,Nehase 2016,13.0528,37.6838,1905.7,21.99,11.99,16.99,263.8934988297584,87.0
ET030105,Sene 2017,13.0528,37.6838,1905.7,25.88,15.88,20.88,125.54083711357526,50.2
ET030105,Tahesas 2017,13.0528,37.6838,1905.7,24.64,14.64,19.64,3.470475090874566,30.8
ET030105,Tikemet 2017,13.0528,37.6838,1905.7,24.02,14.02,19.02,76.63735699397262,59.8
ET030105,Tir 2017,13.0528,37.6838,1905.7,25.35,15.35,20.35,3.970885205012495,27.0
ET030105,Yekatit 2017,13.0528,37.6838,1905.7,26.9,16.9,21.9,3.3225646480437248,29.8
ET030105,Hamle 2017,13.0528,37.6838,1905.7,22.22,12.22,17.22,237.84019552251343,83.5
ET030105,Hidar 2018,13.0528,37.6838,1905.7,25.06,15.06,20.06,14.45996821687213,37.0
ET030105,Meskerem 2018,13.0528,37.6838,1905.7,22.73,12.73,17.73,146.6905554038792,75.2
ET030105,Nehase 2017,13.0528,37.6838,1905.7,21.74,11.74,16.74,287.0637079418916,88.1
ET030105,Tahesas 2018,13.0528,37.6838,1905.7,24.91,14.91,19.91,3.057456778796343,30.6
ET030105,Tikemet 2018,13.0528,37.6838,1905.7,23.97,13.97,18.97,59.831851393176656,55.5
ET030105,Tir 2018,13.0528,37.6838,1905.7,25.43,15.43,20.43,3.666805369025063,26.8
ET030119,Ginbot 2014,13.4391,38.4494,2189.9,24.55,14.55,19.55,58.047838757513816,30.9
ET030119,Hamle 2013,13.4391,38.4494,2189.9,20.3,10.3,15.3,281.829588093638,76.4
ET030119,Hidar 2014,13.4391,38.4494,2189.9,20.65,10.65,15.65,20.652806151468695,41.3
ET030119,Megabit 2014,13.4391,38.4494,2189.9,23.18,13.18,18.18,25.78172721665298,32.9
ET030119,Meskerem 2014,13.4391,38.4494,2189.9,21.29,11.29,16.29,85.17357960909497,57.1
ET030119,Miazia 2014,13.4391,38.4494,2189.9,24.01,14.01,19.01,25.570700859577236,32.4
ET030119,Nehase 2013,13.4391,38.4494,2189.9,20.51,10.51,15.51,240.11104985719084,74.8
ET030119,Sene 2014,13.4391,38.4494,2189.9,22.23,12.23,17.23,184.226368937612,51.5
ET030119,Tahesas 2014,13.4391,38.4494,2189.9,20.58,10.58,15.58,10.53760465669803,36.8
ET030119,Tikemet 2014,13.4391,38.4494,2189.9,21.26,11.26,16.26,35.978739048674115,45.9
ET030119,Tir 2014,13.4391,38.4494,2189.9,20.23,10.23,15.23,9.252269211635795,43.7
ET030119,Yekatit 2014,13.4391,38.4494,2189.9,22.0,12.0,17.0,12.777986396598134,38.4
ET030119,Ginbot 2015,13.4391,38.4494,2189.9,23.43,13.43,18.43,114.63697956530328,42.9
ET030119,Hamle 2014,13.4391,38.4494,2189.9,19.82,9.82,14.82,314.94209229390674,78.6
ET030119,Hidar 2015,13.4391,38.4494,2189.9,20.52,10.52,15.52,12.852390780614126,38.1
ET030119,Megabit 2015,13.4391,38.4494,2189.9,22.68,12.68,17.68,22.04253782380961,29.8
ET030119,Meskerem 2015,13.4391,38.4494,2189.9,20.8,10.8,15.8,112.83974253518892,58.1
ET030119,Miazia 2015,13.4391,38.4494,2189.9,23.41,13.41,18.41,46.37096886978544,38.4
ET030119,Nehase 2014,13.4391,38.4494,2189.9,19.74,9.74,14.74,269.5397039160506,81.0
ET030119,Sene 2015,13.4391,38.4494,2189.9,21.93,11.93,16.93,247.22773954755328,58.7
ET030119,Tahesas 2015,13.4391,38.4494,2189.9,19.72,9.72,14.72,13.252475022984804,41.4
