orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate,Period_Gregorian_start,Period_Gregorian_end,Period
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Miazia 2015,13.0,41.0,278.0,14.695340501792115,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Nehase 2014,10.0,27.0,253.0,10.62992125984252,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Sene 2015,8.0,73.0,341.0,21.34502923976608,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tahesas 2015,7.0,27.0,257.0,10.465116279069768,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tikemet 2015,12.0,37.0,384.0,9.61038961038961,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Tir 2015,10.0,38.0,256.0,14.785992217898832,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Bole Sub City,Bole Sub City,Bqq3KNXFksZ,Yekatit 2015,15.0,40.0,266.0,14.9812734082397,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Ginbot 2015,7.0,19.0,125.0,15.07936507936508,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Hamle 2014,5.0,19.0,96.0,19.587628865979383,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Hidar 2015,4.0,23.0,115.0,19.82758620689655,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Megabit 2015,8.0,19.0,91.0,20.652173913043477,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Meskerem 2015,3.0,19.0,96.0,19.587628865979383,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Miazia 2015,0.0,12.0,77.0,15.384615384615383,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Nehase 2014,26.0,19.0,120.0,15.702479338842975,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Sene 2015,17.0,39.0,121.0,31.967213114754102,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tahesas 2015,5.0,16.0,87.0,18.181818181818183,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tikemet 2015,3.0,19.0,112.0,16.8141592920354,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Tir 2015,12.0,26.0,82.0,31.32530120481928,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,fP7LbnZr3ef,Yekatit 2015,12.0,20.0,102.0,19.41747572815534,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Ginbot 2015,0.0,35.0,354.0,9.859154929577464,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Hamle 2014,2.0,67.0,366.0,18.256130790190735,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Hidar 2015,1.0,29.0,360.0,8.033240997229916,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Megabit 2015,0.0,29.0,475.0,6.092436974789916,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Meskerem 2015,34.0,35.0,250.0,13.94422310756972,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Miazia 2015,0.0,28.0,430.0,6.496519721577726,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Nehase 2014,3.0,43.0,410.0,10.46228710462287,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Sene 2015,2.0,52.0,566.0,9.171075837742505,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tahesas 2015,0.0,27.0,409.0,6.585365853658537,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tikemet 2015,3.0,25.0,341.0,7.309941520467836,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Tir 2015,1.0,40.0,435.0,9.174311926605505,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,aeTzP0ST2hq,Yekatit 2015,0.0,42.0,403.0,10.396039603960396,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Ginbot 2015,1.0,42.0,286.0,14.634146341463412,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Hamle 2014,0.0,15.0,158.0,9.433962264150944,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Hidar 2015,0.0,24.0,211.0,11.320754716981131,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Megabit 2015,2.0,18.0,267.0,6.7164179104477615,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Meskerem 2015,0.0,24.0,206.0,11.594202898550725,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Miazia 2015,4.0,24.0,250.0,9.56175298804781,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Nehase 2014,5.0,26.0,214.0,12.093023255813954,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Sene 2015,4.0,76.0,309.0,24.516129032258064,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tahesas 2015,2.0,16.0,256.0,6.22568093385214,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tikemet 2015,2.0,19.0,194.0,9.743589743589745,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Tir 2015,2.0,25.0,232.0,10.72961373390558,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,R6nsx1xB8wq,Yekatit 2015,1.0,24.0,235.0,10.16949152542373,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Ginbot 2015,9.0,55.0,365.0,15.027322404371583,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Hamle 2014,1.0,88.0,330.0,26.586102719033235,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Hidar 2015,1.0,36.0,303.0,11.842105263157894,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Megabit 2015,14.0,34.0,277.0,12.23021582733813,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Meskerem 2015,0.0,56.0,410.0,13.62530413625304,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Miazia 2015,5.0,48.0,331.0,14.457831325301203,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Nehase 2014,7.0,54.0,304.0,17.704918032786885,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Sene 2015,42.0,73.0,409.0,17.804878048780488,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tahesas 2015,1.0,45.0,302.0,14.85148514851485,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tikemet 2015,1.0,34.0,379.0,8.947368421052632,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tir 2015,2.0,49.0,318.0,15.36050156739812,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Yekatit 2015,12.0,63.0,318.0,19.74921630094044,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Ginbot 2015,1.0,19.0,133.0,14.17910447761194,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hamle 2014,0.0,19.0,177.0,10.674157303370784,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hidar 2015,0.0,12.0,104.0,11.428571428571429,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Megabit 2015,0.0,11.0,128.0,8.527131782945736,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Meskerem 2015,2.0,7.0,79.0,8.75,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Miazia 2015,26.0,11.0,114.0,9.565217391304348,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Nehase 2014,2.0,7.0,95.0,7.291666666666667,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Sene 2015,0.0,36.0,183.0,19.565217391304348,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tahesas 2015,15.0,8.0,76.0,10.38961038961039,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tikemet 2015,0.0,4.0,85.0,4.651162790697675,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tir 2015,34.0,13.0,115.0,11.20689655172414,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Yekatit 2015,36.0,18.0,135.0,13.23529411764706,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Ginbot 2015,0.0,59.0,257.0,22.868217054263564,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hamle 2014,2.0,20.0,109.0,18.181818181818183,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hidar 2015,0.0,19.0,170.0,11.11111111111111,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Megabit 2015,1.0,24.0,212.0,11.267605633802818,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Meskerem 2015,8.0,29.0,169.0,17.058823529411764,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Miazia 2015,3.0,21.0,210.0,9.95260663507109,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Nehase 2014,0.0,20.0,127.0,15.625,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Sene 2015,12.0,73.0,273.0,26.64233576642336,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tahesas 2015,0.0,25.0,201.0,12.376237623762377,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tikemet 2015,3.0,28.0,199.0,14.000000000000002,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tir 2015,0.0,29.0,189.0,15.263157894736842,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Yekatit 2015,3.0,38.0,223.0,16.964285714285715,2023-02-08,2023-03-09,2023 Feb
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Ginbot 2015,4.0,31.0,204.0,15.121951219512194,2023-05-09,2023-06-07,2023 May
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hamle 2014,1.0,31.0,220.0,14.027149321266968,2022-07-08,2022-08-06,2022 Jul
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hidar 2015,5.0,33.0,284.0,11.578947368421051,2022-11-10,2022-12-09,2022 Nov
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Megabit 2015,1.0,35.0,286.0,12.195121951219512,2023-03-10,2023-04-08,2023 Mar
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Meskerem 2015,2.0,28.0,254.0,10.980392156862743,2022-09-11,2022-10-10,2022 Sept
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Miazia 2015,1.0,24.0,138.0,17.26618705035971,2023-04-09,2023-05-08,2023 Apr
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Nehase 2014,4.0,27.0,196.0,13.705583756345176,2022-08-07,2022-09-05,2022 Aug
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Sene 2015,5.0,55.0,291.0,18.83561643835617,2023-06-08,2023-07-07,2023 Jun
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tahesas 2015,0.0,37.0,293.0,12.585034013605442,2022-12-10,2023-01-08,2022 Dec
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tikemet 2015,1.0,33.0,285.0,11.538461538461538,2022-10-11,2022-11-09,2022 Oct
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tir 2015,0.0,35.0,273.0,12.773722627737229,2023-01-09,2023-02-07,2023 Jan
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Yekatit 2015,0.0,34.0,238.0,14.225941422594143,2023-02-08,2023-03-09,2023 Feb
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Ginbot 2015,0.0,307.0,721.0,42.5207756232687,2023-05-09,2023-06-07,2023 May
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hamle 2014,0.0,73.0,158.0,45.911949685534594,2022-07-08,2022-08-06,2022 Jul
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hidar 2015,0.0,85.0,314.0,26.984126984126984,2022-11-10,2022-12-09,2022 Nov
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Megabit 2015,0.0,190.0,441.0,42.98642533936652,2023-03-10,2023-04-08,2023 Mar
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Meskerem 2015,0.0,160.0,646.0,24.72952086553323,2022-09-11,2022-10-10,2022 Sept
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Miazia 2015,0.0,239.0,638.0,37.40219092331768,2023-04-09,2023-05-08,2023 Apr
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Nehase 2014,0.0,123.0,402.0,30.52109181141439,2022-08-07,2022-09-05,2022 Aug
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Sene 2015,7.0,196.0,488.0,40.081799591002046,2023-06-08,2023-07-07,2023 Jun
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tahesas 2015,0.0,121.0,502.0,24.055666003976143,2022-12-10,2023-01-08,2022 Dec
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tikemet 2015,1.0,73.0,392.0,18.575063613231553,2022-10-11,2022-11-09,2022 Oct
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tir 2015,0.0,116.0,567.0,20.422535211267608,2023-01-09,2023-02-07,2023 Jan
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Yekatit 2015,1.0,137.0,409.0,33.41463414634146,2023-02-08,2023-03-09,2023 Feb
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Ginbot 2015,1.0,211.0,445.0,47.309417040358746,2023-05-09,2023-06-07,2023 May
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hamle 2014,24.0,193.0,513.0,37.54863813229572,2022-07-08,2022-08-06,2022 Jul
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hidar 2015,23.0,206.0,586.0,35.09369676320272,2022-11-10,2022-12-09,2022 Nov
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Megabit 2015,8.0,387.0,639.0,60.46875000000001,2023-03-10,2023-04-08,2023 Mar
