orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate,Period_Gregorian_start,Period_Gregorian_end,Period
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Meskerem 2014,0.0,0.0,0.0,0.0,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Miazia 2014,0.0,0.0,0.0,0.0,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Nehase 2013,0.0,0.0,0.0,0.0,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Sene 2014,0.0,0.0,0.0,0.0,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Tahesas 2014,0.0,0.0,0.0,0.0,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Tikemet 2014,0.0,0.0,0.0,0.0,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Tir 2014,0.0,0.0,0.0,0.0,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Agniwa Zone,Jor Woreda,mbjEDYlwqFC,Yekatit 2014,0.0,0.0,0.0,0.0,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Ginbot 2014,0.0,226.0,832.0,27.13085234093637,2022-05-09,2022-06-07,2022 May
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Hamle 2013,0.0,805.0,1510.0,53.27597617471873,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Hidar 2014,0.0,518.0,1274.0,40.627450980392155,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Megabit 2014,0.0,233.0,830.0,28.038507821901327,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Meskerem 2014,0.0,452.0,902.0,50.055370985603545,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Miazia 2014,0.0,279.0,874.0,31.885714285714283,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Nehase 2013,0.0,832.0,1863.0,44.63519313304721,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Sene 2014,0.0,376.0,986.0,38.095238095238095,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Tahesas 2014,0.0,646.0,1468.0,43.97549353301566,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Tikemet 2014,0.0,511.0,1134.0,45.02202643171806,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Tir 2014,0.0,372.0,1313.0,28.31050228310502,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Gambella Town,Gambella Town,W2qdaj1O8el,Yekatit 2014,0.0,358.0,986.0,36.27152988855117,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Ginbot 2014,0.0,62.0,105.0,58.490566037735846,2022-05-09,2022-06-07,2022 May
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Hamle 2013,0.0,118.0,186.0,63.101604278074866,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Hidar 2014,5.0,104.0,148.0,69.79865771812081,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Megabit 2014,21.0,130.0,239.0,54.166666666666664,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Meskerem 2014,0.0,129.0,223.0,57.58928571428571,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Miazia 2014,0.0,114.0,183.0,61.95652173913043,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Nehase 2013,2.0,109.0,174.0,62.28571428571429,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Sene 2014,0.0,75.0,169.0,44.11764705882353,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Tahesas 2014,5.0,147.0,267.0,54.850746268656714,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Tikemet 2014,2.0,139.0,273.0,50.72992700729927,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Tir 2014,0.0,135.0,242.0,55.55555555555556,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Itang Special Woreda,Itang Special Woreda,i9ejfKQ0slS,Yekatit 2014,0.0,90.0,191.0,46.875,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Ginbot 2014,0.0,614.0,1012.0,60.61204343534057,2022-05-09,2022-06-07,2022 May
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Hamle 2013,13.0,535.0,1218.0,43.888433141919606,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Hidar 2014,0.0,606.0,1136.0,53.29815303430079,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Megabit 2014,0.0,560.0,1040.0,53.79442843419788,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Meskerem 2014,39.0,514.0,867.0,59.21658986175116,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Miazia 2014,6.0,520.0,1060.0,49.01036757775684,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Nehase 2013,4.0,337.0,713.0,47.19887955182072,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Sene 2014,0.0,232.0,353.0,65.5367231638418,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Tahesas 2014,2.0,527.0,1032.0,51.0164569215876,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Tikemet 2014,1.0,560.0,1143.0,48.95104895104895,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Tir 2014,0.0,657.0,1194.0,54.97907949790795,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Majang Zone,Godere Woreda,T6rq8YKdItJ,Yekatit 2014,16.0,555.0,943.0,58.79237288135594,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Ginbot 2014,0.0,262.0,389.0,67.17948717948717,2022-05-09,2022-06-07,2022 May
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Hamle 2013,133.0,222.0,332.0,66.66666666666666,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Hidar 2014,5.0,334.0,493.0,67.61133603238866,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Megabit 2014,2.0,210.0,373.0,56.14973262032086,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Meskerem 2014,0.0,249.0,359.0,69.16666666666667,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Miazia 2014,0.0,188.0,351.0,53.40909090909091,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Nehase 2013,0.0,194.0,276.0,70.03610108303249,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Sene 2014,40.0,303.0,502.0,60.238568588469185,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Tahesas 2014,6.0,309.0,464.0,66.45161290322581,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Tikemet 2014,0.0,190.0,367.0,51.63043478260869,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Tir 2014,0.0,322.0,439.0,73.18181818181819,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Majang Zone,Mengeshi Woreda,diELzchCefw,Yekatit 2014,0.0,273.0,430.0,63.341067285382834,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Ginbot 2014,0.0,26.0,66.0,38.80597014925373,2022-05-09,2022-06-07,2022 May
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Hamle 2013,0.0,0.0,0.0,0.0,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Hidar 2014,0.0,69.0,105.0,65.09433962264151,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Megabit 2014,0.0,70.0,85.0,81.3953488372093,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Meskerem 2014,0.0,39.0,61.0,62.903225806451616,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Miazia 2014,0.0,51.0,72.0,69.86301369863014,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Nehase 2013,0.0,29.0,105.0,27.358490566037737,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Sene 2014,0.0,38.0,57.0,65.51724137931035,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Tahesas 2014,287.0,182.0,874.0,20.8,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Tikemet 2014,0.0,36.0,48.0,73.46938775510205,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Tir 2014,0.0,8.0,26.0,29.629629629629623,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Nuer Zone,Akobo Woreda,UNxx7jLtTR7,Yekatit 2014,0.0,0.0,0.0,0.0,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Ginbot 2014,1.0,30.0,69.0,42.857142857142854,2022-05-09,2022-06-07,2022 May
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Hamle 2013,0.0,35.0,60.0,57.377049180327866,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Hidar 2014,151.0,88.0,155.0,56.41025641025641,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Megabit 2014,0.0,0.0,0.0,0.0,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Meskerem 2014,266.0,121.0,143.0,84.02777777777779,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Miazia 2014,102.0,46.0,71.0,63.888888888888886,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Nehase 2013,0.0,6.0,13.0,42.857142857142854,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Sene 2014,0.0,52.0,69.0,74.28571428571429,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Tahesas 2014,38.0,33.0,72.0,45.20547945205479,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Tikemet 2014,179.0,82.0,196.0,41.62436548223351,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Tir 2014,34.0,52.0,107.0,48.148148148148145,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Nuer Zone,Jikawo Woreda,jX1G9vkylnD,Yekatit 2014,0.0,0.0,0.0,0.0,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Ginbot 2014,0.0,21.0,120.0,17.355371900826448,2022-05-09,2022-06-07,2022 May
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Hamle 2013,0.0,92.0,225.0,40.70796460176992,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Hidar 2014,0.0,52.0,157.0,32.91139240506329,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Megabit 2014,0.0,25.0,127.0,19.53125,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Meskerem 2014,0.0,75.0,186.0,40.10695187165776,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Miazia 2014,0.0,21.0,121.0,17.21311475409836,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Nehase 2013,0.0,36.0,115.0,31.03448275862069,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Sene 2014,0.0,28.0,97.0,28.57142857142857,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Tahesas 2014,0.0,62.0,214.0,28.837209302325583,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Tikemet 2014,0.0,51.0,158.0,32.075471698113205,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Tir 2014,0.0,17.0,46.0,36.17021276595745,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Nuer Zone,Lare Woreda,DiubTIKY9hT,Yekatit 2014,0.0,18.0,79.0,22.5,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Ginbot 2014,0.0,32.0,44.0,71.11111111111111,2022-05-09,2022-06-07,2022 May
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Hamle 2013,69.0,52.0,71.0,72.22222222222221,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Hidar 2014,0.0,31.0,88.0,34.831460674157306,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Megabit 2014,0.0,33.0,44.0,73.33333333333333,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Meskerem 2014,0.0,38.0,54.0,69.0909090909091,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Miazia 2014,13.0,32.0,49.0,64.0,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Nehase 2013,26.0,66.0,97.0,67.3469387755102,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Sene 2014,0.0,43.0,49.0,86.0,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Tahesas 2014,0.0,26.0,36.0,70.27027027027027,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Tikemet 2014,0.0,14.0,33.0,41.17647058823529,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Tir 2014,10.0,50.0,64.0,76.92307692307693,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Nuer Zone,Makuey Woreda,dduts0pSS4m,Yekatit 2014,0.0,30.0,36.0,81.08108108108108,2022-02-08,2022-03-09,2022 Feb
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Ginbot 2014,2.0,45.0,204.0,21.951219512195124,2022-05-09,2022-06-07,2022 May
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Hamle 2013,49.0,148.0,320.0,46.10591900311526,2021-07-08,2021-08-06,2021 Jul
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Hidar 2014,5.0,258.0,449.0,57.333333333333336,2021-11-10,2021-12-09,2021 Nov
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Megabit 2014,0.0,28.0,177.0,15.730337078651685,2022-03-10,2022-04-08,2022 Mar
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Meskerem 2014,0.0,155.0,359.0,43.05555555555556,2021-09-11,2021-10-10,2021 Sept
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Miazia 2014,0.0,58.0,221.0,26.126126126126124,2022-04-09,2022-05-08,2022 Apr
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Nehase 2013,0.0,175.0,394.0,44.303797468354425,2021-08-07,2021-09-05,2021 Aug
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Sene 2014,2.0,54.0,191.0,28.125,2022-06-08,2022-07-07,2022 Jun
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Tahesas 2014,0.0,269.0,367.0,73.09782608695652,2021-12-10,2022-01-08,2021 Dec
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Tikemet 2014,0.0,116.0,295.0,39.189189189189186,2021-10-11,2021-11-09,2021 Oct
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Tir 2014,5.0,39.0,101.0,38.23529411764706,2022-01-09,2022-02-07,2022 Jan
Gambella Region,Nuer Zone,Wanthoa Woreda,HIS1oDfgn3M,Yekatit 2014,0.0,35.0,100.0,34.65346534653465,2022-02-08,2022-03-09,2022 Feb
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Ginbot 2014,0.0,0.0,1.0,0.0,2022-05-09,2022-06-07,2022 May
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Hamle 2013,0.0,0.0,3.0,0.0,2021-07-08,2021-08-06,2021 Jul
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Hidar 2014,0.0,0.0,4.0,0.0,2021-11-10,2021-12-09,2021 Nov
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Megabit 2014,0.0,0.0,2.0,0.0,2022-03-10,2022-04-08,2022 Mar
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Meskerem 2014,0.0,0.0,10.0,0.0,2021-09-11,2021-10-10,2021 Sept
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Miazia 2014,0.0,0.0,1.0,0.0,2022-04-09,2022-05-08,2022 Apr
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Nehase 2013,0.0,0.0,3.0,0.0,2021-08-07,2021-09-05,2021 Aug
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Sene 2014,0.0,0.0,0.0,0.0,2022-06-08,2022-07-07,2022 Jun
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Tahesas 2014,0.0,0.0,3.0,0.0,2021-12-10,2022-01-08,2021 Dec
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Tikemet 2014,0.0,0.0,2.0,0.0,2021-10-11,2021-11-09,2021 Oct
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Tir 2014,0.0,0.0,2.0,0.0,2022-01-09,2022-02-07,2022 Jan
Harari Region,Abadir Woreda,Abadir Woreda,WgZrDyI3CnP,Yekatit 2014,0.0,0.0,0.0,0.0,2022-02-08,2022-03-09,2022 Feb
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Ginbot 2014,0.0,1.0,14.0,6.666666666666667,2022-05-09,2022-06-07,2022 May
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Hamle 2013,0.0,0.0,20.0,0.0,2021-07-08,2021-08-06,2021 Jul
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Hidar 2014,0.0,0.0,16.0,0.0,2021-11-10,2021-12-09,2021 Nov
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Megabit 2014,0.0,0.0,20.0,0.0,2022-03-10,2022-04-08,2022 Mar
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Meskerem 2014,0.0,0.0,22.0,0.0,2021-09-11,2021-10-10,2021 Sept
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Miazia 2014,0.0,1.0,11.0,8.333333333333332,2022-04-09,2022-05-08,2022 Apr
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Nehase 2013,0.0,0.0,26.0,0.0,2021-08-07,2021-09-05,2021 Aug
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Sene 2014,0.0,1.0,16.0,5.88235294117647,2022-06-08,2022-07-07,2022 Jun
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Tahesas 2014,0.0,0.0,14.0,0.0,2021-12-10,2022-01-08,2021 Dec
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Tikemet 2014,0.0,0.0,14.0,0.0,2021-10-11,2021-11-09,2021 Oct
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Tir 2014,0.0,0.0,11.0,0.0,2022-01-09,2022-02-07,2022 Jan
Harari Region,Aboker Woreda,Aboker Woreda,xxawQ60i5Dv,Yekatit 2014,0.0,0.0,21.0,0.0,2022-02-08,2022-03-09,2022 Feb
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Ginbot 2014,14.0,12.0,60.0,19.672131147540984,2022-05-09,2022-06-07,2022 May
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Hamle 2013,0.0,0.0,22.0,0.0,2021-07-08,2021-08-06,2021 Jul
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Hidar 2014,0.0,0.0,40.0,0.0,2021-11-10,2021-12-09,2021 Nov
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Megabit 2014,0.0,0.0,15.0,0.0,2022-03-10,2022-04-08,2022 Mar
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Meskerem 2014,0.0,0.0,40.0,0.0,2021-09-11,2021-10-10,2021 Sept
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Miazia 2014,0.0,0.0,20.0,0.0,2022-04-09,2022-05-08,2022 Apr
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Nehase 2013,0.0,1.0,28.0,3.4482758620689653,2021-08-07,2021-09-05,2021 Aug
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Sene 2014,2.0,34.0,120.0,28.09917355371901,2022-06-08,2022-07-07,2022 Jun
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Tahesas 2014,0.0,0.0,53.0,0.0,2021-12-10,2022-01-08,2021 Dec
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Tikemet 2014,0.0,0.0,35.0,0.0,2021-10-11,2021-11-09,2021 Oct
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Tir 2014,0.0,0.0,43.0,0.0,2022-01-09,2022-02-07,2022 Jan
Harari Region,Amir Nur Woreda,Amir Nur Woreda,N5IsomD6apU,Yekatit 2014,0.0,0.0,27.0,0.0,2022-02-08,2022-03-09,2022 Feb
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Ginbot 2014,1.0,1.0,81.0,1.2195121951219512,2022-05-09,2022-06-07,2022 May
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Hamle 2013,0.0,1.0,51.0,1.9230769230769231,2021-07-08,2021-08-06,2021 Jul
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Hidar 2014,0.0,0.0,100.0,0.0,2021-11-10,2021-12-09,2021 Nov
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Megabit 2014,0.0,0.0,27.0,0.0,2022-03-10,2022-04-08,2022 Mar
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Meskerem 2014,0.0,0.0,66.0,0.0,2021-09-11,2021-10-10,2021 Sept
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Miazia 2014,0.0,0.0,120.0,0.0,2022-04-09,2022-05-08,2022 Apr
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Nehase 2013,0.0,0.0,51.0,0.0,2021-08-07,2021-09-05,2021 Aug
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Sene 2014,0.0,10.0,161.0,6.172839506172839,2022-06-08,2022-07-07,2022 Jun
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Tahesas 2014,0.0,0.0,58.0,0.0,2021-12-10,2022-01-08,2021 Dec
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Tikemet 2014,0.0,0.0,80.0,0.0,2021-10-11,2021-11-09,2021 Oct
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Tir 2014,0.0,0.0,56.0,0.0,2022-01-09,2022-02-07,2022 Jan
Harari Region,Dire Teyara Woreda,Dire Teyara Woreda,BC0DHYPzMPi,Yekatit 2014,0.0,0.0,22.0,0.0,2022-02-08,2022-03-09,2022 Feb
Harari Region,Erer Woreda,Erer Woreda,scprIHq1JF3,Ginbot 2014,0.0,4.0,50.0,7.84313725490196,2022-05-09,2022-06-07,2022 May
Harari Region,Erer Woreda,Erer Woreda,scprIHq1JF3,Hamle 2013,0.0,3.0,33.0,8.823529411764707,2021-07-08,2021-08-06,2021 Jul
