orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate,Period_Gregorian_start,Period_Gregorian_end,Period
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Nehase 2016,15.0,201.0,1688.0,11.900532859680284,2024-08-07,2024-09-05,2024 Aug
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Sene 2017,36.0,193.0,1168.0,16.5098374679213,2025-06-08,2025-07-07,2025 Jun
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tahesas 2017,53.0,268.0,1205.0,22.22222222222222,2024-12-10,2025-01-08,2024 Dec
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tikemet 2017,37.0,340.0,1546.0,21.978021978021975,2024-10-11,2024-11-09,2024 Oct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Tir 2017,90.0,225.0,1315.0,17.09726443768997,2025-01-09,2025-02-07,2025 Jan
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,j59J2d3Ym3C,Yekatit 2017,72.0,131.0,1193.0,10.971524288107204,2025-02-08,2025-03-09,2025 Feb
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Ginbot 2017,0.0,57.0,399.0,14.249999999999998,2025-05-09,2025-06-07,2025 May
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hamle 2016,10.0,70.0,429.0,16.27906976744186,2024-07-08,2024-08-06,2024 Jul
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Hidar 2017,7.0,144.0,628.0,22.89348171701113,2024-11-10,2024-12-09,2024 Nov
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Megabit 2017,0.0,57.0,463.0,12.284482758620689,2025-03-10,2025-04-08,2025 Mar
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Meskerem 2017,15.0,90.0,518.0,17.341040462427745,2024-09-11,2024-10-10,2024 Sept
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Miazia 2017,0.0,57.0,383.0,14.84375,2025-04-09,2025-05-08,2025 Apr
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Nehase 2016,0.0,48.0,428.0,11.188811188811188,2024-08-07,2024-09-05,2024 Aug
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Sene 2017,6.0,48.0,333.0,14.37125748502994,2025-06-08,2025-07-07,2025 Jun
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tahesas 2017,15.0,98.0,590.0,16.58206429780034,2024-12-10,2025-01-08,2024 Dec
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tikemet 2017,7.0,170.0,593.0,28.619528619528616,2024-10-11,2024-11-09,2024 Oct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Tir 2017,19.0,93.0,689.0,13.478260869565217,2025-01-09,2025-02-07,2025 Jan
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,veWjz5L6CYU,Yekatit 2017,0.0,60.0,419.0,14.285714285714285,2025-02-08,2025-03-09,2025 Feb
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Ginbot 2017,111.0,165.0,978.0,16.853932584269664,2025-05-09,2025-06-07,2025 May
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hamle 2016,19.0,204.0,768.0,26.527958387516257,2024-07-08,2024-08-06,2024 Jul
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Hidar 2017,47.0,321.0,1215.0,26.398026315789476,2024-11-10,2024-12-09,2024 Nov
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Megabit 2017,97.0,148.0,1272.0,11.626080125687354,2025-03-10,2025-04-08,2025 Mar
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Meskerem 2017,26.0,197.0,1002.0,19.64107676969093,2024-09-11,2024-10-10,2024 Sept
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Miazia 2017,74.0,142.0,980.0,14.475025484199795,2025-04-09,2025-05-08,2025 Apr
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Nehase 2016,37.0,201.0,1112.0,18.059299191374663,2024-08-07,2024-09-05,2024 Aug
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Sene 2017,78.0,187.0,881.0,21.201814058956916,2025-06-08,2025-07-07,2025 Jun
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tahesas 2017,41.0,265.0,993.0,26.65995975855131,2024-12-10,2025-01-08,2024 Dec
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tikemet 2017,43.0,374.0,1059.0,35.283018867924525,2024-10-11,2024-11-09,2024 Oct
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Tir 2017,68.0,187.0,889.0,21.01123595505618,2025-01-09,2025-02-07,2025 Jan
Addis Ababa City Administration,Nifas Silk Lafto Sub City,Nifas Silk Lafto Sub City,smjdej6f9a2,Yekatit 2017,76.0,157.0,799.0,19.625,2025-02-08,2025-03-09,2025 Feb
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Ginbot 2017,17.0,66.0,387.0,17.010309278350515,2025-05-09,2025-06-07,2025 May
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hamle 2016,56.0,161.0,757.0,21.240105540897098,2024-07-08,2024-08-06,2024 Jul
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Hidar 2017,15.0,210.0,707.0,29.66101694915254,2024-11-10,2024-12-09,2024 Nov
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Megabit 2017,7.0,61.0,473.0,12.869198312236287,2025-03-10,2025-04-08,2025 Mar
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Meskerem 2017,8.0,92.0,588.0,15.619694397283531,2024-09-11,2024-10-10,2024 Sept
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Miazia 2017,10.0,77.0,360.0,21.32963988919667,2025-04-09,2025-05-08,2025 Apr
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Nehase 2016,11.0,127.0,916.0,13.849509269356597,2024-08-07,2024-09-05,2024 Aug
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Sene 2017,23.0,65.0,455.0,14.25438596491228,2025-06-08,2025-07-07,2025 Jun
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tahesas 2017,10.0,142.0,504.0,28.11881188118812,2024-12-10,2025-01-08,2024 Dec
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tikemet 2017,16.0,243.0,758.0,32.015810276679844,2024-10-11,2024-11-09,2024 Oct
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Tir 2017,23.0,86.0,375.0,22.872340425531913,2025-01-09,2025-02-07,2025 Jan
Addis Ababa City Administration,Yeka Sub City,Yeka Sub City,y5Wg5rqVqVw,Yekatit 2017,12.0,83.0,546.0,15.173674588665447,2025-02-08,2025-03-09,2025 Feb
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Ginbot 2017,0.0,227.0,247.0,91.53225806451611,2025-05-09,2025-06-07,2025 May
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hamle 2016,8.0,180.0,490.0,36.65987780040733,2024-07-08,2024-08-06,2024 Jul
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Hidar 2017,18.0,263.0,326.0,80.42813455657493,2024-11-10,2024-12-09,2024 Nov
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Megabit 2017,0.0,298.0,305.0,97.38562091503267,2025-03-10,2025-04-08,2025 Mar
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Meskerem 2017,15.0,247.0,311.0,79.16666666666666,2024-09-11,2024-10-10,2024 Sept
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Miazia 2017,0.0,268.0,272.0,98.16849816849816,2025-04-09,2025-05-08,2025 Apr
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Nehase 2016,15.0,265.0,441.0,59.95475113122172,2024-08-07,2024-09-05,2024 Aug
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Sene 2017,0.0,229.0,231.0,98.70689655172411,2025-06-08,2025-07-07,2025 Jun
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tahesas 2017,3.0,262.0,312.0,83.70607028753993,2024-12-10,2025-01-08,2024 Dec
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tikemet 2017,15.0,292.0,385.0,75.64766839378238,2024-10-11,2024-11-09,2024 Oct
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Tir 2017,0.0,352.0,423.0,83.01886792452831,2025-01-09,2025-02-07,2025 Jan
Afar Region,Zone 1 Zone,Adaar Woreda,B2g4E9bpYaC,Yekatit 2017,0.0,320.0,350.0,91.16809116809117,2025-02-08,2025-03-09,2025 Feb
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Ginbot 2017,15.0,420.0,953.0,44.0251572327044,2025-05-09,2025-06-07,2025 May
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hamle 2016,0.0,61.0,287.0,21.180555555555554,2024-07-08,2024-08-06,2024 Jul
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Hidar 2017,0.0,67.0,312.0,21.40575079872205,2024-11-10,2024-12-09,2024 Nov
Afar Region,Zone 1 Zone,Afambo Woreda,bWatsmhxeYR,Megabit 2017,0.0,633.0,914.0,69.18032786885246,2025-03-10,2025-04-08,2025 Mar
