Region,Zone,Woreda,Period,Latitude,Longitude,Elevation_m,MaxTemp_C,MinTemp_C,AvgTemp_C,Rainfall_mm,Humidity_pct,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate,Period_Gregorian_start,Period_Gregorian_end,ADM3_PCODE,climate_source
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2021 Sept,8.8968,38.804,2159.8,20.7,10.7,15.7,116.134,77.7,IRwFTUG9H8c,Meskerem 2014,0.0,17.0,173.0,9.770114942528735,2021-09-11,2021-10-10,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Apr,8.8968,38.804,2159.8,24.27,14.27,19.27,27.259,47.1,IRwFTUG9H8c,Miazia 2014,4.0,14.0,207.0,6.730769230769231,2022-04-09,2022-05-08,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2021 Aug,8.8968,38.804,2159.8,20.87,10.87,15.87,248.191,84.8,IRwFTUG9H8c,Nehase 2013,1.0,9.0,120.0,7.43801652892562,2021-08-07,2021-09-05,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Jun,8.8968,38.804,2159.8,21.63,11.63,16.63,183.483,75.0,IRwFTUG9H8c,Sene 2014,3.0,48.0,297.0,16.10738255033557,2022-06-08,2022-07-07,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2021 Dec,8.8968,38.804,2159.8,20.92,10.92,15.92,5.907,47.6,IRwFTUG9H8c,Tahesas 2014,4.0,12.0,203.0,5.88235294117647,2021-12-10,2022-01-08,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2021 Oct,8.8968,38.804,2159.8,20.31,10.31,15.31,30.258,61.7,IRwFTUG9H8c,Tikemet 2014,4.0,22.0,193.0,11.34020618556701,2021-10-11,2021-11-09,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Jan,8.8968,38.804,2159.8,21.65,11.65,16.65,12.535,48.3,IRwFTUG9H8c,Tir 2014,2.0,17.0,180.0,9.392265193370166,2022-01-09,2022-02-07,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Feb,8.8968,38.804,2159.8,23.0,13.0,18.0,14.219,41.9,IRwFTUG9H8c,Yekatit 2014,0.0,18.0,202.0,8.866995073891626,2022-02-08,2022-03-09,ET140101,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 May,9.0353,38.7559,2445.6,23.34,13.34,18.34,52.314,45.0,ZDlhLE4uVcy,Ginbot 2014,1.0,17.0,106.0,15.887850467289718,2022-05-09,2022-06-07,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2021 Jul,9.0353,38.7559,2445.6,19.59,9.59,14.59,277.02,87.6,ZDlhLE4uVcy,Hamle 2013,0.0,9.0,54.0,16.363636363636363,2021-07-08,2021-08-06,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2021 Nov,9.0353,38.7559,2445.6,19.7,9.7,14.7,6.778,49.4,ZDlhLE4uVcy,Hidar 2014,0.0,7.0,82.0,8.433734939759036,2021-11-10,2021-12-09,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Mar,9.0353,38.7559,2445.6,22.66,12.66,17.66,30.672,45.3,ZDlhLE4uVcy,Megabit 2014,1.0,11.0,78.0,13.924050632911392,2022-03-10,2022-04-08,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2021 Sept,9.0353,38.7559,2445.6,19.74,9.74,14.74,120.109,78.6,ZDlhLE4uVcy,Meskerem 2014,0.0,12.0,65.0,18.181818181818183,2021-09-11,2021-10-10,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Apr,9.0353,38.7559,2445.6,23.14,13.14,18.14,32.284,47.9,ZDlhLE4uVcy,Miazia 2014,1.0,14.0,78.0,17.72151898734177,2022-04-09,2022-05-08,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2021 Aug,9.0353,38.7559,2445.6,19.93,9.93,14.93,279.748,86.3,ZDlhLE4uVcy,Nehase 2013,0.0,10.0,78.0,12.658227848101266,2021-08-07,2021-09-05,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Jun,9.0353,38.7559,2445.6,20.65,10.65,15.65,196.107,75.7,ZDlhLE4uVcy,Sene 2014,2.0,22.0,131.0,16.666666666666664,2022-06-08,2022-07-07,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2021 Dec,9.0353,38.7559,2445.6,20.0,10.0,15.0,9.981,48.6,ZDlhLE4uVcy,Tahesas 2014,0.0,7.0,75.0,9.210526315789473,2021-12-10,2022-01-08,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2021 Oct,9.0353,38.7559,2445.6,19.38,9.38,14.38,29.912,62.5,ZDlhLE4uVcy,Tikemet 2014,8.0,7.0,62.0,11.11111111111111,2021-10-11,2021-11-09,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Jan,9.0353,38.7559,2445.6,20.61,10.61,15.61,20.291,49.9,ZDlhLE4uVcy,Tir 2014,2.0,10.0,66.0,14.925373134328357,2022-01-09,2022-02-07,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Feb,9.0353,38.7559,2445.6,21.94,11.94,16.94,15.452,43.6,ZDlhLE4uVcy,Yekatit 2014,1.0,11.0,77.0,14.102564102564102,2022-02-08,2022-03-09,ET140109,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 May,8.9744,38.8093,2279.0,23.34,13.34,18.34,62.722,45.0,Bqq3KNXFksZ,Ginbot 2014,6.0,23.0,275.0,8.333333333333332,2022-05-09,2022-06-07,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2021 Jul,8.9744,38.8093,2279.0,19.59,9.59,14.59,260.09,87.6,Bqq3KNXFksZ,Hamle 2013,8.0,16.0,141.0,11.267605633802818,2021-07-08,2021-08-06,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2021 Nov,8.9744,38.8093,2279.0,19.7,9.7,14.7,7.169,49.4,Bqq3KNXFksZ,Hidar 2014,2.0,26.0,192.0,13.471502590673577,2021-11-10,2021-12-09,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Mar,8.9744,38.8093,2279.0,22.66,12.66,17.66,35.02,45.3,Bqq3KNXFksZ,Megabit 2014,9.0,18.0,140.0,12.76595744680851,2022-03-10,2022-04-08,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2021 Sept,8.9744,38.8093,2279.0,19.74,9.74,14.74,129.177,78.6,Bqq3KNXFksZ,Meskerem 2014,2.0,15.0,178.0,8.379888268156424,2021-09-11,2021-10-10,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Apr,8.9744,38.8093,2279.0,23.14,13.14,18.14,33.467,47.9,Bqq3KNXFksZ,Miazia 2014,10.0,21.0,134.0,15.555555555555555,2022-04-09,2022-05-08,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2021 Aug,8.9744,38.8093,2279.0,19.93,9.93,14.93,263.762,86.3,Bqq3KNXFksZ,Nehase 2013,8.0,14.0,154.0,9.032258064516128,2021-08-07,2021-09-05,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Jun,8.9744,38.8093,2279.0,20.65,10.65,15.65,220.307,75.7,Bqq3KNXFksZ,Sene 2014,5.0,33.0,187.0,17.5531914893617,2022-06-08,2022-07-07,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2021 Dec,8.9744,38.8093,2279.0,20.0,10.0,15.0,11.699,48.6,Bqq3KNXFksZ,Tahesas 2014,5.0,14.0,134.0,10.37037037037037,2021-12-10,2022-01-08,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2021 Oct,8.9744,38.8093,2279.0,19.38,9.38,14.38,52.617,62.5,Bqq3KNXFksZ,Tikemet 2014,9.0,19.0,190.0,9.947643979057592,2021-10-11,2021-11-09,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Jan,8.9744,38.8093,2279.0,20.61,10.61,15.61,22.863,49.9,Bqq3KNXFksZ,Tir 2014,6.0,18.0,147.0,12.162162162162163,2022-01-09,2022-02-07,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Feb,8.9744,38.8093,2279.0,21.94,11.94,16.94,18.732,43.6,Bqq3KNXFksZ,Yekatit 2014,12.0,21.0,140.0,14.893617021276595,2022-02-08,2022-03-09,ET140104,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 May,9.0707,38.7392,2675.6,21.72,11.72,16.72,49.603,44.9,fP7LbnZr3ef,Ginbot 2014,6.0,13.0,65.0,19.696969696969695,2022-05-09,2022-06-07,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2021 Jul,9.0707,38.7392,2675.6,18.07,8.07,13.07,304.753,88.9,fP7LbnZr3ef,Hamle 2013,4.0,9.0,56.0,15.789473684210526,2021-07-08,2021-08-06,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2021 Nov,9.0707,38.7392,2675.6,18.45,8.45,13.45,3.588,48.7,fP7LbnZr3ef,Hidar 2014,2.0,12.0,56.0,21.052631578947366,2021-11-10,2021-12-09,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Mar,9.0707,38.7392,2675.6,21.01,11.01,16.01,29.522,46.1,fP7LbnZr3ef,Megabit 2014,6.0,9.0,47.0,18.75,2022-03-10,2022-04-08,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2021 Sept,9.0707,38.7392,2675.6,18.18,8.18,13.18,115.735,79.3,fP7LbnZr3ef,Meskerem 2014,2.0,9.0,58.0,15.254237288135592,2021-09-11,2021-10-10,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Apr,9.0707,38.7392,2675.6,21.45,11.45,16.45,33.976,48.1,fP7LbnZr3ef,Miazia 2014,0.0,7.0,45.0,15.217391304347828,2022-04-09,2022-05-08,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2021 Aug,9.0707,38.7392,2675.6,18.33,8.33,13.33,306.256,87.6,fP7LbnZr3ef,Nehase 2013,18.0,11.0,62.0,17.46031746031746,2021-08-07,2021-09-05,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Jun,9.0707,38.7392,2675.6,19.04,9.04,14.04,201.078,76.5,fP7LbnZr3ef,Sene 2014,13.0,19.0,65.0,28.78787878787879,2022-06-08,2022-07-07,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2021 Dec,9.0707,38.7392,2675.6,18.68,8.68,13.68,8.712,48.1,fP7LbnZr3ef,Tahesas 2014,4.0,8.0,49.0,16.0,2021-12-10,2022-01-08,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2021 Oct,9.0707,38.7392,2675.6,17.97,7.97,12.97,10.236,62.7,fP7LbnZr3ef,Tikemet 2014,2.0,10.0,59.0,16.666666666666664,2021-10-11,2021-11-09,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Jan,9.0707,38.7392,2675.6,19.05,9.05,14.05,18.401,50.8,fP7LbnZr3ef,Tir 2014,9.0,13.0,44.0,28.88888888888889,2022-01-09,2022-02-07,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Feb,9.0707,38.7392,2675.6,20.35,10.35,15.35,14.087,44.5,fP7LbnZr3ef,Yekatit 2014,10.0,12.0,60.0,19.672131147540984,2022-02-08,2022-03-09,ET140110,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 May,9.0,38.7594,2328.0,23.34,13.34,18.34,52.314,45.0,aeTzP0ST2hq,Ginbot 2014,0.0,20.0,212.0,9.389671361502346,2022-05-09,2022-06-07,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2021 Jul,9.0,38.7594,2328.0,19.59,9.59,14.59,277.02,87.6,aeTzP0ST2hq,Hamle 2013,2.0,30.0,206.0,14.492753623188406,2021-07-08,2021-08-06,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2021 Nov,9.0,38.7594,2328.0,19.7,9.7,14.7,6.778,49.4,aeTzP0ST2hq,Hidar 2014,1.0,14.0,209.0,6.666666666666667,2021-11-10,2021-12-09,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Mar,9.0,38.7594,2328.0,22.66,12.66,17.66,30.672,45.3,aeTzP0ST2hq,Megabit 2014,0.0,17.0,254.0,6.666666666666667,2022-03-10,2022-04-08,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2021 Sept,9.0,38.7594,2328.0,19.74,9.74,14.74,120.109,78.6,aeTzP0ST2hq,Meskerem 2014,23.0,20.0,150.0,13.245033112582782,2021-09-11,2021-10-10,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Apr,9.0,38.7594,2328.0,23.14,13.14,18.14,32.284,47.9,aeTzP0ST2hq,Miazia 2014,0.0,15.0,232.0,6.437768240343347,2022-04-09,2022-05-08,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2021 Aug,9.0,38.7594,2328.0,19.93,9.93,14.93,279.748,86.3,aeTzP0ST2hq,Nehase 2013,2.0,23.0,184.0,12.432432432432432,2021-08-07,2021-09-05,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Jun,9.0,38.7594,2328.0,20.65,10.65,15.65,196.107,75.7,aeTzP0ST2hq,Sene 2014,2.0,28.0,297.0,9.395973154362416,2022-06-08,2022-07-07,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2021 Dec,9.0,38.7594,2328.0,20.0,10.0,15.0,9.981,48.6,aeTzP0ST2hq,Tahesas 2014,0.0,13.0,198.0,6.532663316582915,2021-12-10,2022-01-08,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2021 Oct,9.0,38.7594,2328.0,19.38,9.38,14.38,29.912,62.5,aeTzP0ST2hq,Tikemet 2014,2.0,13.0,165.0,7.83132530120482,2021-10-11,2021-11-09,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Jan,9.0,38.7594,2328.0,20.61,10.61,15.61,20.291,49.9,aeTzP0ST2hq,Tir 2014,0.0,19.0,231.0,8.189655172413794,2022-01-09,2022-02-07,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Feb,9.0,38.7594,2328.0,21.94,11.94,16.94,15.452,43.6,aeTzP0ST2hq,Yekatit 2014,0.0,20.0,195.0,10.20408163265306,2022-02-08,2022-03-09,ET140106,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 May,8.9932,38.6852,2400.0,22.8,12.8,17.8,48.981,44.9,R6nsx1xB8wq,Ginbot 2014,1.0,22.0,165.0,13.253012048192772,2022-05-09,2022-06-07,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2021 Jul,8.9932,38.6852,2400.0,19.12,9.12,14.12,285.96,87.3,R6nsx1xB8wq,Hamle 2013,0.0,9.0,81.0,10.975609756097562,2021-07-08,2021-08-06,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2021 Nov,8.9932,38.6852,2400.0,19.44,9.44,14.44,15.638,48.2,R6nsx1xB8wq,Hidar 2014,0.0,12.0,114.0,10.434782608695652,2021-11-10,2021-12-09,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Mar,8.9932,38.6852,2400.0,22.25,12.25,17.25,31.531,44.7,R6nsx1xB8wq,Megabit 2014,1.0,8.0,128.0,6.2015503875969,2022-03-10,2022-04-08,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2021 Sept,8.9932,38.6852,2400.0,19.2,9.2,14.2,128.498,78.9,R6nsx1xB8wq,Meskerem 2014,0.0,12.0,109.0,10.909090909090908,2021-09-11,2021-10-10,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Apr,8.9932,38.6852,2400.0,22.64,12.64,17.64,34.078,47.7,R6nsx1xB8wq,Miazia 2014,3.0,13.0,131.0,9.848484848484848,2022-04-09,2022-05-08,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2021 Aug,8.9932,38.6852,2400.0,19.4,9.4,14.4,292.805,86.3,R6nsx1xB8wq,Nehase 2013,4.0,14.0,118.0,11.76470588235294,2021-08-07,2021-09-05,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Jun,8.9932,38.6852,2400.0,20.11,10.11,15.11,189.911,75.9,R6nsx1xB8wq,Sene 2014,3.0,36.0,165.0,21.686746987951807,2022-06-08,2022-07-07,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2021 Dec,8.9932,38.6852,2400.0,19.75,9.75,14.75,9.744,47.2,R6nsx1xB8wq,Tahesas 2014,2.0,8.0,122.0,6.504065040650407,2021-12-10,2022-01-08,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2021 Oct,8.9932,38.6852,2400.0,18.95,8.95,13.95,26.02,62.3,R6nsx1xB8wq,Tikemet 2014,2.0,9.0,106.0,8.411214953271028,2021-10-11,2021-11-09,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Jan,8.9932,38.6852,2400.0,20.28,10.28,15.28,20.481,48.9,R6nsx1xB8wq,Tir 2014,2.0,14.0,116.0,11.965811965811966,2022-01-09,2022-02-07,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Feb,8.9932,38.6852,2400.0,21.58,11.58,16.58,14.925,42.6,R6nsx1xB8wq,Yekatit 2014,1.0,13.0,130.0,9.923664122137405,2022-02-08,2022-03-09,ET140103,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 May,9.0048,38.8701,2371.5,23.28,13.28,18.28,51.617,44.1,j59J2d3Ym3C,Ginbot 2014,6.0,26.0,207.0,12.5,2022-05-09,2022-06-07,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2021 Jul,9.0048,38.8701,2371.5,19.48,9.48,14.48,273.332,87.4,j59J2d3Ym3C,Hamle 2013,1.0,38.0,161.0,23.456790123456788,2021-07-08,2021-08-06,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2021 Nov,9.0048,38.8701,2371.5,19.4,9.4,14.4,2.823,49.7,j59J2d3Ym3C,Hidar 2014,1.0,21.0,170.0,12.280701754385964,2021-11-10,2021-12-09,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Mar,9.0048,38.8701,2371.5,22.37,12.37,17.37,25.294,45.6,j59J2d3Ym3C,Megabit 2014,10.0,17.0,186.0,9.090909090909092,2022-03-10,2022-04-08,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2021 Sept,9.0048,38.8701,2371.5,19.58,9.58,14.58,94.147,78.5,j59J2d3Ym3C,Meskerem 2014,0.0,29.0,183.0,15.760869565217392,2021-09-11,2021-10-10,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Apr,9.0048,38.8701,2371.5,23.04,13.04,18.04,25.958,47.1,j59J2d3Ym3C,Miazia 2014,4.0,20.0,181.0,10.989010989010987,2022-04-09,2022-05-08,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2021 Aug,9.0048,38.8701,2371.5,19.8,9.8,14.8,273.397,86.3,j59J2d3Ym3C,Nehase 2013,5.0,28.0,173.0,16.091954022988507,2021-08-07,2021-09-05,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Jun,9.0048,38.8701,2371.5,20.58,10.58,15.58,198.75,74.8,j59J2d3Ym3C,Sene 2014,29.0,41.0,233.0,17.52136752136752,2022-06-08,2022-07-07,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2021 Dec,9.0048,38.8701,2371.5,19.62,9.62,14.62,5.21,49.7,j59J2d3Ym3C,Tahesas 2014,1.0,23.0,192.0,11.917098445595856,2021-12-10,2022-01-08,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2021 Oct,9.0048,38.8701,2371.5,19.2,9.2,14.2,14.731,62.1,j59J2d3Ym3C,Tikemet 2014,1.0,18.0,201.0,8.91089108910891,2021-10-11,2021-11-09,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Jan,9.0048,38.8701,2371.5,20.23,10.23,15.23,11.795,51.0,j59J2d3Ym3C,Tir 2014,1.0,23.0,165.0,13.855421686746988,2022-01-09,2022-02-07,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Feb,9.0048,38.8701,2371.5,21.56,11.56,16.56,14.725,44.4,j59J2d3Ym3C,Yekatit 2014,7.0,32.0,193.0,16.49484536082474,2022-02-08,2022-03-09,ET140111,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2022 May,9.0024,38.7315,2331.2,22.8,12.8,17.8,52.314,44.9,veWjz5L6CYU,Ginbot 2014,1.0,9.0,99.0,9.0,2022-05-09,2022-06-07,ET140105,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2021 Jul,9.0024,38.7315,2331.2,19.12,9.12,14.12,277.02,87.3,veWjz5L6CYU,Hamle 2013,0.0,9.0,100.0,8.91089108910891,2021-07-08,2021-08-06,ET140105,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2021 Nov,9.0024,38.7315,2331.2,19.44,9.44,14.44,6.778,48.2,veWjz5L6CYU,Hidar 2014,0.0,5.0,64.0,7.6923076923076925,2021-11-10,2021-12-09,ET140105,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2022 Mar,9.0024,38.7315,2331.2,22.25,12.25,17.25,30.672,44.7,veWjz5L6CYU,Megabit 2014,0.0,6.0,72.0,8.21917808219178,2022-03-10,2022-04-08,ET140105,direct
