Region,Zone,Woreda,Period,Latitude,Longitude,Elevation_m,MaxTemp_C,MinTemp_C,AvgTemp_C,Rainfall_mm,Humidity_pct,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate,Period_Gregorian_start,Period_Gregorian_end,ADM3_PCODE,climate_source
Addis Ababa City Administration,Addis Ketema Sub City,Addis Ketema Sub City,2023 Jan,9.0415,38.7063,2483.1,19.72,9.72,14.72,11.695,42.7,JgBKioqJo5h,Tir 2015,8.0,44.0,329.0,13.333333333333334,2023-01-09,2023-02-07,ET140108,direct
Addis Ababa City Administration,Addis Ketema Sub City,Addis Ketema Sub City,2023 Feb,9.0415,38.7063,2483.1,20.66,10.66,15.66,42.861,44.4,JgBKioqJo5h,Yekatit 2015,3.0,49.0,423.0,11.556603773584904,2023-02-08,2023-03-09,ET140108,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2023 May,8.8968,38.804,2159.8,22.12,12.12,17.12,190.506,78.9,IRwFTUG9H8c,Ginbot 2015,0.0,43.0,412.0,10.411622276029057,2023-05-09,2023-06-07,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Jul,8.8968,38.804,2159.8,20.44,10.44,15.44,233.979,86.6,IRwFTUG9H8c,Hamle 2014,0.0,27.0,260.0,10.344827586206897,2022-07-08,2022-08-06,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Nov,8.8968,38.804,2159.8,20.64,10.64,15.64,3.578,51.0,IRwFTUG9H8c,Hidar 2015,0.0,43.0,460.0,9.327548806941431,2022-11-10,2022-12-09,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2023 Mar,8.8968,38.804,2159.8,22.07,12.07,17.07,129.77,70.0,IRwFTUG9H8c,Megabit 2015,0.0,37.0,403.0,9.15841584158416,2023-03-10,2023-04-08,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Sept,8.8968,38.804,2159.8,20.61,10.61,15.61,120.747,76.9,IRwFTUG9H8c,Meskerem 2015,0.0,29.0,312.0,9.26517571884984,2022-09-11,2022-10-10,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2023 Apr,8.8968,38.804,2159.8,22.23,12.23,17.23,127.789,74.4,IRwFTUG9H8c,Miazia 2015,5.0,22.0,325.0,6.748466257668712,2023-04-09,2023-05-08,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Aug,8.8968,38.804,2159.8,20.64,10.64,15.64,257.895,85.7,IRwFTUG9H8c,Nehase 2014,1.0,20.0,224.0,8.88888888888889,2022-08-07,2022-09-05,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2023 Jun,8.8968,38.804,2159.8,21.72,11.72,16.72,143.263,80.3,IRwFTUG9H8c,Sene 2015,4.0,84.0,481.0,17.42738589211618,2023-06-08,2023-07-07,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Dec,8.8968,38.804,2159.8,20.6,10.6,15.6,4.293,49.9,IRwFTUG9H8c,Tahesas 2015,6.0,22.0,369.0,5.9459459459459465,2022-12-10,2023-01-08,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2022 Oct,8.8968,38.804,2159.8,20.57,10.57,15.57,17.434,59.9,IRwFTUG9H8c,Tikemet 2015,4.0,47.0,303.0,15.460526315789474,2022-10-11,2022-11-09,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2023 Jan,8.8968,38.804,2159.8,20.92,10.92,15.92,6.219,43.3,IRwFTUG9H8c,Tir 2015,2.0,40.0,379.0,10.526315789473683,2023-01-09,2023-02-07,ET140101,direct
Addis Ababa City Administration,Akaki Kality Sub City,Akaki Kality Sub City,2023 Feb,8.8968,38.804,2159.8,22.01,12.01,17.01,49.973,44.9,IRwFTUG9H8c,Yekatit 2015,0.0,40.0,363.0,10.989010989010987,2023-02-08,2023-03-09,ET140101,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2023 May,9.0353,38.7559,2445.6,21.07,11.07,16.07,130.131,79.5,ZDlhLE4uVcy,Ginbot 2015,1.0,35.0,204.0,17.073170731707318,2023-05-09,2023-06-07,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Jul,9.0353,38.7559,2445.6,19.49,9.49,14.49,274.633,87.9,ZDlhLE4uVcy,Hamle 2014,0.0,16.0,92.0,17.20430107526882,2022-07-08,2022-08-06,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Nov,9.0353,38.7559,2445.6,19.6,9.6,14.6,6.105,52.5,ZDlhLE4uVcy,Hidar 2015,0.0,12.0,123.0,9.67741935483871,2022-11-10,2022-12-09,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2023 Mar,9.0353,38.7559,2445.6,20.92,10.92,15.92,126.704,71.6,ZDlhLE4uVcy,Megabit 2015,1.0,22.0,163.0,13.414634146341465,2023-03-10,2023-04-08,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Sept,9.0353,38.7559,2445.6,19.64,9.64,14.64,131.012,77.5,ZDlhLE4uVcy,Meskerem 2015,0.0,22.0,142.0,15.384615384615383,2022-09-11,2022-10-10,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2023 Apr,9.0353,38.7559,2445.6,21.06,11.06,16.06,114.092,76.1,ZDlhLE4uVcy,Miazia 2015,2.0,25.0,166.0,14.97005988023952,2023-04-09,2023-05-08,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Aug,9.0353,38.7559,2445.6,19.66,9.66,14.66,276.586,86.9,ZDlhLE4uVcy,Nehase 2014,0.0,17.0,131.0,12.87878787878788,2022-08-07,2022-09-05,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2023 Jun,9.0353,38.7559,2445.6,20.72,10.72,15.72,149.827,81.1,ZDlhLE4uVcy,Sene 2015,2.0,36.0,225.0,15.929203539823009,2023-06-08,2023-07-07,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Dec,9.0353,38.7559,2445.6,19.59,9.59,14.59,7.018,51.4,ZDlhLE4uVcy,Tahesas 2015,0.0,13.0,139.0,9.285714285714286,2022-12-10,2023-01-08,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2022 Oct,9.0353,38.7559,2445.6,19.57,9.57,14.57,23.135,60.7,ZDlhLE4uVcy,Tikemet 2015,12.0,15.0,123.0,12.096774193548388,2022-10-11,2022-11-09,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2023 Jan,9.0353,38.7559,2445.6,19.91,9.91,14.91,8.658,44.3,ZDlhLE4uVcy,Tir 2015,2.0,20.0,101.0,19.607843137254903,2023-01-09,2023-02-07,ET140109,direct
Addis Ababa City Administration,Arada Sub City,Arada Sub City,2023 Feb,9.0353,38.7559,2445.6,20.9,10.9,15.9,47.337,46.0,ZDlhLE4uVcy,Yekatit 2015,1.0,20.0,148.0,13.422818791946307,2023-02-08,2023-03-09,ET140109,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2023 May,8.9744,38.8093,2279.0,21.07,11.07,16.07,153.174,79.5,Bqq3KNXFksZ,Ginbot 2015,9.0,42.0,520.0,8.061420345489443,2023-05-09,2023-06-07,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Jul,8.9744,38.8093,2279.0,19.49,9.49,14.49,259.899,87.9,Bqq3KNXFksZ,Hamle 2014,11.0,38.0,244.0,15.510204081632653,2022-07-08,2022-08-06,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Nov,8.9744,38.8093,2279.0,19.6,9.6,14.6,6.691,52.5,Bqq3KNXFksZ,Hidar 2015,3.0,50.0,398.0,12.531328320802004,2022-11-10,2022-12-09,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2023 Mar,8.9744,38.8093,2279.0,20.92,10.92,15.92,155.107,71.6,Bqq3KNXFksZ,Megabit 2015,12.0,35.0,247.0,14.112903225806454,2023-03-10,2023-04-08,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Sept,8.9744,38.8093,2279.0,19.64,9.64,14.64,136.318,77.5,Bqq3KNXFksZ,Meskerem 2015,3.0,34.0,289.0,11.724137931034482,2022-09-11,2022-10-10,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2023 Apr,8.9744,38.8093,2279.0,21.06,11.06,16.06,130.999,76.1,Bqq3KNXFksZ,Miazia 2015,13.0,41.0,278.0,14.695340501792115,2023-04-09,2023-05-08,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Aug,8.9744,38.8093,2279.0,19.66,9.66,14.66,271.908,86.9,Bqq3KNXFksZ,Nehase 2014,10.0,27.0,253.0,10.62992125984252,2022-08-07,2022-09-05,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2023 Jun,8.9744,38.8093,2279.0,20.72,10.72,15.72,159.152,81.1,Bqq3KNXFksZ,Sene 2015,8.0,73.0,341.0,21.34502923976608,2023-06-08,2023-07-07,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Dec,8.9744,38.8093,2279.0,19.59,9.59,14.59,8.694,51.4,Bqq3KNXFksZ,Tahesas 2015,7.0,27.0,257.0,10.465116279069768,2022-12-10,2023-01-08,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2022 Oct,8.9744,38.8093,2279.0,19.57,9.57,14.57,38.973,60.7,Bqq3KNXFksZ,Tikemet 2015,12.0,37.0,384.0,9.61038961038961,2022-10-11,2022-11-09,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2023 Jan,8.9744,38.8093,2279.0,19.91,9.91,14.91,10.025,44.3,Bqq3KNXFksZ,Tir 2015,10.0,38.0,256.0,14.785992217898832,2023-01-09,2023-02-07,ET140104,direct
Addis Ababa City Administration,Bole Sub City,Bole Sub City,2023 Feb,8.9744,38.8093,2279.0,20.9,10.9,15.9,58.992,46.0,Bqq3KNXFksZ,Yekatit 2015,15.0,40.0,266.0,14.9812734082397,2023-02-08,2023-03-09,ET140104,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2023 May,9.0707,38.7392,2675.6,19.41,9.41,14.41,110.055,79.9,fP7LbnZr3ef,Ginbot 2015,7.0,19.0,125.0,15.07936507936508,2023-05-09,2023-06-07,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Jul,9.0707,38.7392,2675.6,17.97,7.97,12.97,312.547,89.0,fP7LbnZr3ef,Hamle 2014,5.0,19.0,96.0,19.587628865979383,2022-07-08,2022-08-06,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Nov,9.0707,38.7392,2675.6,18.09,8.09,13.09,3.514,53.0,fP7LbnZr3ef,Hidar 2015,4.0,23.0,115.0,19.82758620689655,2022-11-10,2022-12-09,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2023 Mar,9.0707,38.7392,2675.6,19.32,9.32,14.32,106.349,71.8,fP7LbnZr3ef,Megabit 2015,8.0,19.0,91.0,20.652173913043477,2023-03-10,2023-04-08,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Sept,9.0707,38.7392,2675.6,18.07,8.07,13.07,130.972,77.9,fP7LbnZr3ef,Meskerem 2015,3.0,19.0,96.0,19.587628865979383,2022-09-11,2022-10-10,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2023 Apr,9.0707,38.7392,2675.6,19.4,9.4,14.4,103.912,77.1,fP7LbnZr3ef,Miazia 2015,0.0,12.0,77.0,15.384615384615383,2023-04-09,2023-05-08,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Aug,9.0707,38.7392,2675.6,18.1,8.1,13.1,290.407,88.0,fP7LbnZr3ef,Nehase 2014,26.0,19.0,120.0,15.702479338842975,2022-08-07,2022-09-05,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2023 Jun,9.0707,38.7392,2675.6,19.02,9.02,14.02,155.518,82.1,fP7LbnZr3ef,Sene 2015,17.0,39.0,121.0,31.967213114754102,2023-06-08,2023-07-07,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Dec,9.0707,38.7392,2675.6,18.11,8.11,13.11,5.917,51.4,fP7LbnZr3ef,Tahesas 2015,5.0,16.0,87.0,18.181818181818183,2022-12-10,2023-01-08,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2022 Oct,9.0707,38.7392,2675.6,18.06,8.06,13.06,12.708,61.3,fP7LbnZr3ef,Tikemet 2015,3.0,19.0,112.0,16.8141592920354,2022-10-11,2022-11-09,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2023 Jan,9.0707,38.7392,2675.6,18.51,8.51,13.51,7.807,43.6,fP7LbnZr3ef,Tir 2015,12.0,26.0,82.0,31.32530120481928,2023-01-09,2023-02-07,ET140110,direct
Addis Ababa City Administration,Gulele Sub City,Gulele Sub City,2023 Feb,9.0707,38.7392,2675.6,19.39,9.39,14.39,38.649,45.6,fP7LbnZr3ef,Yekatit 2015,12.0,20.0,102.0,19.41747572815534,2023-02-08,2023-03-09,ET140110,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2023 May,9.0,38.7594,2328.0,21.07,11.07,16.07,130.131,79.5,aeTzP0ST2hq,Ginbot 2015,0.0,35.0,354.0,9.859154929577464,2023-05-09,2023-06-07,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Jul,9.0,38.7594,2328.0,19.49,9.49,14.49,274.633,87.9,aeTzP0ST2hq,Hamle 2014,2.0,67.0,366.0,18.256130790190735,2022-07-08,2022-08-06,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Nov,9.0,38.7594,2328.0,19.6,9.6,14.6,6.105,52.5,aeTzP0ST2hq,Hidar 2015,1.0,29.0,360.0,8.033240997229916,2022-11-10,2022-12-09,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2023 Mar,9.0,38.7594,2328.0,20.92,10.92,15.92,126.704,71.6,aeTzP0ST2hq,Megabit 2015,0.0,29.0,475.0,6.092436974789916,2023-03-10,2023-04-08,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Sept,9.0,38.7594,2328.0,19.64,9.64,14.64,131.012,77.5,aeTzP0ST2hq,Meskerem 2015,34.0,35.0,250.0,13.94422310756972,2022-09-11,2022-10-10,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2023 Apr,9.0,38.7594,2328.0,21.06,11.06,16.06,114.092,76.1,aeTzP0ST2hq,Miazia 2015,0.0,28.0,430.0,6.496519721577726,2023-04-09,2023-05-08,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Aug,9.0,38.7594,2328.0,19.66,9.66,14.66,276.586,86.9,aeTzP0ST2hq,Nehase 2014,3.0,43.0,410.0,10.46228710462287,2022-08-07,2022-09-05,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2023 Jun,9.0,38.7594,2328.0,20.72,10.72,15.72,149.827,81.1,aeTzP0ST2hq,Sene 2015,2.0,52.0,566.0,9.171075837742505,2023-06-08,2023-07-07,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Dec,9.0,38.7594,2328.0,19.59,9.59,14.59,7.018,51.4,aeTzP0ST2hq,Tahesas 2015,0.0,27.0,409.0,6.585365853658537,2022-12-10,2023-01-08,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2022 Oct,9.0,38.7594,2328.0,19.57,9.57,14.57,23.135,60.7,aeTzP0ST2hq,Tikemet 2015,3.0,25.0,341.0,7.309941520467836,2022-10-11,2022-11-09,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2023 Jan,9.0,38.7594,2328.0,19.91,9.91,14.91,8.658,44.3,aeTzP0ST2hq,Tir 2015,1.0,40.0,435.0,9.174311926605505,2023-01-09,2023-02-07,ET140106,direct
Addis Ababa City Administration,Kirkos Sub City,Kirkos Sub City,2023 Feb,9.0,38.7594,2328.0,20.9,10.9,15.9,47.337,46.0,aeTzP0ST2hq,Yekatit 2015,0.0,42.0,403.0,10.396039603960396,2023-02-08,2023-03-09,ET140106,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2023 May,8.9932,38.6852,2400.0,20.59,10.59,15.59,118.302,79.5,R6nsx1xB8wq,Ginbot 2015,1.0,42.0,286.0,14.634146341463412,2023-05-09,2023-06-07,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Jul,8.9932,38.6852,2400.0,19.05,9.05,14.05,284.004,87.5,R6nsx1xB8wq,Hamle 2014,0.0,15.0,158.0,9.433962264150944,2022-07-08,2022-08-06,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Nov,8.9932,38.6852,2400.0,19.33,9.33,14.33,12.812,51.4,R6nsx1xB8wq,Hidar 2015,0.0,24.0,211.0,11.320754716981131,2022-11-10,2022-12-09,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2023 Mar,8.9932,38.6852,2400.0,20.64,10.64,15.64,118.744,69.6,R6nsx1xB8wq,Megabit 2015,2.0,18.0,267.0,6.7164179104477615,2023-03-10,2023-04-08,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Sept,8.9932,38.6852,2400.0,19.18,9.18,14.18,138.005,77.4,R6nsx1xB8wq,Meskerem 2015,0.0,24.0,206.0,11.594202898550725,2022-09-11,2022-10-10,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2023 Apr,8.9932,38.6852,2400.0,20.72,10.72,15.72,109.965,75.1,R6nsx1xB8wq,Miazia 2015,4.0,24.0,250.0,9.56175298804781,2023-04-09,2023-05-08,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Aug,8.9932,38.6852,2400.0,19.2,9.2,14.2,288.269,86.5,R6nsx1xB8wq,Nehase 2014,5.0,26.0,214.0,12.093023255813954,2022-08-07,2022-09-05,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2023 Jun,8.9932,38.6852,2400.0,20.17,10.17,15.17,150.478,81.4,R6nsx1xB8wq,Sene 2015,4.0,76.0,309.0,24.516129032258064,2023-06-08,2023-07-07,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Dec,8.9932,38.6852,2400.0,19.35,9.35,14.35,6.567,49.8,R6nsx1xB8wq,Tahesas 2015,2.0,16.0,256.0,6.22568093385214,2022-12-10,2023-01-08,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2022 Oct,8.9932,38.6852,2400.0,19.23,9.23,14.23,16.875,60.2,R6nsx1xB8wq,Tikemet 2015,2.0,19.0,194.0,9.743589743589745,2022-10-11,2022-11-09,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2023 Jan,8.9932,38.6852,2400.0,19.72,9.72,14.72,8.478,42.7,R6nsx1xB8wq,Tir 2015,2.0,25.0,232.0,10.72961373390558,2023-01-09,2023-02-07,ET140103,direct
Addis Ababa City Administration,Kolfe Subcity,Kolfe Subcity,2023 Feb,8.9932,38.6852,2400.0,20.66,10.66,15.66,43.639,44.4,R6nsx1xB8wq,Yekatit 2015,1.0,24.0,235.0,10.16949152542373,2023-02-08,2023-03-09,ET140103,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2023 May,9.0048,38.8701,2371.5,21.0,11.0,16.0,110.26,79.0,j59J2d3Ym3C,Ginbot 2015,9.0,55.0,365.0,15.027322404371583,2023-05-09,2023-06-07,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Jul,9.0048,38.8701,2371.5,19.38,9.38,14.38,263.378,87.8,j59J2d3Ym3C,Hamle 2014,1.0,88.0,330.0,26.586102719033235,2022-07-08,2022-08-06,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Nov,9.0048,38.8701,2371.5,19.31,9.31,14.31,2.749,53.2,j59J2d3Ym3C,Hidar 2015,1.0,36.0,303.0,11.842105263157894,2022-11-10,2022-12-09,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2023 Mar,9.0048,38.8701,2371.5,20.75,10.75,15.75,115.459,72.1,j59J2d3Ym3C,Megabit 2015,14.0,34.0,277.0,12.23021582733813,2023-03-10,2023-04-08,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Sept,9.0048,38.8701,2371.5,19.53,9.53,14.53,109.396,77.4,j59J2d3Ym3C,Meskerem 2015,0.0,56.0,410.0,13.62530413625304,2022-09-11,2022-10-10,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2023 Apr,9.0048,38.8701,2371.5,20.97,10.97,15.97,93.897,75.9,j59J2d3Ym3C,Miazia 2015,5.0,48.0,331.0,14.457831325301203,2023-04-09,2023-05-08,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Aug,9.0048,38.8701,2371.5,19.53,9.53,14.53,256.468,87.0,j59J2d3Ym3C,Nehase 2014,7.0,54.0,304.0,17.704918032786885,2022-08-07,2022-09-05,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2023 Jun,9.0048,38.8701,2371.5,20.65,10.65,15.65,142.418,80.6,j59J2d3Ym3C,Sene 2015,42.0,73.0,409.0,17.804878048780488,2023-06-08,2023-07-07,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Dec,9.0048,38.8701,2371.5,19.22,9.22,14.22,4.034,52.7,j59J2d3Ym3C,Tahesas 2015,1.0,45.0,302.0,14.85148514851485,2022-12-10,2023-01-08,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2022 Oct,9.0048,38.8701,2371.5,19.39,9.39,14.39,15.957,60.6,j59J2d3Ym3C,Tikemet 2015,1.0,34.0,379.0,8.947368421052632,2022-10-11,2022-11-09,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2023 Jan,9.0048,38.8701,2371.5,19.55,9.55,14.55,6.111,45.6,j59J2d3Ym3C,Tir 2015,2.0,49.0,318.0,15.36050156739812,2023-01-09,2023-02-07,ET140111,direct
Addis Ababa City Administration,Lemi Kura Sub City,Lemi Kura Sub City,2023 Feb,9.0048,38.8701,2371.5,20.59,10.59,15.59,44.891,47.0,j59J2d3Ym3C,Yekatit 2015,12.0,63.0,318.0,19.74921630094044,2023-02-08,2023-03-09,ET140111,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2023 May,9.0024,38.7315,2331.2,20.59,10.59,15.59,130.131,79.5,veWjz5L6CYU,Ginbot 2015,1.0,19.0,133.0,14.17910447761194,2023-05-09,2023-06-07,ET140105,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2022 Jul,9.0024,38.7315,2331.2,19.05,9.05,14.05,274.633,87.5,veWjz5L6CYU,Hamle 2014,0.0,19.0,177.0,10.674157303370784,2022-07-08,2022-08-06,ET140105,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2022 Nov,9.0024,38.7315,2331.2,19.33,9.33,14.33,6.105,51.4,veWjz5L6CYU,Hidar 2015,0.0,12.0,104.0,11.428571428571429,2022-11-10,2022-12-09,ET140105,direct
Addis Ababa City Administration,Lideta Sub City,Lideta Sub City,2023 Mar,9.0024,38.7315,2331.2,20.64,10.64,15.64,126.704,69.6,veWjz5L6CYU,Megabit 2015,0.0,11.0,128.0,8.527131782945736,2023-03-10,2023-04-08,ET140105,direct
